Transaction_ID,Customer_ID,Transaction_Date,Amount_Spent,Discount_Percentage,Quantity_Purchased,Shipping_Cost,Delivery_Date,Return_Date
728,156,2026-08-02,1236.46,5.15,14,37.36,2026-08-08,2026-08-12 00:00:00
729,236,2023-07-11,395.35,10.79,10,30.12,2023-07-18,
730,126,2025-06-16,1593.07,11.05,7,48.25,2025-06-19,
731,579,2024-06-22,1872.63,-1.45,2,38.92,2024-06-28,2024-07-13 00:00:00
732,552,2023-09-02,965.63,-7.38,6,37.04,2023-09-04,2023-09-17 00:00:00
733,476,2023-01-12,708.69,13.08,0,40.25,2023-01-17,2023-01-30 00:00:00
734,380,2024-01-17,587.32,-13.66,9,21.82,2024-01-25,
735,254,2025-12-28,758.02,-7.7,7,16.79,2026-01-01,
736,332,2025-12-06,952.92,-14.45,10,42.99,2025-12-11,2025-12-19 00:00:00
737,219,2026-02-28,252.78,1.37,11,36.84,2026-03-06,2026-03-16 00:00:00
738,156,2026-12-12,0.0,4.69,11,10.87,2026-12-19,2026-12-25 00:00:00
739,547,2023-07-26,1661.14,-13.33,8,21.31,2023-07-28,2023-08-01 00:00:00
740,508,2024-11-11,884.07,6.59,1,12.63,2024-11-19,2024-11-27 00:00:00
741,193,2026-09-26,428.17,-2.13,11,6.73,2026-09-30,2026-10-10 00:00:00
742,236,2026-05-18,1377.48,5.24,12,14.94,2026-05-21,
743,294,2024-03-06,722.24,-0.92,7,19.82,2024-03-08,2024-03-11 00:00:00
744,107,2026-11-07,133.95,-3.35,2,26.59,2026-11-11,2026-11-16 00:00:00
745,585,2025-06-29,1109.7,-0.45,1,30.96,2025-07-02,2025-07-06 00:00:00
746,586,2026-09-22,978.88,1.88,3,21.45,2026-09-25,2026-09-30 00:00:00
747,326,2025-06-05,453.45,13.22,14,18.29,2025-06-11,
748,457,2023-05-27,1503.9,-4.36,10,32.08,2023-06-03,
749,563,2026-05-23,0.0,4.01,14,40.35,2026-05-30,
750,467,2023-08-02,1717.66,1.02,7,44.74,2023-08-10,
751,399,2026-06-29,323.01,-0.63,13,42.95,2026-07-04,2026-07-10 00:00:00
752,402,2025-04-29,1888.69,2.13,13,41.44,2025-05-02,2025-05-08 00:00:00
753,256,2026-12-08,0.0,2.91,6,31.2,2026-12-10,2026-12-17 00:00:00
754,382,2023-11-05,91.39,19.1,7,45.42,2023-11-10,
755,410,2023-10-24,1684.75,-5.82,1,9.58,2023-10-26,
756,355,2024-03-10,955.96,18.54,8,49.02,2024-03-15,
757,303,2026-01-31,437.84,-8.05,2,47.1,2026-02-06,
758,591,2026-07-23,893.33,-10.56,12,48.97,2026-07-30,2026-08-10 00:00:00
759,485,2026-04-30,1986.29,14.09,7,47.29,2026-05-08,2026-05-21 00:00:00
760,529,2024-05-12,1733.19,11.1,8,33.12,2024-05-20,2024-05-31 00:00:00
761,490,2025-04-25,92.19,0.6,8,37.1,2025-05-01,2025-05-06 00:00:00
762,254,2024-04-05,1391.59,-9.41,8,13.5,2024-04-07,
763,241,2023-05-19,996.4,-12.51,3,45.02,2023-05-23,2023-05-27 00:00:00
764,137,2023-03-01,172.3,-4.52,5,14.66,2023-03-03,2023-03-11 00:00:00
765,384,2024-10-13,465.78,8.31,6,40.65,2024-10-16,
766,403,2023-10-19,1829.97,-9.38,14,19.01,2023-10-22,2023-10-28 00:00:00
767,236,2023-01-08,624.13,12.75,12,10.32,2023-01-12,2023-01-19 00:00:00
768,541,2025-10-17,1702.65,6.88,8,26.68,2025-10-24,
769,498,2025-02-17,103.9,10.15,12,5.8,2025-02-22,2025-03-08 00:00:00
770,488,2024-04-16,803.95,-2.06,9,9.75,2024-04-24,
771,272,2026-02-20,0.0,14.63,11,10.68,2026-02-24,2026-03-07 00:00:00
772,315,2023-03-19,1246.82,10.29,14,20.44,2023-03-26,2023-03-29 00:00:00
773,380,2023-06-19,395.91,-6.79,10,32.03,2023-06-25,
774,320,2025-02-04,1649.54,-13.0,12,27.46,2025-02-11,2025-02-20 00:00:00
775,548,2025-10-25,1961.47,18.73,1,10.47,2025-10-30,2025-11-07 00:00:00
776,598,2023-03-30,961.98,5.34,5,33.35,2023-04-02,
777,284,2026-03-22,1736.55,5.1,3,47.36,2026-03-27,2026-04-07 00:00:00
778,306,2025-09-12,504.41,-3.98,9,19.53,2025-09-16,
779,531,2023-10-30,0.0,-13.98,11,37.59,2023-11-07,2023-11-12 00:00:00
780,177,2024-03-21,1994.0,11.36,12,9.39,2024-03-29,
781,262,2026-12-10,269.9,-14.85,8,33.18,2026-12-18,2026-12-29 00:00:00
782,346,2026-03-11,1310.59,-10.74,2,49.81,2026-03-17,
783,541,2024-02-10,1437.66,-10.2,1,35.56,2024-02-18,2024-02-28 00:00:00
784,143,2024-02-17,521.85,8.67,7,46.51,2024-02-22,
785,120,2023-03-11,447.55,5.03,13,15.21,2023-03-18,2023-03-31 00:00:00
786,349,2025-11-29,493.51,12.96,13,37.05,2025-12-05,
787,532,2024-02-08,891.64,4.96,4,18.98,2024-02-10,
788,243,2023-04-08,418.72,13.88,8,30.79,2023-04-12,2023-04-27 00:00:00
789,265,2024-03-12,1189.82,4.34,14,13.8,2024-03-16,2024-03-25 00:00:00
790,343,2026-02-13,1042.18,-2.75,9,8.35,2026-02-17,2026-02-23 00:00:00
791,193,2025-09-29,1160.91,8.92,12,26.64,2025-10-06,2025-10-15 00:00:00
792,367,2023-12-22,1855.0,-13.99,2,33.43,2023-12-28,2024-01-03 00:00:00
793,469,2026-02-12,339.27,10.78,12,33.43,2026-02-14,
794,301,2026-10-03,708.38,19.52,4,47.56,2026-10-08,2026-10-16 00:00:00
795,356,2023-10-24,93.09,2.56,6,49.59,2023-10-27,2023-11-04 00:00:00
796,571,2026-04-18,1201.44,-8.49,9,7.85,2026-04-23,2026-05-05 00:00:00
797,589,2025-06-23,1115.55,10.25,9,25.46,2025-06-28,2025-07-02 00:00:00
798,420,2024-03-22,1433.25,6.07,7,19.58,2024-03-25,2024-03-31 00:00:00
799,574,2024-06-02,550.23,13.73,11,20.4,2024-06-07,2024-06-11 00:00:00
800,320,2023-03-01,919.3,16.66,11,17.44,2023-03-08,
801,339,2024-04-29,1304.38,17.67,10,47.94,2024-05-05,2024-05-15 00:00:00
802,482,2026-01-10,681.45,-11.69,5,39.18,2026-01-18,2026-02-01 00:00:00
803,370,2025-08-02,655.74,4.36,13,20.65,2025-08-08,
804,431,2026-06-20,1396.18,-0.06,13,33.35,2026-06-23,2026-07-07 00:00:00
805,454,2025-06-20,1530.66,16.94,10,22.82,2025-06-28,2025-07-12 00:00:00
806,396,2024-01-06,0.0,-2.39,5,24.58,2024-01-13,
807,293,2026-02-04,1562.84,-10.29,5,19.18,2026-02-09,
808,336,2023-03-12,1080.77,-6.61,10,9.9,2023-03-15,
809,250,2025-11-14,1780.13,16.54,7,28.4,2025-11-20,2025-11-26 00:00:00
810,260,2023-12-27,1320.07,-0.64,9,8.69,2023-12-29,2024-01-06 00:00:00
811,556,2024-06-06,128.49,-14.95,1,7.02,2024-06-12,
812,205,2024-06-17,0.0,-2.27,12,43.0,2024-06-20,
813,437,2024-10-04,1508.68,0.72,8,39.28,2024-10-11,2024-10-14 00:00:00
814,342,2023-07-10,1620.0,3.92,6,24.46,2023-07-14,2023-07-23 00:00:00
815,171,2024-04-13,827.27,4.23,5,8.36,2024-04-15,
816,566,2025-07-16,163.51,11.89,6,25.21,2025-07-20,2025-08-03 00:00:00
817,584,2026-03-05,747.66,18.5,9,24.0,2026-03-12,
818,502,2026-07-23,1826.42,15.3,13,15.01,2026-07-26,
819,518,2023-06-05,1013.69,14.22,13,36.6,2023-06-13,2023-06-27 00:00:00
820,544,2024-07-24,473.22,12.3,7,48.34,2024-07-28,
821,132,2025-08-03,1470.84,12.88,8,40.19,2025-08-07,2025-08-20 00:00:00
822,598,2026-07-02,212.7,17.09,13,16.18,2026-07-07,
823,336,2023-06-25,1827.9,14.64,13,31.99,2023-07-02,2023-07-08 00:00:00
824,252,2026-07-20,728.75,18.24,11,32.15,2026-07-22,2026-07-30 00:00:00
825,106,2026-03-12,60.84,-10.6,5,12.15,2026-03-20,
826,312,2026-09-06,856.68,-6.57,14,25.64,2026-09-12,2026-09-16 00:00:00
827,281,2025-11-15,835.17,-3.9,14,23.34,2025-11-20,
828,598,2025-09-16,1922.21,-1.14,12,43.75,2025-09-19,
829,210,2025-04-09,1414.04,-6.39,9,6.16,2025-04-17,
830,155,2025-07-17,1287.99,-3.14,2,40.85,2025-07-23,2025-07-31 00:00:00
831,113,2024-03-11,756.18,6.58,14,29.96,2024-03-15,2024-03-24 00:00:00
832,468,2026-11-09,1031.52,11.2,7,23.54,2026-11-11,2026-11-15 00:00:00
833,200,2025-10-05,0.0,-8.02,7,10.89,2025-10-08,2025-10-15 00:00:00
834,284,2026-02-13,1198.49,-2.38,10,38.1,2026-02-21,2026-02-24 00:00:00
835,275,2024-03-21,1088.69,1.65,2,19.76,2024-03-28,2024-04-08 00:00:00
836,366,2023-09-18,0.0,18.39,11,21.56,2023-09-25,
837,231,2026-06-22,1352.49,7.12,13,46.57,2026-06-27,
838,432,2024-12-11,803.06,0.2,9,48.64,2024-12-14,2024-12-17 00:00:00
839,593,2023-11-19,1612.95,15.79,7,15.33,2023-11-23,
840,148,2025-05-25,899.36,0.4,6,43.5,2025-06-02,2025-06-17 00:00:00
841,137,2025-04-11,509.19,-10.14,12,21.58,2025-04-17,2025-04-25 00:00:00
842,181,2025-05-15,1381.02,-0.97,8,40.29,2025-05-23,
843,502,2026-02-24,1649.4,8.99,5,42.12,2026-03-01,2026-03-08 00:00:00
844,195,2025-04-23,854.33,-2.21,11,22.19,2025-04-25,
845,278,2026-03-04,423.5,-8.51,6,32.42,2026-03-06,2026-03-21 00:00:00
846,106,2023-07-11,536.22,-13.48,5,29.7,2023-07-13,2023-07-21 00:00:00
847,354,2023-05-22,942.6,-6.36,9,47.27,2023-05-26,
848,260,2024-05-19,606.41,13.43,7,22.67,2024-05-27,2024-06-03 00:00:00
849,556,2024-11-18,1829.72,18.03,1,15.85,2024-11-20,
850,415,2023-01-21,1697.79,-14.87,1,16.1,2023-01-27,
851,264,2026-09-17,1696.15,-3.83,2,45.76,2026-09-25,2026-09-30 00:00:00
852,526,2025-02-04,557.66,9.54,11,49.29,2025-02-09,
853,254,2025-08-04,428.2,10.92,7,18.29,2025-08-06,2025-08-20 00:00:00
854,422,2025-06-01,1463.3,-10.61,6,33.26,2025-06-04,2025-06-18 00:00:00
855,420,2023-12-06,1467.14,8.77,6,32.76,2023-12-08,2023-12-19 00:00:00
856,210,2025-04-03,272.28,13.51,5,9.85,2025-04-07,2025-04-20 00:00:00
857,453,2023-11-27,1540.76,10.25,14,25.66,2023-11-30,2023-12-09 00:00:00
858,281,2025-11-06,0.0,3.31,12,5.06,2025-11-14,
859,429,2026-05-16,1291.94,10.27,3,6.16,2026-05-24,
860,442,2024-03-20,898.2,16.3,14,9.49,2024-03-28,2024-04-08 00:00:00
861,101,2026-04-01,521.0,2.81,12,31.37,2026-04-07,2026-04-12 00:00:00
862,198,2026-04-03,1527.77,1.22,12,25.72,2026-04-07,
863,131,2023-01-24,0.0,15.26,12,35.0,2023-01-28,2023-02-02 00:00:00
864,408,2023-10-02,1300.45,18.09,0,40.19,2023-10-04,
865,441,2026-08-27,993.35,11.79,6,32.96,2026-09-04,2026-09-18 00:00:00
866,284,2024-06-29,1055.46,14.76,6,26.56,2024-07-05,2024-07-18 00:00:00
867,353,2026-01-06,1294.63,8.49,4,20.51,2026-01-11,
868,226,2024-11-13,1544.64,-13.18,13,30.58,2024-11-16,2024-11-27 00:00:00
869,114,2023-08-21,0.0,5.5,5,46.39,2023-08-25,2023-09-04 00:00:00
870,439,2025-11-04,278.58,-13.14,3,27.94,2025-11-09,2025-11-19 00:00:00
871,230,2025-10-12,1002.44,17.73,3,39.65,2025-10-15,
872,450,2023-11-16,1103.84,-6.75,5,45.81,2023-11-19,2023-12-02 00:00:00
873,458,2026-06-10,144.75,-6.01,10,6.58,2026-06-18,
874,183,2025-08-20,1072.09,1.95,5,19.09,2025-08-26,
875,444,2026-04-18,609.82,17.11,14,14.63,2026-04-24,2026-04-27 00:00:00
876,549,2025-12-04,0.0,8.83,4,7.8,2025-12-10,2025-12-25 00:00:00
877,368,2023-07-30,300.37,-5.38,1,49.29,2023-08-07,2023-08-11 00:00:00
878,213,2026-05-26,1161.58,-14.22,14,47.13,2026-05-29,2026-06-02 00:00:00
879,136,2023-09-19,526.24,-12.58,3,28.71,2023-09-25,
880,578,2023-01-03,84.1,3.97,9,11.88,2023-01-08,2023-01-12 00:00:00
881,324,2024-03-14,1626.24,-4.83,7,10.05,2024-03-19,
882,175,2026-12-19,147.57,-8.65,2,44.58,2026-12-27,
883,534,2023-09-08,0.0,16.51,12,29.11,2023-09-14,2023-09-18 00:00:00
884,477,2023-03-22,1895.28,14.99,3,10.01,2023-03-28,2023-04-12 00:00:00
885,308,2026-01-09,1264.75,7.33,5,41.86,2026-01-11,2026-01-17 00:00:00
886,558,2024-04-30,1199.25,-4.42,8,12.63,2024-05-05,2024-05-18 00:00:00
887,577,2023-05-01,617.94,2.81,10,12.13,2023-05-05,2023-05-15 00:00:00
888,378,2024-02-07,1675.46,-10.32,4,44.56,2024-02-11,2024-02-17 00:00:00
889,372,2025-12-10,234.21,9.42,14,36.08,2025-12-18,
890,174,2024-09-25,1895.52,-0.8,10,9.8,2024-09-28,2024-10-04 00:00:00
891,539,2024-01-20,630.39,-5.88,8,34.09,2024-01-25,2024-02-06 00:00:00
892,389,2023-04-28,0.0,-3.37,7,23.94,2023-05-03,
893,313,2023-12-12,173.79,-11.39,3,42.12,2023-12-17,
894,509,2026-08-10,1770.22,19.38,9,29.99,2026-08-17,2026-08-31 00:00:00
895,282,2023-05-08,169.92,7.49,11,9.05,2023-05-16,
896,198,2026-01-17,1830.35,11.22,11,29.97,2026-01-20,2026-01-31 00:00:00
897,266,2023-08-30,1794.79,-13.86,12,29.71,2023-09-01,
898,423,2024-02-05,743.61,-7.84,12,26.81,2024-02-13,2024-02-24 00:00:00
899,147,2025-12-19,870.9,-2.68,2,9.84,2025-12-21,
900,233,2025-08-25,1288.3,10.27,14,12.11,2025-08-29,
901,239,2026-04-12,1076.11,3.3,14,25.02,2026-04-14,2026-04-21 00:00:00
902,533,2026-10-08,1843.6,14.92,13,16.65,2026-10-11,2026-10-26 00:00:00
903,221,2025-01-14,138.98,-3.06,1,27.39,2025-01-16,
904,220,2024-04-10,907.7,13.45,6,8.26,2024-04-16,2024-04-20 00:00:00
905,332,2024-11-30,200.96,14.99,14,45.43,2024-12-07,
906,300,2024-05-24,795.34,-0.37,4,9.56,2024-05-28,
907,136,2025-12-02,0.0,-4.84,10,23.15,2025-12-06,2025-12-17 00:00:00
908,413,2025-05-15,0.0,-3.7,7,31.99,2025-05-18,
909,541,2024-07-14,1015.44,8.87,14,37.88,2024-07-17,2024-07-27 00:00:00
910,243,2025-12-10,711.72,-4.94,14,43.24,2025-12-12,2025-12-25 00:00:00
911,409,2026-04-06,1315.46,-3.16,4,32.24,2026-04-12,2026-04-23 00:00:00
912,380,2024-08-05,930.04,-5.46,13,6.7,2024-08-10,
913,398,2024-12-09,1992.25,10.16,10,5.71,2024-12-15,2024-12-29 00:00:00
914,141,2024-08-27,101.98,4.31,8,21.57,2024-09-03,2024-09-09 00:00:00
915,149,2025-06-30,1196.42,-7.81,8,25.32,2025-07-05,2025-07-09 00:00:00
916,410,2025-11-20,630.09,9.63,7,22.41,2025-11-28,2025-12-03 00:00:00
917,595,2024-08-31,219.18,5.68,4,35.04,2024-09-03,2024-09-13 00:00:00
918,457,2023-08-05,1405.51,-5.72,4,16.37,2023-08-08,
919,257,2025-12-15,613.83,8.68,5,5.02,2025-12-20,2025-12-25 00:00:00
920,542,2024-10-09,1878.51,-14.79,10,28.12,2024-10-12,2024-10-25 00:00:00
921,140,2026-08-18,629.62,15.8,12,29.07,2026-08-26,
922,338,2024-07-03,1346.46,4.56,10,6.1,2024-07-11,
923,524,2025-01-31,581.11,-11.27,13,19.72,2025-02-08,
924,308,2024-11-24,0.0,18.83,3,11.24,2024-12-02,
925,348,2023-08-07,1689.74,-3.3,4,37.68,2023-08-11,2023-08-21 00:00:00
926,154,2024-07-08,715.46,-9.44,11,13.86,2024-07-13,2024-07-23 00:00:00
927,441,2024-10-04,1623.9,-9.6,1,18.76,2024-10-06,
928,380,2024-02-03,0.0,-10.6,13,7.46,2024-02-06,
929,312,2024-07-13,748.37,15.63,12,39.77,2024-07-15,2024-07-25 00:00:00
930,568,2024-07-27,1475.82,-6.49,5,11.99,2024-08-02,2024-08-14 00:00:00
931,312,2026-10-10,553.59,17.5,3,34.46,2026-10-12,2026-10-27 00:00:00
932,547,2025-12-09,1161.45,11.14,4,43.8,2025-12-14,2025-12-20 00:00:00
933,504,2024-09-05,474.83,-2.06,14,9.15,2024-09-07,2024-09-11 00:00:00
934,233,2024-12-06,1182.78,7.58,6,39.36,2024-12-10,
935,566,2026-06-02,103.08,-10.14,7,39.14,2026-06-04,
936,131,2023-03-30,432.73,2.75,5,6.63,2023-04-02,2023-04-13 00:00:00
937,288,2026-04-06,1292.94,-14.59,14,17.37,2026-04-12,2026-04-23 00:00:00
938,112,2023-04-14,1946.44,14.89,3,40.7,2023-04-16,
939,208,2023-10-17,254.51,-9.43,13,49.9,2023-10-21,
940,579,2026-04-11,140.63,8.0,7,22.31,2026-04-17,
941,576,2025-08-05,0.0,17.22,4,38.8,2025-08-10,2025-08-18 00:00:00
942,306,2023-06-22,1478.49,0.54,1,45.22,2023-06-30,
943,174,2025-06-25,1223.42,-14.08,3,18.4,2025-07-02,
944,395,2024-05-26,106.38,14.89,10,12.09,2024-05-31,
945,377,2023-08-22,1428.25,-0.9,2,5.13,2023-08-24,
946,246,2023-01-02,1945.09,8.51,1,41.03,2023-01-07,
947,546,2026-08-29,339.51,-11.25,11,15.58,2026-09-06,2026-09-10 00:00:00
948,187,2025-02-07,1031.63,16.5,8,36.39,2025-02-09,
949,118,2023-04-18,1341.33,0.95,9,33.22,2023-04-20,
950,293,2025-04-15,135.84,-11.04,14,18.03,2025-04-20,2025-05-01 00:00:00
951,557,2025-03-26,299.37,4.96,7,5.41,2025-04-02,
952,599,2026-10-15,483.32,-0.82,0,20.41,2026-10-17,
953,318,2023-12-11,0.0,9.3,1,30.23,2023-12-18,
954,228,2023-09-14,797.34,-2.61,9,40.94,2023-09-22,2023-09-29 00:00:00
955,598,2025-02-07,1372.59,9.89,11,44.33,2025-02-13,2025-02-20 00:00:00
956,519,2026-03-13,997.2,-9.44,11,15.15,2026-03-21,2026-03-25 00:00:00
957,177,2025-11-30,1786.83,7.96,11,23.7,2025-12-08,2025-12-21 00:00:00
958,598,2024-07-24,1685.71,-1.99,0,24.03,2024-07-28,
959,416,2026-01-19,1877.57,-2.86,3,6.96,2026-01-27,
960,244,2023-08-02,536.2,4.36,12,44.93,2023-08-08,2023-08-16 00:00:00
961,359,2025-04-09,0.0,-11.01,2,16.62,2025-04-12,2025-04-21 00:00:00
962,328,2024-10-16,684.04,0.49,4,10.16,2024-10-21,
963,167,2026-03-02,939.84,9.73,13,27.8,2026-03-07,
964,217,2023-01-04,302.53,-8.25,2,9.01,2023-01-11,
965,584,2024-10-05,1716.76,-9.5,9,47.15,2024-10-11,2024-10-26 00:00:00
966,455,2024-06-13,1816.13,-6.93,6,23.88,2024-06-21,
967,441,2025-04-19,1305.44,-3.23,10,34.65,2025-04-23,2025-04-30 00:00:00
968,445,2026-04-28,441.59,14.26,10,44.44,2026-05-01,2026-05-15 00:00:00
969,234,2024-08-13,545.61,19.84,4,17.67,2024-08-15,
970,330,2026-11-11,699.31,10.06,4,43.43,2026-11-14,
971,216,2026-08-23,247.92,10.4,2,35.56,2026-08-25,2026-09-02 00:00:00
972,251,2025-09-17,641.05,16.7,5,47.61,2025-09-24,2025-10-01 00:00:00
973,387,2025-06-03,1748.93,-3.43,7,49.15,2025-06-11,
974,507,2026-09-20,670.78,-10.92,8,36.3,2026-09-23,2026-09-26 00:00:00
975,442,2026-07-24,1022.4,7.36,2,33.1,2026-07-28,
976,356,2026-05-21,282.99,-5.99,3,38.2,2026-05-27,2026-06-02 00:00:00
977,435,2026-05-17,872.02,-1.81,11,39.46,2026-05-20,
978,430,2026-07-15,1182.45,1.75,2,24.5,2026-07-19,2026-07-27 00:00:00
979,594,2026-07-27,1533.03,-7.79,1,13.14,2026-08-04,
980,143,2024-07-20,475.57,0.83,5,12.13,2024-07-22,
981,321,2025-07-18,233.88,4.73,11,45.13,2025-07-23,2025-07-29 00:00:00
982,152,2023-05-03,234.71,-9.56,13,5.39,2023-05-08,2023-05-15 00:00:00
983,393,2026-03-16,1101.24,-1.23,9,38.19,2026-03-24,2026-03-30 00:00:00
984,159,2026-01-03,512.83,-1.21,5,29.03,2026-01-09,2026-01-22 00:00:00
985,244,2023-07-08,1960.27,5.97,0,23.64,2023-07-15,
986,167,2024-11-09,1717.69,18.24,10,25.93,2024-11-15,
987,432,2023-02-15,1311.8,10.94,7,41.93,2023-02-23,2023-02-26 00:00:00
988,547,2023-10-29,268.79,-11.44,4,21.81,2023-11-01,
989,308,2025-10-06,1428.01,13.85,1,35.48,2025-10-14,2025-10-20 00:00:00
990,320,2025-06-19,445.96,2.25,13,8.32,2025-06-22,2025-07-03 00:00:00
991,446,2024-01-05,1727.16,12.26,12,39.63,2024-01-10,2024-01-24 00:00:00
992,292,2024-01-24,1534.21,2.97,1,6.43,2024-01-28,2024-02-05 00:00:00
993,336,2023-10-06,1697.67,0.46,1,48.52,2023-10-08,
994,194,2023-11-28,514.52,-7.36,6,42.18,2023-12-03,
995,261,2024-04-07,1235.59,-12.05,1,24.52,2024-04-12,2024-04-26 00:00:00
996,497,2023-10-30,836.82,5.4,4,29.79,2023-11-03,2023-11-16 00:00:00
997,104,2023-06-30,1504.93,7.15,2,9.08,2023-07-03,2023-07-15 00:00:00
998,561,2025-12-01,864.55,6.81,11,45.81,2025-12-04,2025-12-14 00:00:00
999,487,2026-01-11,1993.35,19.84,10,31.3,2026-01-18,2026-01-29 00:00:00
1000,320,2024-03-15,1582.92,8.06,7,13.01,2024-03-18,2024-03-27 00:00:00
1001,569,2025-07-21,1991.51,-11.54,0,22.31,2025-07-28,2025-08-04 00:00:00
1002,427,2024-03-17,1761.42,5.75,8,49.65,2024-03-20,
1003,234,2025-09-21,389.58,1.08,12,43.79,2025-09-26,
1004,576,2023-08-16,1858.39,19.04,10,46.35,2023-08-19,
1005,359,2025-05-09,1126.71,7.21,13,45.38,2025-05-14,2025-05-17 00:00:00
1006,532,2024-08-02,227.41,-1.25,6,15.88,2024-08-10,2024-08-20 00:00:00
1007,527,2025-10-04,1878.98,11.45,4,19.17,2025-10-11,2025-10-24 00:00:00
1008,303,2026-08-23,251.09,-12.2,1,42.72,2026-08-27,
1009,361,2023-12-21,825.61,19.17,12,48.27,2023-12-25,
1010,267,2024-04-09,628.39,0.15,1,21.79,2024-04-16,
1011,538,2024-07-01,1538.19,-0.42,11,8.61,2024-07-03,
1012,142,2024-01-16,1711.0,-13.48,10,33.12,2024-01-19,
1013,353,2025-10-15,0.0,19.66,14,39.25,2025-10-21,2025-10-29 00:00:00
1014,413,2025-02-26,0.0,3.59,5,20.38,2025-03-06,2025-03-18 00:00:00
1015,214,2025-11-17,658.95,9.62,5,14.41,2025-11-20,2025-11-24 00:00:00
1016,496,2025-09-06,969.33,19.44,12,38.9,2025-09-12,2025-09-23 00:00:00
1017,447,2024-05-23,493.34,2.6,5,19.56,2024-05-27,
1018,288,2025-05-19,639.93,13.54,8,11.64,2025-05-23,
1019,389,2026-03-08,291.01,-0.93,12,25.43,2026-03-16,2026-03-27 00:00:00
1020,248,2026-10-20,1357.92,0.5,6,47.24,2026-10-23,
1021,339,2023-02-21,232.78,-4.02,6,18.52,2023-02-24,2023-03-04 00:00:00
1022,586,2026-05-10,898.5,16.86,8,44.26,2026-05-17,
1023,562,2023-05-27,1905.89,-1.24,10,18.17,2023-06-01,2023-06-15 00:00:00
1024,543,2024-07-22,1067.06,14.73,10,24.52,2024-07-25,
1025,376,2024-02-02,1089.71,3.77,10,43.36,2024-02-06,2024-02-21 00:00:00
1026,309,2023-04-24,472.33,-13.95,10,15.42,2023-05-01,
1027,206,2024-01-05,1502.62,8.32,11,31.77,2024-01-13,2024-01-22 00:00:00
1028,259,2023-10-27,116.4,-11.59,10,26.76,2023-10-29,2023-11-07 00:00:00
1029,334,2023-08-31,0.0,-4.01,13,29.14,2023-09-02,2023-09-13 00:00:00
1030,190,2026-09-10,216.58,-8.66,2,39.69,2026-09-18,
1031,414,2025-10-11,1673.5,4.47,1,9.0,2025-10-15,
1032,164,2026-06-10,862.53,5.45,4,31.19,2026-06-16,
1033,320,2025-09-12,384.82,-3.25,10,10.02,2025-09-17,
1034,360,2024-12-28,921.26,-6.15,4,10.39,2024-12-30,2025-01-07 00:00:00
1035,314,2023-02-08,107.12,-5.96,5,37.29,2023-02-12,
1036,298,2026-04-25,1648.47,14.16,5,18.39,2026-05-03,
1037,352,2024-01-04,637.46,14.49,14,11.79,2024-01-12,
1038,479,2026-12-03,1510.75,16.59,4,46.98,2026-12-08,2026-12-15 00:00:00
1039,264,2025-12-12,1187.59,0.05,9,18.67,2025-12-18,2026-01-01 00:00:00
1040,578,2024-04-07,1505.76,6.78,3,20.84,2024-04-10,2024-04-16 00:00:00
1041,415,2026-10-22,0.0,-0.97,8,36.61,2026-10-25,2026-11-09 00:00:00
1042,257,2024-07-20,1575.41,-11.74,14,33.07,2024-07-22,2024-08-04 00:00:00
1043,445,2026-05-05,449.11,11.33,5,31.65,2026-05-09,2026-05-14 00:00:00
1044,190,2026-11-20,1409.83,12.04,6,18.75,2026-11-25,2026-12-02 00:00:00
1045,456,2023-11-17,1723.51,14.98,7,12.73,2023-11-25,
1046,377,2026-02-11,0.0,2.0,12,33.6,2026-02-19,
1047,364,2024-11-05,1770.71,-2.24,2,18.1,2024-11-08,2024-11-22 00:00:00
1048,577,2024-04-03,0.0,0.65,4,41.27,2024-04-11,2024-04-18 00:00:00
1049,353,2024-01-30,452.06,-4.29,3,6.86,2024-02-04,2024-02-18 00:00:00
1050,570,2025-01-12,1400.06,-0.67,2,35.93,2025-01-17,
1051,236,2026-03-30,1776.4,13.88,12,44.72,2026-04-01,
1052,460,2023-07-14,553.08,-3.28,7,12.28,2023-07-17,
1053,319,2026-12-05,886.66,6.45,9,12.46,2026-12-13,2026-12-28 00:00:00
1054,398,2024-03-06,1616.53,16.02,14,15.71,2024-03-10,
1055,409,2026-12-12,1513.03,-8.37,1,40.77,2026-12-16,
1056,125,2025-12-21,1275.39,8.17,12,13.54,2025-12-23,2025-12-27 00:00:00
1057,214,2024-06-21,695.16,2.06,2,7.99,2024-06-27,2024-07-08 00:00:00
1058,208,2025-03-21,1480.66,-7.94,4,40.7,2025-03-23,2025-03-27 00:00:00
1059,333,2024-09-08,861.06,18.7,14,12.63,2024-09-15,2024-09-23 00:00:00
1060,417,2024-05-03,1373.91,17.25,4,49.9,2024-05-05,2024-05-17 00:00:00
1061,265,2025-02-03,1101.68,1.2,11,28.08,2025-02-07,
1062,114,2024-12-29,1936.42,-5.26,8,10.72,2025-01-06,
1063,148,2024-12-18,183.92,17.25,9,6.71,2024-12-21,
1064,118,2026-09-23,0.0,-12.99,7,7.25,2026-09-27,
1065,568,2024-11-30,1996.96,3.65,10,39.54,2024-12-02,2024-12-16 00:00:00
1066,500,2023-01-17,382.08,-2.69,10,22.7,2023-01-22,
1067,444,2026-08-19,939.13,-2.52,7,48.56,2026-08-27,2026-09-04 00:00:00
