ORDER_ID,CUSTOMER_ID,ORDER_DATE,SHIP_DATE,STATUS,TOTAL_AMOUNT,DISCOUNT_PCT,PAYMENT_METHOD,REGION,SALES_REP_ID
5974,4250,2024-08-05,2024-08-11,DELIVERED,130975.57,5.61,Wallet,West,2013
5975,5916,2025-11-10,2025-11-18,DELIVERED,117708.49,0.0,UPI,East,2008
5976,1511,2023-04-04,2023-04-06,DELIVERED,130942.81,18.59,Net Banking,West,2031
5977,2224,2023-06-28,2023-07-03,DELIVERED,5864.26,14.13,Debit Card,East,2009
5978,5080,2024-10-11,2024-10-13,DELIVERED,112875.6,11.46,UPI,West,2032
5979,2079,2025-08-08,2025-08-13,DELIVERED,20046.88,0.0,Net Banking,West,2010
5980,3166,2025-11-10,2025-11-19,DELIVERED,17888.87,17.43,Debit Card,East,2050
5981,4888,2023-12-04,2023-12-11,DELIVERED,165110.97,0.19,COD,South,2021
5982,1969,2023-11-21,2023-11-23,SHIPPED,187066.1,19.58,UPI,South,2042
5983,2864,2025-05-25,2025-05-29,DELIVERED,169431.97,9.7,UPI,South,2016
5984,6367,2025-02-27,2025-03-03,SHIPPED,71008.16,17.56,Debit Card,West,2028
5985,1002,2025-04-04,2025-04-10,SHIPPED,231685.29,0.0,Wallet,East,2050
5986,4773,2024-02-24,2024-02-29,DELIVERED,5274.65,19.08,Debit Card,West,2022
5987,2526,2025-11-03,2025-11-13,DELIVERED,126326.44,14.03,Wallet,East,2003
5988,3948,2023-11-28,2023-11-29,DELIVERED,99078.81,4.93,Credit Card,West,2042
5989,4734,2023-08-25,,PENDING,34005.88,18.66,UPI,West,2013
5990,2226,2023-09-03,2023-09-10,DELIVERED,37310.8,4.25,COD,North,2046
5991,2890,2025-01-20,2025-01-29,DELIVERED,139624.72,0.0,Debit Card,North,2040
5992,2377,2024-04-21,2024-04-28,DELIVERED,65526.91,0.0,Credit Card,East,2045
5993,4018,2024-05-27,2024-05-30,DELIVERED,136445.17,14.54,Debit Card,East,2029
5994,5179,2025-12-16,2025-12-18,SHIPPED,93205.43,2.23,COD,West,2001
5995,6319,2024-12-23,2024-12-28,DELIVERED,194356.47,6.1,Debit Card,North,2020
5996,3928,2024-04-11,2024-04-17,SHIPPED,246302.41,14.14,UPI,South,2028
5997,2527,2024-12-26,2024-12-29,DELIVERED,99430.07,0.0,Net Banking,West,2010
5998,6409,2024-11-06,2024-11-07,DELIVERED,127379.44,0.0,Net Banking,West,2036
5999,5126,2023-04-12,,PENDING,88048.29,14.77,COD,South,2018
6000,1657,2025-03-19,2025-03-27,DELIVERED,167164.52,0.0,Net Banking,South,2009
6001,5963,2023-01-12,2023-01-18,DELIVERED,140169.39,0.0,Wallet,East,2048
6002,5360,2025-11-09,2025-11-17,DELIVERED,197209.89,0.0,COD,East,2017
6003,5403,2024-12-22,,PENDING,241790.58,15.89,Net Banking,East,2028
6004,3185,2024-08-26,2024-09-05,DELIVERED,148793.43,0.0,Wallet,East,2039
6005,6499,2023-09-07,2023-09-14,DELIVERED,20943.09,0.0,Debit Card,East,2015
6006,2902,2025-04-06,2025-04-08,DELIVERED,167782.75,14.54,Credit Card,North,2044
6007,4597,2023-05-30,,PENDING,198658.44,5.08,COD,South,2020
6008,1883,2025-10-14,2025-10-21,DELIVERED,170537.12,0.0,Debit Card,East,2025
6009,4255,2023-12-06,2023-12-09,DELIVERED,237160.14,0.0,Credit Card,East,2015
6010,1056,2024-12-07,,PENDING,200788.68,0.0,Credit Card,West,2012
6011,3658,2024-09-10,,CANCELLED,99365.24,0.0,Credit Card,West,2008
6012,3744,2025-11-26,,CANCELLED,195787.47,0.0,Credit Card,West,2006
6013,2547,2024-01-21,2024-01-27,SHIPPED,150072.57,2.56,Debit Card,East,2049
6014,4719,2025-02-25,2025-03-01,DELIVERED,20451.06,14.96,UPI,North,2030
6015,4886,2025-01-03,2025-01-08,DELIVERED,9592.84,0.0,Wallet,North,2012
6016,3490,2023-10-17,,PENDING,21963.04,0.63,Net Banking,West,2010
6017,2782,2025-02-16,2025-02-23,DELIVERED,184573.72,0.0,UPI,South,2028
6018,1083,2025-02-02,2025-02-10,DELIVERED,210927.51,8.81,UPI,North,2016
6019,1704,2023-03-22,,PENDING,82407.68,0.0,Wallet,South,2032
6020,4740,2025-06-10,2025-06-14,DELIVERED,127457.07,2.87,Debit Card,South,2044
6021,6462,2025-01-03,2025-01-10,DELIVERED,85750.9,1.33,Debit Card,East,2035
6022,3683,2024-11-18,,PENDING,81629.55,0.0,Wallet,South,2001
6023,4373,2025-06-23,2025-06-27,DELIVERED,140211.93,0.0,Credit Card,West,2013
6024,6425,2024-09-18,,PENDING,68626.11,15.34,Credit Card,North,2032
6025,1935,2024-04-17,2024-04-26,DELIVERED,97832.03,18.38,COD,East,2033
6026,2116,2024-12-18,2024-12-28,DELIVERED,130511.86,2.35,Debit Card,North,2028
6027,1955,2025-12-24,2025-12-28,SHIPPED,51520.05,0.0,Net Banking,North,2037
6028,3277,2025-02-28,2025-03-01,DELIVERED,210795.81,6.62,COD,North,2021
6029,4726,2025-09-20,2025-09-25,DELIVERED,21757.25,6.53,UPI,South,2008
6030,2406,2025-03-19,2025-03-22,DELIVERED,180735.65,8.49,COD,West,2043
6031,2069,2024-03-05,2024-03-07,DELIVERED,182654.49,10.26,COD,North,2036
6032,6379,2025-11-04,,CANCELLED,130948.53,13.0,COD,North,2047
6033,1399,2024-12-25,,PENDING,58882.29,18.02,Credit Card,South,2041
6034,4049,2025-05-08,2025-05-13,SHIPPED,120871.28,2.82,UPI,North,2033
6035,3456,2023-04-01,2023-04-09,DELIVERED,207335.56,0.0,COD,West,2043
6036,2590,2025-07-31,,PENDING,95625.25,2.38,Net Banking,South,2029
6037,1043,2023-02-06,,CANCELLED,217828.65,0.17,Debit Card,South,2019
6038,1057,2025-09-17,,CANCELLED,27489.53,0.0,Debit Card,East,2032
6039,3772,2024-09-29,2024-09-30,DELIVERED,212461.57,2.96,Credit Card,East,2028
6040,5072,2023-12-04,2023-12-05,DELIVERED,134897.06,1.54,UPI,North,2031
6041,2095,2024-01-05,2024-01-15,SHIPPED,111701.74,15.92,Wallet,East,2010
6042,1333,2025-11-14,2025-11-16,DELIVERED,225393.05,12.39,Credit Card,North,2006
6043,5504,2025-07-08,2025-07-09,DELIVERED,201278.01,0.0,Wallet,West,2047
6044,6324,2025-06-17,2025-06-26,DELIVERED,29248.63,10.47,Wallet,South,2043
6045,1705,2023-02-01,2023-02-03,DELIVERED,143388.89,11.16,Wallet,North,2001
6046,2983,2024-10-18,,CANCELLED,78110.62,0.0,Credit Card,East,2043
6047,5071,2025-07-03,,PENDING,56721.73,1.5,Wallet,South,2036
6048,5013,2023-10-12,2023-10-16,DELIVERED,243967.04,4.39,Credit Card,West,2013
6049,1193,2024-08-03,2024-08-12,DELIVERED,105831.27,0.0,Wallet,South,2026
6050,3311,2024-10-07,2024-10-16,DELIVERED,85236.24,5.5,Credit Card,West,2033
6051,5409,2024-10-28,2024-10-30,DELIVERED,174040.33,4.99,Credit Card,South,2038
6052,2647,2023-06-10,2023-06-19,DELIVERED,33374.11,0.82,Net Banking,East,2044
6053,1044,2023-08-10,2023-08-17,SHIPPED,24529.98,0.75,Debit Card,South,2037
6054,4695,2023-01-30,2023-02-05,DELIVERED,168191.02,1.84,Net Banking,West,2046
6055,3721,2024-02-13,2024-02-16,DELIVERED,51322.37,0.0,UPI,West,2022
6056,1055,2023-08-18,2023-08-23,SHIPPED,31031.89,16.89,COD,South,2003
6057,4686,2025-10-07,2025-10-10,DELIVERED,49792.14,0.0,UPI,East,2041
6058,1314,2023-10-13,2023-10-18,DELIVERED,210956.73,12.83,Wallet,South,2031
6059,2516,2023-10-30,2023-10-31,DELIVERED,160457.64,16.87,Net Banking,North,2004
6060,3640,2024-02-13,2024-02-20,DELIVERED,162052.78,0.0,Wallet,North,2028
6061,4593,2025-09-28,2025-10-01,DELIVERED,242613.81,0.49,COD,North,2040
6062,4177,2024-07-06,2024-07-14,DELIVERED,225373.33,0.0,Debit Card,West,2037
6063,1984,2024-04-02,2024-04-03,DELIVERED,141031.4,12.24,Net Banking,South,2014
6064,1044,2025-03-18,2025-03-23,DELIVERED,104168.03,4.0,UPI,West,2005
6065,6231,2024-09-19,2024-09-26,DELIVERED,28874.85,4.83,COD,South,2027
6066,2225,2025-12-06,2025-12-15,DELIVERED,49198.57,10.78,COD,East,2012
6067,4114,2024-07-27,2024-08-02,DELIVERED,167065.63,0.0,Debit Card,East,2009
6068,3082,2023-05-30,2023-06-06,DELIVERED,195351.3,15.19,COD,West,2012
6069,2926,2025-01-05,2025-01-13,DELIVERED,172387.27,0.0,Credit Card,East,2034
6070,1633,2024-04-26,,PENDING,168437.23,12.93,Debit Card,South,2017
6071,3350,2023-09-13,2023-09-17,DELIVERED,110952.7,12.81,Debit Card,West,2024
6072,3353,2025-01-14,,CANCELLED,39863.28,9.71,Wallet,South,2012
6073,1249,2024-02-19,,CANCELLED,56087.4,0.0,Credit Card,South,2014
6074,4705,2024-05-21,2024-05-25,DELIVERED,192574.07,0.0,Credit Card,South,2020
6075,2906,2023-08-31,2023-09-10,DELIVERED,242020.44,0.0,UPI,South,2013
6076,5800,2025-12-31,2026-01-03,DELIVERED,86432.09,0.0,Credit Card,East,2010
6077,5465,2025-07-17,2025-07-24,DELIVERED,168061.43,6.61,Credit Card,West,2050
6078,4824,2025-05-21,,PENDING,57187.65,14.5,Net Banking,South,2007
6079,1648,2024-07-16,2024-07-17,DELIVERED,200616.37,5.37,UPI,South,2012
6080,2596,2025-04-20,2025-04-26,DELIVERED,236003.89,14.29,Credit Card,North,2022
6081,1938,2025-01-23,,PENDING,227808.91,0.0,Credit Card,West,2046
6082,2187,2025-12-21,,CANCELLED,88110.99,6.21,Wallet,North,2047
6083,4333,2023-07-11,,CANCELLED,166998.79,4.77,Debit Card,West,2008
6084,2579,2024-04-13,,PENDING,236658.82,0.0,Debit Card,West,2041
6085,1942,2023-05-08,2023-05-11,SHIPPED,199437.2,0.0,Debit Card,East,2035
6086,3157,2025-06-13,,PENDING,234374.57,0.0,Debit Card,North,2001
6087,5384,2025-03-03,,CANCELLED,128391.27,0.0,Wallet,South,2032
6088,6050,2023-10-22,2023-10-31,SHIPPED,170551.77,11.01,COD,East,2050
6089,4196,2023-04-18,2023-04-20,DELIVERED,217034.35,12.04,Net Banking,South,2002
6090,4243,2023-10-09,2023-10-15,DELIVERED,96103.86,0.0,Credit Card,South,2001
6091,4047,2025-02-12,2025-02-18,DELIVERED,26673.21,19.15,Debit Card,West,2044
6092,5081,2023-04-25,2023-04-28,SHIPPED,38197.68,0.0,UPI,West,2036
6093,5592,2024-05-30,2024-06-01,DELIVERED,146252.98,3.87,Credit Card,West,2045
6094,1890,2025-11-23,,CANCELLED,10742.78,7.26,Credit Card,West,2017
6095,3975,2024-06-08,2024-06-14,DELIVERED,239614.68,0.0,COD,North,2026
6096,1224,2024-03-09,2024-03-13,DELIVERED,222042.35,0.0,Debit Card,East,2043
6097,2018,2023-06-23,2023-06-27,DELIVERED,223095.61,0.0,UPI,West,2046
6098,1666,2024-01-13,2024-01-23,DELIVERED,201283.47,0.0,COD,East,2021
6099,3786,2024-09-19,2024-09-25,DELIVERED,3339.13,0.0,Credit Card,North,2043
6100,6493,2025-10-04,2025-10-09,DELIVERED,197768.73,9.31,Credit Card,South,2032
6101,5489,2024-03-21,2024-03-31,SHIPPED,234418.74,0.42,Debit Card,West,2015
6102,5161,2023-04-23,2023-05-02,SHIPPED,165399.54,17.47,Debit Card,West,2037
6103,1323,2024-03-02,2024-03-06,DELIVERED,41971.21,0.0,Wallet,South,2041
6104,1372,2024-08-31,2024-09-02,DELIVERED,8834.29,12.04,Credit Card,East,2043
6105,3983,2025-11-09,,CANCELLED,39365.84,0.0,Credit Card,West,2049
6106,1162,2025-02-28,2025-03-03,SHIPPED,111487.12,0.0,COD,East,2032
6107,2493,2023-06-05,2023-06-07,SHIPPED,45318.15,17.65,Wallet,South,2037
6108,3822,2025-08-08,,CANCELLED,161729.08,0.0,COD,West,2022
6109,3744,2023-02-24,2023-03-04,SHIPPED,176466.16,0.0,UPI,North,2048
6110,6314,2025-04-16,2025-04-25,DELIVERED,15659.09,0.0,Wallet,North,2031
6111,2153,2025-11-10,2025-11-15,DELIVERED,244569.11,0.0,Credit Card,North,2019
6112,2684,2023-05-12,2023-05-15,SHIPPED,192591.57,0.0,Credit Card,North,2041
6113,4845,2023-05-25,,PENDING,48564.93,19.61,Wallet,East,2020
6114,1885,2024-05-18,2024-05-20,DELIVERED,123145.07,0.0,UPI,East,2011
6115,1738,2024-01-30,2024-02-04,DELIVERED,35116.09,0.0,COD,South,2009
6116,4615,2023-04-25,2023-05-03,DELIVERED,55050.79,0.0,Debit Card,South,2032
6117,2277,2023-09-24,,PENDING,204188.73,13.26,Wallet,West,2025
6118,6377,2025-07-06,2025-07-12,SHIPPED,70707.47,6.18,Credit Card,West,2038
6119,2353,2023-10-07,2023-10-11,DELIVERED,93540.22,0.0,Net Banking,East,2036
6120,4238,2023-09-14,2023-09-20,SHIPPED,186815.23,0.0,COD,West,2008
6121,4418,2025-10-22,2025-10-30,DELIVERED,160738.14,0.0,UPI,East,2016
6122,3279,2025-03-05,2025-03-06,DELIVERED,110501.39,0.0,Credit Card,North,2017
6123,2732,2024-05-29,2024-06-05,DELIVERED,133257.89,0.0,COD,West,2002
6124,6381,2023-01-04,2023-01-07,DELIVERED,113349.09,11.12,Credit Card,South,2041
6125,2842,2025-08-04,,PENDING,140366.41,5.21,Wallet,North,2018
6126,3980,2023-04-07,2023-04-15,DELIVERED,57347.49,3.41,Wallet,East,2046
6127,2509,2023-01-29,2023-02-05,SHIPPED,111851.08,0.0,Debit Card,North,2005
6128,4501,2024-11-06,2024-11-09,DELIVERED,199477.07,18.46,UPI,West,2029
6129,2627,2023-05-25,2023-05-30,DELIVERED,29978.5,0.0,UPI,North,2027
6130,3858,2025-09-07,2025-09-17,DELIVERED,48750.52,0.0,COD,East,2019
6131,2642,2023-10-02,2023-10-08,DELIVERED,167820.03,19.03,COD,South,2005
6132,4861,2024-07-20,2024-07-28,DELIVERED,94601.36,15.36,Credit Card,North,2019
6133,6089,2023-09-27,2023-09-28,DELIVERED,37014.97,0.0,Credit Card,West,2034
6134,5879,2024-11-04,2024-11-06,DELIVERED,198619.51,18.85,Net Banking,North,2027
6135,4106,2024-02-05,2024-02-08,DELIVERED,90333.6,0.0,COD,East,2005
6136,4999,2023-01-14,2023-01-20,DELIVERED,45301.75,4.17,Credit Card,North,2018
6137,4146,2023-11-29,,PENDING,70797.32,4.12,Wallet,South,2002
6138,5820,2024-05-20,,PENDING,239244.0,10.8,COD,North,2009
6139,6415,2023-09-19,,CANCELLED,197338.77,11.3,Debit Card,South,2015
6140,6468,2023-03-16,,CANCELLED,62334.5,1.9,Credit Card,North,2011
6141,4485,2025-01-16,2025-01-18,SHIPPED,76186.71,17.74,UPI,North,2025
6142,6375,2024-06-10,2024-06-20,DELIVERED,85050.61,0.0,Debit Card,East,2012
6143,4078,2024-08-07,,PENDING,125869.82,13.69,COD,North,2029
6144,3462,2024-01-15,,CANCELLED,117407.24,0.0,Net Banking,West,2047
6145,3039,2025-03-19,2025-03-28,SHIPPED,167407.76,3.86,Credit Card,North,2027
6146,2536,2023-07-06,2023-07-07,SHIPPED,235478.13,16.55,UPI,West,2011
6147,2347,2023-01-10,2023-01-15,DELIVERED,190485.46,2.37,Wallet,South,2026
6148,2917,2024-12-18,2024-12-26,SHIPPED,195556.44,0.0,UPI,East,2050
6149,5877,2024-02-11,2024-02-19,DELIVERED,16687.69,0.0,COD,West,2022
6150,2965,2024-04-15,2024-04-19,DELIVERED,169578.31,0.95,Credit Card,East,2045
6151,3128,2023-04-07,2023-04-12,DELIVERED,76424.59,0.0,Credit Card,West,2044
6152,5540,2024-05-14,2024-05-20,DELIVERED,137480.9,0.0,Debit Card,North,2027
6153,3889,2023-04-06,,PENDING,83758.17,6.67,COD,South,2041
6154,5526,2025-12-08,2025-12-09,DELIVERED,149605.41,7.51,Net Banking,South,2042
6155,3366,2025-01-17,2025-01-24,DELIVERED,54033.55,0.0,Debit Card,North,2047
6156,3631,2025-10-21,,PENDING,226445.72,8.7,Wallet,North,2031
6157,5191,2024-04-23,2024-04-27,DELIVERED,63643.94,0.0,Wallet,South,2018
6158,5306,2024-03-19,,PENDING,110718.39,0.0,Wallet,East,2045
6159,3913,2024-08-25,2024-08-27,DELIVERED,193764.3,4.35,Net Banking,South,2004
6160,2038,2023-09-29,2023-09-30,DELIVERED,128301.77,12.69,Net Banking,South,2035
6161,2991,2023-12-26,2023-12-28,DELIVERED,192500.12,2.82,Debit Card,North,2037
6162,1563,2023-02-16,2023-02-24,DELIVERED,90818.97,9.64,COD,West,2010
6163,5334,2024-08-01,,CANCELLED,126478.1,0.0,Net Banking,West,2036
6164,3874,2024-05-29,2024-05-31,SHIPPED,121255.96,3.19,Wallet,North,2033
6165,2287,2023-07-22,2023-07-28,SHIPPED,152352.54,0.0,COD,South,2045
6166,2877,2023-09-06,2023-09-14,DELIVERED,214060.23,0.0,UPI,East,2025
6167,1833,2025-06-24,2025-07-03,DELIVERED,249919.05,0.0,Debit Card,West,2014
6168,5485,2023-09-24,2023-10-04,DELIVERED,117933.6,16.59,Credit Card,South,2037
6169,6342,2025-06-18,2025-06-20,SHIPPED,157603.43,18.28,Credit Card,West,2029
6170,3671,2025-05-29,,PENDING,143218.06,0.0,Wallet,East,2035
6171,3389,2025-01-21,2025-01-23,DELIVERED,17661.21,6.24,Debit Card,East,2018
6172,1212,2023-05-02,2023-05-04,DELIVERED,159432.02,5.57,COD,North,2039
6173,1174,2025-03-02,,PENDING,222718.64,1.13,Net Banking,East,2027
6174,3919,2023-05-08,,PENDING,61493.56,18.66,Wallet,East,2048
6175,4866,2024-05-25,,PENDING,157099.72,15.69,COD,East,2030
6176,1133,2023-07-30,2023-08-05,SHIPPED,9575.53,2.71,Wallet,South,2029
6177,5439,2024-05-05,2024-05-08,DELIVERED,195405.97,0.0,Debit Card,East,2045
6178,2620,2023-11-26,2023-12-02,DELIVERED,135752.88,11.55,Wallet,North,2029
6179,2727,2023-03-08,2023-03-10,DELIVERED,177211.47,1.48,Net Banking,West,2035
6180,1091,2023-04-16,2023-04-23,DELIVERED,155976.76,0.0,Net Banking,East,2010
6181,4512,2023-04-26,2023-05-04,SHIPPED,99035.36,6.77,COD,North,2038
6182,2992,2024-05-19,,PENDING,11984.22,0.0,Net Banking,West,2018
6183,4193,2024-11-02,2024-11-06,DELIVERED,23431.4,10.17,Credit Card,South,2036
6184,6415,2025-04-13,,CANCELLED,194847.66,10.72,COD,South,2020
6185,5520,2025-11-23,2025-11-28,DELIVERED,88643.34,15.37,COD,East,2030
6186,2972,2025-10-28,,PENDING,192413.25,0.0,Net Banking,East,2002
6187,5432,2025-05-04,2025-05-06,DELIVERED,224706.29,16.19,Wallet,East,2024
6188,6459,2024-10-11,2024-10-19,DELIVERED,189916.68,2.77,Net Banking,North,2038
6189,1082,2025-01-28,2025-02-02,DELIVERED,63016.01,15.67,Credit Card,East,2028
6190,4053,2025-01-17,2025-01-19,DELIVERED,154020.27,2.24,UPI,North,2035
6191,2126,2024-04-12,,CANCELLED,31060.01,0.79,COD,North,2048
6192,3990,2023-10-13,2023-10-22,DELIVERED,203462.65,0.94,Debit Card,West,2042
6193,5346,2024-12-25,2024-12-28,SHIPPED,121320.03,4.53,Net Banking,North,2045
6194,2163,2025-02-21,2025-02-23,DELIVERED,140467.68,15.54,COD,South,2020
6195,1225,2025-09-01,2025-09-08,DELIVERED,241456.34,11.08,UPI,South,2027
6196,3531,2024-10-03,2024-10-13,DELIVERED,78646.21,18.04,Wallet,West,2031
6197,1915,2025-04-04,,PENDING,156040.62,5.52,Debit Card,East,2043
6198,2170,2023-09-18,2023-09-20,DELIVERED,188932.92,18.18,Net Banking,East,2002
6199,5639,2023-04-08,2023-04-09,SHIPPED,112986.57,7.08,Credit Card,East,2045
6200,5943,2023-08-19,2023-08-28,DELIVERED,72621.32,5.04,COD,West,2023
6201,2923,2024-05-02,2024-05-08,DELIVERED,141727.65,14.54,Net Banking,South,2011
6202,2347,2024-09-02,2024-09-03,DELIVERED,226154.2,16.46,Debit Card,West,2015
6203,3759,2024-09-05,2024-09-10,DELIVERED,15158.6,0.0,Debit Card,South,2043
6204,5162,2023-12-09,2023-12-12,SHIPPED,201896.0,15.44,Net Banking,West,2011
6205,1646,2024-01-12,2024-01-22,DELIVERED,157725.43,16.38,Net Banking,North,2031
6206,5561,2024-06-20,2024-06-30,DELIVERED,200114.42,0.0,Wallet,West,2024
6207,5972,2023-06-17,2023-06-24,DELIVERED,20368.97,0.0,Credit Card,East,2014
6208,1500,2023-01-11,2023-01-20,DELIVERED,184108.11,0.0,Credit Card,West,2041
6209,4168,2025-11-28,2025-12-01,DELIVERED,172755.53,0.0,Credit Card,South,2029
6210,4785,2024-12-05,2024-12-09,DELIVERED,6547.4,10.44,Net Banking,North,2018
6211,1850,2024-04-14,2024-04-24,DELIVERED,143560.85,11.82,Wallet,East,2024
6212,3508,2025-05-22,2025-05-26,SHIPPED,123821.26,0.0,Wallet,North,2026
6213,5011,2024-08-02,2024-08-07,DELIVERED,40871.7,0.0,Net Banking,East,2006
6214,3433,2025-02-18,2025-02-21,DELIVERED,166414.81,5.82,Net Banking,West,2023
6215,5127,2023-01-15,2023-01-22,DELIVERED,136869.0,0.0,Wallet,North,2013
6216,3733,2023-11-22,2023-11-29,DELIVERED,207563.35,0.0,Net Banking,North,2022
6217,6422,2024-08-16,2024-08-26,SHIPPED,118883.23,14.84,Credit Card,West,2029
6218,1051,2023-03-15,2023-03-17,DELIVERED,167697.69,0.0,Debit Card,East,2022
6219,1720,2025-10-03,2025-10-06,DELIVERED,142358.85,8.88,Debit Card,North,2036
6220,5290,2024-08-26,2024-09-03,SHIPPED,226879.39,0.0,Debit Card,West,2030
6221,2189,2025-11-08,2025-11-09,DELIVERED,158387.4,16.53,Debit Card,South,2020
6222,6066,2023-10-17,2023-10-26,DELIVERED,246974.21,2.89,Net Banking,North,2007
6223,5587,2025-11-08,2025-11-12,DELIVERED,35711.38,0.0,Debit Card,West,2022
6224,4135,2023-12-02,2023-12-03,DELIVERED,132469.86,13.43,UPI,East,2039
6225,3418,2025-05-16,2025-05-22,DELIVERED,142843.03,0.0,Credit Card,West,2039
6226,5293,2024-11-20,2024-11-29,DELIVERED,181105.14,2.4,Debit Card,North,2007
6227,1817,2025-12-20,2025-12-30,SHIPPED,172987.46,0.0,Debit Card,West,2021
6228,3609,2023-03-14,2023-03-20,DELIVERED,62529.27,4.19,Wallet,North,2026
6229,4627,2023-12-16,2023-12-24,DELIVERED,243040.91,0.0,COD,South,2005
6230,5287,2024-01-21,2024-01-23,DELIVERED,187006.2,14.56,Debit Card,South,2034
6231,5089,2023-04-12,2023-04-13,DELIVERED,53718.46,3.14,Debit Card,East,2045
6232,5702,2024-09-28,2024-10-01,DELIVERED,135120.26,7.65,Credit Card,North,2042
6233,5242,2024-12-02,,PENDING,92587.68,0.0,Net Banking,South,2024
6234,3982,2024-02-22,2024-02-25,DELIVERED,140491.87,9.08,Credit Card,East,2007
6235,1083,2024-10-12,2024-10-20,DELIVERED,40793.15,0.0,COD,North,2050
6236,4825,2024-07-01,2024-07-10,SHIPPED,182720.75,2.51,UPI,East,2042
6237,4135,2023-12-19,,CANCELLED,30099.71,0.0,COD,South,2048
6238,1003,2023-05-17,2023-05-18,DELIVERED,159032.48,0.0,Debit Card,North,2022
6239,1184,2025-04-12,2025-04-21,DELIVERED,71084.11,17.84,Wallet,North,2020
6240,5766,2025-02-01,,PENDING,47032.2,17.27,Wallet,South,2010
6241,4334,2025-05-02,2025-05-04,DELIVERED,144866.13,3.36,UPI,East,2001
6242,3713,2023-10-07,2023-10-14,DELIVERED,82653.37,0.89,Wallet,South,2018
6243,5235,2025-12-10,,PENDING,246309.97,8.11,UPI,North,2032
6244,6403,2023-10-24,2023-11-03,DELIVERED,195061.27,13.05,Credit Card,North,2012
6245,6498,2023-05-21,2023-05-22,DELIVERED,214828.55,0.0,UPI,East,2022
6246,5390,2025-12-10,2025-12-15,DELIVERED,230779.67,7.67,Wallet,East,2010
6247,2385,2023-06-02,2023-06-04,DELIVERED,56394.26,0.0,Credit Card,East,2039
6248,5015,2023-02-22,2023-02-24,DELIVERED,42975.86,17.81,UPI,South,2050
6249,6493,2024-08-26,2024-09-03,DELIVERED,212304.61,1.36,UPI,East,2002
6250,5241,2025-10-06,,PENDING,14448.51,11.23,Wallet,South,2038
6251,6115,2024-02-02,,CANCELLED,176827.7,5.88,UPI,South,2039
6252,5725,2023-11-06,2023-11-12,SHIPPED,49931.57,4.71,UPI,North,2003
6253,2983,2023-11-30,,CANCELLED,45285.63,5.91,Wallet,South,2026
6254,5349,2024-07-21,2024-07-23,SHIPPED,172336.99,0.0,UPI,North,2009
6255,5712,2024-06-02,2024-06-04,DELIVERED,256.78,0.0,Credit Card,West,2047
6256,4959,2024-11-05,2024-11-08,DELIVERED,202309.98,0.0,Net Banking,West,2024
6257,6149,2025-05-23,,PENDING,37883.08,0.0,Wallet,North,2001
6258,4971,2024-03-25,2024-04-02,SHIPPED,47140.26,0.0,COD,North,2009
6259,2449,2023-12-20,2023-12-23,DELIVERED,118816.13,2.36,Credit Card,North,2004
6260,6241,2025-08-23,,PENDING,123857.53,0.0,Credit Card,West,2040
6261,4043,2024-04-15,2024-04-24,DELIVERED,110869.9,2.65,COD,West,2030
6262,4963,2025-09-14,,CANCELLED,100906.1,0.0,Credit Card,East,2028
6263,5055,2024-10-21,2024-10-31,DELIVERED,92757.19,0.0,Net Banking,East,2001
6264,2585,2025-03-01,2025-03-07,SHIPPED,49137.96,0.0,Debit Card,East,2021
6265,4752,2023-08-28,,PENDING,206998.74,9.43,Credit Card,South,2037
6266,3851,2024-05-29,2024-06-07,DELIVERED,49630.1,0.0,Wallet,East,2037
6267,2248,2024-02-25,2024-03-04,DELIVERED,143395.25,0.0,COD,South,2007
6268,1577,2024-01-06,2024-01-16,DELIVERED,51259.6,0.0,Net Banking,West,2049
6269,2213,2025-07-07,2025-07-10,DELIVERED,138226.31,0.0,Net Banking,South,2048
6270,1163,2025-03-18,2025-03-22,DELIVERED,127295.06,0.0,UPI,North,2031
6271,1169,2024-02-27,2024-02-29,DELIVERED,64385.07,0.0,Credit Card,North,2028
6272,5436,2025-05-12,2025-05-22,DELIVERED,95093.1,0.0,Wallet,South,2009
6273,3907,2025-04-01,2025-04-11,SHIPPED,36553.6,15.71,Debit Card,West,2005
6274,6343,2023-03-22,2023-03-26,DELIVERED,150852.0,19.25,Net Banking,South,2021
6275,5538,2024-03-18,2024-03-28,DELIVERED,30729.88,0.0,Debit Card,South,2004
6276,5927,2023-03-02,2023-03-10,DELIVERED,20360.37,0.0,COD,East,2048
6277,4392,2025-05-15,,PENDING,22090.36,5.43,Credit Card,East,2026
6278,5119,2025-08-14,2025-08-24,DELIVERED,63857.39,0.0,Debit Card,North,2025
6279,3853,2024-06-11,2024-06-18,DELIVERED,54948.83,7.52,Wallet,West,2037
6280,3801,2023-11-16,2023-11-22,DELIVERED,223547.19,0.0,Net Banking,South,2048
6281,4737,2025-11-06,,CANCELLED,91753.53,6.3,Credit Card,North,2047
6282,4928,2023-08-27,,PENDING,158344.9,0.0,Net Banking,North,2032
6283,2886,2025-02-24,,PENDING,125875.43,0.0,Debit Card,South,2020
6284,2577,2025-11-09,,PENDING,72817.21,9.55,Wallet,West,2007
6285,5861,2025-03-14,2025-03-21,DELIVERED,27670.21,18.91,Wallet,West,2003
