ITEM_ID,ORDER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE,DISCOUNT_AMOUNT,LINE_TOTAL
1347,8726,4508,8,161653.85,0,1293230.8
1348,8202,5286,6,70442.49,0,422654.94
1349,6814,2394,14,17885.15,0,250392.1
1350,7993,4173,14,115059.95,0,1610839.3
1351,9757,2066,9,140601.2,0,1265410.8
1352,7634,1145,14,56321.55,22524.09,765977.61
1353,10067,2729,13,53107.75,85169.01,605231.74
1354,6813,4606,14,30214.73,0,423006.22
1355,6079,672,13,106547.3,124594.02,1260520.88
1356,5086,5019,9,93668.57,50905.06,792112.07
1357,6617,1865,5,106128.59,0,530642.95
1358,5485,517,5,102315.09,0,511575.45
1359,7801,298,6,73916.71,15908.09,427592.17
1360,8391,2245,12,151257.51,0,1815090.12
1361,5405,1154,10,174786.04,148431.82,1599428.58
1362,9405,1415,1,164461.74,6034.22,158427.52
1363,5349,3438,11,26642.86,0,293071.46
1364,10263,1327,6,152038.63,0,912231.78
1365,9680,1067,3,64289.75,4436.38,188432.87
1366,9704,4340,11,79427.73,0,873705.03
1367,8395,580,4,32427.21,8733.11,120975.73
1368,9959,2296,3,170189.05,7972.09,502595.06
1369,9914,2211,15,54473.97,91375.85,725733.7
1370,5734,3471,5,116876.38,0,584381.9
1371,6661,3154,8,135253.7,44415.66,1037613.94
1372,5147,3436,14,15162.22,14353.85,197917.23
1373,9462,4246,14,39250.74,48411.44,501098.92
1374,8889,2996,6,173283.17,0,1039699.02
1375,10277,3214,5,172959.07,51600.35,813195.0
1376,7728,3974,9,48079.74,0,432717.66
1377,7861,2684,3,103120.69,0,309362.07
1378,5510,2446,4,53017.01,23471.23,188596.81
1379,5395,279,3,7281.63,0,21844.89
1380,8082,973,6,13603.64,7799.47,73822.37
1381,5329,1427,14,111941.82,227426.85,1339758.63
1382,6813,2749,2,98639.05,12926.81,184351.29
1383,6410,1328,14,14479.47,27747.81,174964.77
1384,5460,3439,15,170924.78,0,2563871.7
1385,7570,2870,14,141390.34,177875.06,1801589.7
1386,8374,2312,9,15737.13,15608.1,126026.07
1387,8466,2739,5,83209.45,38429.61,377617.64
1388,8586,4276,11,159762.7,0,1757389.7
1389,6967,4329,5,163968.17,0,819840.85
1390,9872,2033,15,65010.09,28425.71,946725.64
1391,7635,1137,7,89973.77,36785.37,593031.02
1392,9525,4981,13,67189.18,0,873459.34
1393,7718,4641,8,166725.4,163441.82,1170361.38
1394,5368,4689,12,105446.41,20620.21,1244736.71
1395,8973,1240,8,150960.08,175131.88,1032548.76
1396,9180,3458,8,129410.21,0,1035281.68
1397,6151,1884,15,131764.91,189013.05,1787460.6
1398,8795,2211,1,121872.5,0,121872.5
1399,6535,105,3,53354.28,0,160062.84
1400,8710,1627,12,84087.56,0,1009050.72
1401,5126,3400,2,70607.98,0,141215.96
1402,7776,3890,13,64791.02,10712.08,831571.18
1403,9849,4555,8,104555.58,29169.23,807275.41
1404,6247,1771,13,41652.86,0,541487.18
1405,5916,2131,13,129076.34,197268.52,1480723.9
1406,9772,3844,14,60799.56,120193.7,731000.14
1407,6005,2032,11,12994.37,19544.08,123393.99
1408,8644,1391,8,14892.08,6292.0,112844.64
1409,6727,781,1,159478.87,0,159478.87
1410,8422,3892,9,192560.26,0,1733042.34
1411,9994,1821,8,21243.04,960.83,168983.49
1412,10088,2565,1,67752.42,1468.68,66283.74
1413,5779,4569,9,35000.72,0,315006.48
1414,6171,4090,3,197430.28,0,592290.84
1415,8615,2872,6,48287.07,25532.51,264189.91
1416,7773,5135,2,47348.33,0,94696.66
1417,9949,2718,4,21391.36,10402.76,75162.68
1418,5290,2742,7,146722.04,25934.38,1001119.9
1419,6729,745,15,22833.32,0,342499.8
1420,5868,3121,1,64795.04,4598.1,60196.94
1421,7156,5268,7,6186.08,696.94,42605.62
1422,9107,457,11,144017.04,99044.71,1485142.73
1423,5014,3858,14,167125.82,0,2339761.48
1424,8252,4227,15,144908.73,307002.61,1866628.34
1425,7115,4228,13,175085.25,203284.03,2072824.22
1426,8755,4358,14,33911.22,0,474757.08
1427,10105,5002,4,105246.07,0,420984.28
1428,8916,3270,10,152186.28,224651.41,1297211.39
1429,9314,129,12,73289.98,34470.35,845009.41
1430,10351,3568,6,85195.88,73775.93,437399.35
1431,5157,5218,13,54975.96,51416.47,663271.01
1432,6928,5114,3,54278.84,11681.22,151155.3
1433,10459,3936,14,98195.82,152243.38,1222498.1
1434,7808,2234,13,139146.8,0,1808908.4
1435,9994,3839,7,124891.53,72883.93,801356.78
1436,7229,1636,6,28149.56,2569.77,166327.59
1437,5294,1607,5,27890.67,9018.08,130435.27
1438,5782,1709,1,120582.81,0,120582.81
1439,7458,3667,2,93635.76,0,187271.52
1440,6541,4032,8,181277.53,0,1450220.24
1441,9957,3738,6,95636.31,0,573817.86
1442,6678,257,6,11942.55,9772.76,61882.54
1443,8886,3649,13,75846.43,117837.2,868166.39
1444,5559,3730,12,111189.58,168830.31,1165444.65
1445,8124,3297,6,17182.58,0,103095.48
1446,5134,5098,12,37948.02,0,455376.24
1447,10197,1127,3,13603.19,0,40809.57
1448,5762,2291,9,63058.08,7313.04,560209.68
1449,6119,667,3,4995.99,1582.37,13405.6
1450,5244,4435,4,48446.28,0,193785.12
1451,10500,2169,9,87209.58,39730.42,745155.8
1452,6745,210,8,60434.81,18923.57,464554.91
1453,5926,997,7,164940.16,0,1154581.12
1454,10376,4340,1,62541.96,4909.94,57632.02
1455,8663,2889,7,167966.93,92874.88,1082893.63
1456,5585,102,10,85591.88,0,855918.8
1457,9058,1878,4,156724.68,21138.81,605759.91
1458,8683,1954,8,18606.34,0,148850.72
1459,5693,5159,3,123242.16,44082.78,325643.7
1460,6414,816,4,95872.62,22311.41,361179.07
1461,5424,3712,5,62802.91,27304.18,286710.37
1462,8123,3238,3,186194.29,70847.11,487735.76
1463,7492,3426,4,192749.65,0,770998.6
1464,7741,4009,12,73178.45,59309.74,818831.66
1465,9687,1314,11,45532.63,0,500858.93
1466,9007,1205,8,13733.51,0,109868.08
1467,8857,3883,3,61270.04,6991.27,176818.85
1468,9603,2327,10,60660.35,0,606603.5
1469,8051,767,7,134708.67,0,942960.69
1470,5029,2513,5,47877.19,19751.62,219634.33
1471,7958,2520,3,148272.48,47802.13,397015.31
1472,7823,2051,15,106589.48,18351.47,1580490.73
1473,9534,1392,8,117619.26,0,940954.08
1474,8782,2809,7,14287.57,0,100012.99
1475,9847,1680,10,112375.61,0,1123756.1
1476,7744,4251,15,96223.28,0,1443349.2
1477,10394,1770,2,113024.28,18057.44,207991.12
1478,6575,3485,4,85191.63,0,340766.52
1479,6233,4260,1,58549.53,0,58549.53
1480,9375,1983,4,162849.47,48675.52,602722.36
1481,9626,1829,8,54327.86,39082.81,395540.07
1482,8328,603,11,46295.62,44231.52,465020.3
1483,8665,2369,11,145355.38,177222.5,1421686.68
1484,5351,4815,15,80444.61,79889.85,1126779.3
1485,6400,4143,14,30803.24,60902.79,370342.57
1486,7891,1912,7,16515.0,1184.63,114420.37
1487,5238,1782,10,66075.62,76348.36,584407.84
1488,6285,4423,7,130559.48,12848.66,901067.7
1489,7465,4981,2,28613.3,3711.78,53514.82
1490,10387,3956,4,188815.17,41331.63,713929.05
1491,6678,739,4,180922.53,18964.09,704726.03
1492,8378,1899,1,39079.41,1500.86,37578.55
1493,5086,3931,4,97256.22,29660.88,359364.0
1494,6881,4653,14,164856.85,128961.78,2179034.12
1495,6482,2302,1,84634.71,0,84634.71
1496,7609,1015,5,110067.12,35132.98,515202.62
1497,6215,2958,15,74719.94,0,1120799.1
1498,9136,3430,3,162033.47,65841.75,420258.66
1499,10017,1901,10,9974.81,10259.05,89489.05
1500,7648,4132,2,182879.77,0,365759.54
1501,9634,3213,5,180283.49,31240.75,870176.7
1502,7208,950,8,22671.36,23782.78,157588.1
1503,6027,3127,2,188484.66,0,376969.32
1504,7571,2864,9,174939.39,190845.42,1383609.09
1505,8320,3063,7,183251.37,120646.43,1162113.16
1506,9651,1826,11,104241.63,0,1146657.93
1507,7667,428,8,7273.61,0,58188.88
1508,6843,3795,9,197026.49,42095.35,1731143.06
1509,8314,1618,10,228.99,173.3,2116.6
1510,6679,3896,3,45602.8,8870.29,127938.11
1511,8596,3832,6,42647.43,0,255884.58
1512,6546,4749,5,134489.01,3352.24,669092.81
1513,8564,5216,10,129156.81,0,1291568.1
1514,5116,4992,3,79632.03,0,238896.09
1515,10400,2858,13,46802.35,28118.51,580312.04
1516,10010,492,7,188073.14,0,1316511.98
1517,5023,5141,5,160744.93,0,803724.65
1518,6850,751,13,12831.61,3762.17,163048.76
1519,10135,976,7,4254.47,2621.05,27160.24
1520,9194,1263,2,188726.24,46584.8,330867.68
1521,5840,3538,4,145154.24,0,580616.96
1522,5962,3868,14,152469.92,0,2134578.88
1523,7749,473,6,1786.21,894.24,9823.02
1524,9046,2243,9,155488.16,0,1399393.44
1525,5709,2722,15,113236.41,125392.85,1573153.3
1526,7510,313,3,198098.56,13551.41,580744.27
1527,6653,452,13,143963.46,144967.53,1726557.45
1528,6283,1375,12,163040.22,0,1956482.64
1529,6385,855,4,150361.09,46669.57,554774.79
1530,7487,4789,12,44107.6,0,529291.2
1531,7646,2752,10,179505.58,41491.29,1753564.51
1532,7739,1045,3,84126.62,37798.37,214581.49
1533,7225,4444,11,190699.56,229658.45,1868036.71
1534,10415,4139,15,100231.94,0,1503479.1
1535,9600,1955,8,151578.89,46314.04,1166317.08
1536,8864,847,5,8375.23,0,41876.15
1537,8709,936,10,90395.58,0,903955.8
1538,7160,754,2,10907.11,452.39,21361.83
1539,7250,1768,12,148563.74,186601.88,1596163.0
1540,8826,4991,9,66848.15,0,601633.35
1541,10378,3422,3,188974.8,6253.64,560670.76
1542,8650,2635,8,130448.23,0,1043585.84
1543,8570,3145,13,148352.6,0,1928583.8
1544,5348,4733,13,134262.34,0,1745410.42
1545,8678,3878,4,96548.59,49296.44,336897.92
1546,9319,4546,15,15233.92,0,228508.8
1547,7905,4042,13,15500.37,0,201504.81
1548,5072,553,14,91255.66,0,1277579.24
1549,9955,2815,7,62013.27,0,434092.89
1550,9871,688,2,181153.73,20244.48,342062.98
1551,8858,3043,10,119021.19,150931.95,1039279.95
1552,8492,3354,14,191563.36,76149.22,2605737.82
1553,9627,538,3,65644.38,20299.8,176633.34
1554,6550,4845,2,131010.39,14349.92,247670.86
1555,7612,2955,3,197731.7,0,593195.1
1556,6091,5292,12,65915.92,26148.02,764843.02
1557,5030,2715,3,44867.45,11032.14,123570.21
1558,6861,604,3,152729.64,67123.48,391065.44
1559,8347,1065,12,66015.22,0,792182.64
1560,6296,569,8,72539.32,0,580314.56
1561,8301,3435,6,55016.89,0,330101.34
1562,5799,5180,14,41680.41,46079.86,537445.88
1563,5172,4235,6,143875.66,34332.8,828921.16
1564,8815,1733,6,105107.99,25452.08,605195.86
1565,7897,4988,12,171571.38,276945.1,1781911.46
1566,6125,3144,14,119858.73,0,1678022.22
1567,7786,4543,1,177194.68,0,177194.68
1568,9622,4140,13,70239.57,114374.41,798740.0
1569,10150,107,8,68006.41,26271.14,517780.14
1570,9197,2719,6,173232.8,116438.86,922957.94
1571,6232,4389,9,188870.93,57361.96,1642476.41
1572,6443,3820,14,67356.62,26029.82,916962.86
1573,6336,2126,14,53000.6,82518.88,659489.52
1574,9569,1067,14,96042.23,0,1344591.22
1575,5172,2190,7,197054.24,34977.22,1344402.46
1576,6744,900,1,47789.77,4112.53,43677.24
1577,5406,479,12,82081.6,30100.69,954878.51
1578,10213,1834,1,99559.75,5267.44,94292.31
1579,5187,1054,14,3391.93,0,47487.02
1580,7575,4510,9,161484.79,0,1453363.11
1581,7410,2234,15,176185.38,0,2642780.7
1582,6853,101,2,116990.56,11176.5,222804.62
1583,6076,3156,13,7080.24,0,92043.12
1584,8387,3503,11,27123.9,44461.29,253901.61
1585,6541,3220,5,64494.84,39075.46,283398.74
1586,5994,4419,8,103309.08,0,826472.64
1587,8807,4379,4,53726.73,30648.07,184258.85
1588,9780,1974,9,42356.41,0,381207.69
1589,6682,219,1,140958.98,0,140958.98
1590,6179,1913,15,111056.19,151729.45,1514113.4
1591,9425,4636,2,129027.23,22085.9,235968.56
1592,8215,4294,15,107438.02,0,1611570.3
1593,9834,3146,7,121680.84,2542.84,849223.04
1594,8743,4807,15,158885.21,183627.91,2199650.24
1595,10377,1410,6,36682.76,23853.33,196243.23
1596,10056,909,13,7097.83,12793.26,79478.53
1597,7900,2601,4,63361.92,29262.64,224185.04
1598,9482,5111,11,74060.59,3644.65,811021.84
1599,8892,3661,7,113035.63,0,791249.41
1600,5994,3543,1,66260.1,6582.15,59677.95
1601,9735,5003,2,56005.56,4307.38,107703.74
1602,8806,4709,7,173570.29,71195.88,1143796.15
1603,5649,2353,5,177145.4,10670.76,875056.24
1604,8655,3582,3,149414.35,0,448243.05
1605,8790,1936,15,30575.18,65343.63,393284.07
1606,9943,5183,4,173773.98,0,695095.92
1607,6576,4922,11,166488.65,0,1831375.15
1608,6246,5160,8,176205.3,0,1409642.4
1609,7013,5141,14,75392.96,147814.65,907686.79
1610,5733,3674,2,18944.18,1397.75,36490.61
1611,7211,994,11,144202.99,0,1586232.89
1612,9204,167,3,120350.38,34616.9,326434.24
1613,9613,3977,3,57006.7,17834.26,153185.84
1614,9343,4913,2,23513.16,0,47026.32
1615,8335,1532,12,27511.91,39141.85,291001.07
1616,5773,2745,2,19393.51,0,38787.02
1617,10424,459,14,44362.16,0,621070.24
1618,6929,226,14,157697.55,0,2207765.7
1619,6626,1298,2,82481.03,23184.02,141778.04
1620,10302,1956,2,81341.24,17170.75,145511.73
1621,7556,4335,3,24466.81,5747.04,67653.39
1622,7858,2561,2,55959.14,0,111918.28
1623,7021,4047,11,66257.24,0,728829.64
1624,6732,3816,1,422.11,13.31,408.8
1625,9025,1381,11,167865.62,91121.68,1755400.14
1626,6850,3922,4,60671.54,0,242686.16
1627,10227,2311,10,186457.62,0,1864576.2
1628,7049,1007,11,111068.52,0,1221753.72
1629,6049,1523,2,45562.43,0,91124.86
1630,5030,2093,12,194348.49,56409.94,2275771.94
1631,5783,229,14,35436.54,44641.33,451470.23
1632,5224,417,1,171253.86,0,171253.86
1633,7417,637,9,1688.23,1064.21,14129.86
1634,5267,3141,10,75389.57,65695.56,688200.14
1635,6142,352,11,69232.56,0,761558.16
1636,6725,282,2,70256.87,19218.1,121295.64
1637,9670,131,9,77300.28,31836.42,663866.1
1638,9082,1979,6,58228.31,8693.06,340676.8
1639,6597,2740,4,44520.41,0,178081.64
1640,8771,2479,3,13936.47,0,41809.41
1641,8717,2253,15,187785.18,177940.94,2638836.76
1642,9475,4121,5,111779.17,22412.6,536483.25
1643,6460,3162,13,170482.3,190922.06,2025347.84
1644,8967,3477,15,165031.63,0,2475474.45
1645,5421,5108,1,58976.21,4062.33,54913.88
1646,9337,1826,11,327.33,0,3600.63
1647,8748,4554,4,8150.63,0,32602.52
1648,6519,920,9,150489.08,0,1354401.72
1649,10285,3753,11,181677.11,0,1998448.21
1650,5741,3429,4,141054.97,0,564219.88
1651,6819,241,1,130196.43,0,130196.43
1652,5643,4697,9,121288.76,122777.55,968821.29
1653,5934,1234,6,135273.37,0,811640.22
1654,8814,3222,1,189806.87,0,189806.87
1655,8753,1242,11,35118.49,0,386303.39
1656,6809,2034,4,103908.43,0,415633.72
1657,7934,2129,7,39040.03,0,273280.21
1658,8532,1927,11,144983.53,239129.72,1355689.11
1659,6231,1841,8,83667.59,39274.3,630066.42
1660,5517,2472,4,190285.48,0,761141.92
1661,8413,3993,1,110391.71,12530.65,97861.06
1662,7110,249,7,191327.84,17298.18,1321996.7
1663,6207,762,15,171938.05,54802.41,2524268.34
1664,10472,3931,9,179624.72,0,1616622.48
1665,5466,4564,14,187769.85,0,2628777.9
1666,6264,584,14,159361.39,130062.01,2100997.45
1667,8028,3539,11,83117.98,89209.28,825088.5
1668,9344,1287,13,141110.75,75705.35,1758734.4
1669,9329,3143,13,177661.19,0,2309595.47
1670,10385,2090,7,116770.84,71612.47,745783.41
1671,6934,4562,12,186632.2,265892.94,1973693.46
1672,5384,1977,7,179118.43,62937.09,1190891.92
1673,8900,5218,2,120585.72,15332.66,225838.78
1674,9116,2204,4,56077.05,18805.26,205502.94
1675,6897,385,4,68635.11,0,274540.44
1676,10260,2694,8,57297.88,21746.2,436636.84
1677,7581,4794,4,165005.85,2823.75,657199.65
1678,5486,2108,14,15173.94,0,212435.16
1679,7445,1367,9,25999.58,0,233996.22
1680,5380,2483,8,165938.87,133400.48,1194110.48
1681,10447,1893,7,173949.5,0,1217646.5
1682,9890,2081,12,158581.4,158175.46,1744801.34
1683,5620,806,14,140891.15,0,1972476.1
1684,7987,5117,9,110768.61,143.52,996773.97
1685,7215,325,10,158332.04,22358.08,1560962.32
1686,9573,1674,1,141123.09,8481.9,132641.19
1687,7757,788,12,90159.83,114307.7,967610.26
1688,8726,2457,2,37826.39,4162.33,71490.45
1689,5924,696,5,184009.94,0,920049.7
1690,8652,3797,1,104770.2,0,104770.2
1691,7338,3072,15,122120.47,24319.21,1807487.84
1692,9133,759,4,60530.09,29966.99,212153.37
1693,6680,1561,3,75597.11,0,226791.33
1694,8085,4590,12,73448.49,47693.63,833688.25
1695,9095,743,5,198407.15,34573.95,957461.8
1696,5159,4303,9,106558.49,0,959026.41
1697,5420,162,12,195623.89,0,2347486.68
1698,6618,2270,8,148797.48,71619.97,1118759.87
1699,9947,758,1,101800.12,1244.25,100555.87
1700,5600,3915,13,173940.16,143069.17,2118152.91
1701,6508,4910,10,167468.64,0,1674686.4
1702,7064,593,5,105401.06,0,527005.3
1703,6435,316,6,173749.72,0,1042498.32
1704,9800,3177,2,10779.46,0,21558.92
1705,9217,1800,10,168060.75,247573.28,1433034.22
1706,5534,5171,4,25670.82,14011.3,88671.98
1707,8822,196,11,118882.6,0,1307708.6
1708,7347,1332,1,172870.16,0,172870.16
1709,6505,289,14,118249.81,0,1655497.34
1710,7650,4508,14,158745.66,303348.6,1919090.64
1711,7345,1349,12,110052.46,0,1320629.52
1712,8328,2421,2,33264.01,0,66528.02
1713,5670,569,7,45309.52,32293.94,284872.7
1714,7006,4049,6,56105.36,0,336632.16
1715,9741,2092,15,23356.78,0,350351.7
1716,7369,3099,2,30967.37,0,61934.74
1717,9657,672,5,51897.73,15995.67,243492.98
1718,6647,4456,6,181920.36,63703.22,1027818.94
1719,8160,1266,7,84182.27,14855.94,574419.95
1720,7602,4701,14,151243.66,0,2117411.24
1721,7603,1184,2,102638.44,10563.71,194713.17
1722,8043,2306,10,142281.31,154913.81,1267899.29
1723,5959,2311,15,6247.51,0,93712.65
1724,7240,929,6,142443.05,25083.03,829575.27
1725,5039,226,4,48953.03,23024.42,172787.7
1726,9979,2331,11,151006.05,208465.84,1452600.71
1727,8292,4797,6,194863.41,144916.99,1024263.47
1728,9070,4875,10,190172.96,0,1901729.6
1729,7424,1312,4,116598.33,48490.4,417902.92
1730,8743,4368,1,34397.49,0,34397.49
1731,6617,4736,10,70930.76,0,709307.6
1732,9084,4324,9,177011.71,226039.01,1367066.38
1733,9410,989,12,50561.93,0,606743.16
1734,5184,4377,9,103717.49,88277.22,845180.19
1735,8887,1199,4,116742.73,0,466970.92
1736,7058,1613,8,134725.53,22632.38,1055171.86
1737,5528,4220,4,149325.61,21346.07,575956.37
1738,8767,1099,4,100868.35,0,403473.4
1739,6213,2810,8,85707.25,0,685658.0
1740,7700,4489,9,35948.7,0,323538.3
1741,8441,2346,13,142814.43,0,1856587.59
1742,9650,2226,5,110926.37,36707.51,517924.34
1743,9376,4381,10,86244.14,0,862441.4
1744,7451,1099,2,149203.75,0,298407.5
1745,5501,1165,14,99329.84,0,1390617.76
1746,9116,2525,6,12912.73,924.33,76552.05
1747,7404,2471,1,502.24,15.87,486.37
1748,5647,756,8,18607.95,0,148863.6
1749,5071,1003,3,120508.53,33853.81,327671.78
1750,9802,1530,11,85326.16,0,938587.76
1751,9450,4323,1,12813.52,1540.48,11273.04
1752,7387,4723,4,102611.32,28378.05,382067.23
1753,6713,4336,14,48702.14,34665.9,647164.06
1754,7682,1326,15,173364.92,0,2600473.8
1755,10026,2720,3,144291.29,0,432873.87
1756,10356,504,7,117060.41,100876.67,718546.2
1757,7803,1524,7,95821.76,34484.66,636267.66
1758,6205,597,12,182934.91,0,2195218.92
1759,8080,3223,10,157768.87,0,1577688.7
1760,5890,4990,10,147450.69,26472.07,1448034.83
1761,5442,2694,9,159325.07,34403.95,1399521.68
1762,8115,4395,4,53048.1,18179.23,194013.17
1763,5474,5297,9,174107.14,35151.59,1531812.67
1764,7154,1486,1,186058.94,0,186058.94
1765,9809,2541,11,95908.08,0,1054988.88
1766,6468,579,12,132142.78,461.47,1585251.89
1767,9302,2840,6,104197.48,0,625184.88
1768,6179,4466,10,153397.48,0,1533974.8
1769,6912,4848,11,147229.29,73962.21,1545559.98
1770,9404,2405,6,122368.23,0,734209.38
1771,7158,3332,9,145612.43,147929.99,1162581.88
1772,6365,3452,9,80933.57,0,728402.13
1773,5620,4553,7,82467.08,0,577269.56
1774,5195,1640,1,65127.72,8373.93,56753.79
1775,8856,3914,5,4858.07,3396.62,20893.73
1776,6575,1612,10,72753.95,0,727539.5
1777,9215,4408,8,71652.1,17306.09,555910.71
1778,5966,1107,9,30598.28,21628.31,253756.21
1779,6702,1787,9,9074.28,2605.86,79062.66
1780,5901,4501,2,123687.29,0,247374.58
1781,10309,1273,15,54660.24,0,819903.6
1782,8069,4960,12,148003.7,0,1776044.4
1783,6986,5082,12,174914.94,0,2098979.28
1784,8442,624,13,156568.58,0,2035391.54
1785,6719,4209,12,85585.45,3571.24,1023454.16
1786,8206,1249,10,88341.17,0,883411.7
1787,8183,3742,1,120968.71,13425.43,107543.28
1788,8326,3837,9,114259.28,115382.91,912950.61
1789,5414,2466,10,56382.34,23601.8,540221.6
1790,5660,1561,9,124929.88,60118.39,1064250.53
1791,9255,4088,9,370.9,398.97,2939.13
1792,6665,779,5,64515.47,0,322577.35
1793,7097,5025,1,181478.45,0,181478.45
1794,8688,4534,3,131717.0,0,395151.0
1795,7593,3576,5,146361.6,65493.82,666314.18
1796,7620,2836,6,109063.1,2966.65,651411.95
1797,7931,539,1,22609.19,0,22609.19
1798,7609,3030,8,195919.55,131792.96,1435563.44
1799,8859,3098,15,148013.98,0,2220209.7
1800,5252,3798,15,19709.33,35645.52,259994.43
1801,5548,1582,6,28624.99,11377.62,160372.32
1802,10310,1039,1,128814.31,8237.87,120576.44
1803,8245,674,13,114220.21,0,1484862.73
1804,6461,4689,13,47825.62,0,621733.06
1805,8642,1331,1,182979.91,0,182979.91
1806,9250,1722,12,12866.43,0,154397.16
1807,6468,445,7,166700.28,37361.49,1129540.47
1808,9429,4419,13,166498.22,0,2164476.86
1809,10096,4239,10,113191.28,0,1131912.8
1810,5012,4673,9,178401.4,73077.35,1532535.25
1811,5053,2767,13,50962.64,31107.29,631407.03
1812,10405,4095,13,118706.84,0,1543188.92
1813,10072,687,13,163676.7,0,2127797.1
1814,10100,2710,13,18013.25,15585.68,218586.57
1815,7319,1566,5,195336.08,11889.69,964790.71
1816,7871,4190,13,170935.1,35837.86,2186318.44
1817,9733,1041,5,186173.49,0,930867.45
1818,10148,923,3,142387.15,0,427161.45
1819,8881,1168,13,70506.93,0,916590.09
1820,9450,3372,6,41814.68,25965.26,224922.82
1821,5617,4237,9,166617.54,0,1499557.86
1822,10298,3597,2,79274.02,21976.12,136571.92
1823,9125,1202,15,70806.52,0,1062097.8
1824,8767,3698,2,46924.92,5907.78,87942.06
1825,7893,2164,9,108007.28,0,972065.52
1826,9231,660,14,81660.34,0,1143244.76
1827,6119,5293,9,13259.45,16284.4,103050.65
1828,9743,3667,9,54334.61,0,489011.49
1829,6368,3712,4,134757.61,61425.98,477604.46
1830,5597,2249,10,24063.12,0,240631.2
1831,7756,811,12,90846.14,101798.44,988355.24
1832,7339,4576,15,95450.54,0,1431758.1
1833,6822,2699,8,150098.29,0,1200786.32
1834,5461,2932,9,192665.94,205450.33,1528543.13
1835,5557,4722,10,65474.65,44023.27,610723.23
1836,9634,1236,4,88882.47,0,355529.88
1837,8035,4286,6,60002.69,0,360016.14
1838,7017,1112,4,66697.32,0,266789.28
1839,8827,3621,5,65151.67,42140.37,283617.98
1840,7374,863,11,54443.7,75691.47,523189.23
1841,7803,4304,8,37427.93,33404.91,266018.53
1842,7910,3487,10,52076.41,0,520764.1
1843,10225,2159,3,50983.68,0,152951.04
1844,9778,3171,3,9612.24,2171.74,26664.98
1845,8950,4320,15,180886.63,242122.46,2471176.99
1846,10160,5227,1,179140.74,0,179140.74
1847,9452,1265,8,100613.5,33918.84,770989.16
1848,10056,1215,11,81665.18,19678.97,878638.01
1849,6478,2868,12,76899.18,0,922790.16
1850,6152,2942,2,4054.21,0,8108.42
1851,5237,2414,14,165783.4,123240.33,2197727.27
1852,5321,4396,6,152840.91,30553.85,886491.61
1853,9509,5247,4,151237.97,77575.7,527376.18
1854,7717,5120,5,40384.9,0,201924.5
1855,5283,1692,1,35210.66,0,35210.66
1856,5454,1260,13,180995.67,0,2352943.71
1857,9516,5300,7,138362.11,0,968534.77
1858,7353,3827,1,62685.19,0,62685.19
1859,7578,4577,8,11346.65,9890.9,80882.3
1860,6418,5095,1,12521.42,843.96,11677.46
1861,9362,3135,9,156344.55,0,1407100.95
1862,5062,3111,2,119038.66,0,238077.32
1863,5097,2262,10,158741.84,46474.26,1540944.14
1864,9655,3465,3,167147.89,15791.32,485652.35
1865,10075,4078,13,138264.69,155414.41,1642026.56
1866,6920,3065,8,26007.27,0,208058.16
1867,8263,1380,11,75814.73,123263.12,710698.91
1868,5562,140,13,66452.82,27698.78,836187.88
1869,6412,3723,12,76893.24,0,922718.88
1870,6239,3057,11,84134.99,111138.25,814346.64
1871,6139,777,7,31597.6,0,221183.2
1872,5425,4895,8,111190.82,122044.14,767482.42
1873,8159,1873,9,17092.41,6990.3,146841.39
1874,9453,3479,1,184282.18,0,184282.18
1875,6364,2444,5,193175.84,0,965879.2
1876,10469,4777,10,148684.88,148925.6,1337923.2
1877,7895,1264,1,197361.65,16945.79,180415.86
1878,6247,461,10,39191.39,0,391913.9
1879,7744,5134,3,142063.53,40814.0,385376.59
1880,7271,3157,1,176036.79,7416.81,168619.98
1881,8213,3942,4,165545.76,6275.7,655907.34
1882,6440,5095,12,18747.7,0,224972.4
1883,7672,4853,1,164767.65,11272.75,153494.9
1884,5096,777,9,152227.99,107144.63,1262907.28
1885,6852,1115,9,162750.69,93902.51,1370853.7
1886,9310,613,3,53970.7,13710.0,148202.1
1887,6610,1336,7,178652.62,152467.33,1098101.01
1888,6146,3596,12,156824.02,0,1881888.24
1889,9688,4963,13,123609.28,0,1606920.64
1890,8637,415,3,133561.48,39704.41,360980.03
1891,6851,2382,7,15758.16,0,110307.12
1892,5109,639,10,159882.35,58866.07,1539957.43
1893,6071,4422,9,161477.91,120947.79,1332353.4
1894,6701,2455,7,68099.79,37013.24,439685.29
1895,5133,5093,5,125429.79,61101.12,566047.83
1896,10448,3898,11,94651.96,0,1041171.56
1897,7976,115,9,130663.12,129134.47,1046833.61
1898,7942,2995,3,165396.31,32252.76,463936.17
1899,8039,1032,13,143877.42,0,1870406.46
1900,9686,4105,10,158027.36,52479.67,1527793.93
1901,10068,2007,11,140813.05,204230.93,1344712.62
1902,6807,2444,14,64963.43,0,909488.02
1903,8673,4222,12,29078.76,45870.19,303074.93
1904,6487,1507,4,42286.63,12421.41,156725.11
1905,10425,443,7,37282.9,23425.37,237554.93
1906,7787,287,7,99913.82,0,699396.74
1907,5157,3881,8,108734.93,0,869879.44
1908,9920,3594,13,95190.61,0,1237477.93
