COUPON_UPC,PRODUCT_ID,CAMPAIGN
32703304,893624,3
32123410,250506,16
15114739,384047,28
98540330,623418,11
61191669,507926,2
57660334,460299,17
65004105,977967,3
82825368,100703,10
59173099,484923,6
57320262,432156,10
75073071,832968,20
61426852,868348,23
70568234,593415,21
50276933,594250,18
17814656,563378,25
49864212,945406,20
40840788,134886,18
69811014,108669,26
31777236,884000,14
17235794,866211,28
74957653,989060,26
65586146,968288,21
84826060,397943,4
15709135,760632,4
40470861,632930,18
21542630,381862,27
88308852,899043,17
19051493,583762,13
38297409,879890,29
80345355,776587,27
39967532,695632,3
10510386,928467,2
52822030,632930,6
96578883,143856,18
61582593,700440,1
29892281,493609,8
26932601,357622,23
92021245,423059,19
96274627,647015,16
66181242,311863,4
42565806,917051,27
21631610,970706,22
92823925,359144,6
62281274,723148,9
35148292,695632,8
51322851,952698,26
63866508,369427,23
39435182,965356,11
24335911,862719,28
97767211,431028,11
88458859,488952,26
75679077,587337,24
58674235,829671,4
18802743,372447,17
16829162,297177,27
39685539,125457,4
54047747,245166,1
77262442,470331,2
85723518,779393,23
47164030,861218,11
49960108,341176,10
26310361,857561,17
72603303,113707,4
54120201,214498,11
77407403,205453,27
92333048,743941,25
99873301,324237,3
24810813,301474,22
33222602,301618,21
85445570,273292,4
86265748,369922,15
49224417,908262,6
35126548,751507,1
86180759,924093,29
27336722,272673,23
46722333,710815,28
23640817,186246,1
64017752,449776,12
81999951,226358,3
98915646,589637,14
28405740,659913,23
41294540,977909,7
10546632,723038,22
92503489,150666,7
47799415,984944,29
27451351,771802,1
96646283,582802,22
64000360,147603,30
17862640,307157,19
80929854,912083,28
40495452,595159,10
97330542,994305,16
45623856,729359,13
73510338,290189,19
60564813,628678,11
37068211,213386,27
49272950,242954,17
91904662,323543,22
60325806,505839,10
25886167,139102,30
91316196,249772,16
69180133,318728,9
94369107,508012,28
77532998,258392,24
72207379,432829,26
83984965,416230,21
46656198,169611,3
44050715,911320,19
44015689,905975,29
18820629,563941,3
34166655,463693,1
95360020,737989,7
18658427,910816,24
55475278,404443,17
88421583,632629,20
73514414,501153,30
20384442,585696,23
81899754,843705,16
70573108,127566,12
83199960,828269,20
99419173,431609,4
55458588,252657,6
75436495,351265,15
31551985,192553,24
57597610,241440,27
56051739,271622,19
58106694,505464,28
44353122,718429,16
60983271,206853,10
15792804,364833,2
13495250,506202,10
26553930,236118,23
78178650,855830,28
41753107,537956,3
36081675,553216,2
39949284,299471,26
19722039,414292,5
90700217,602734,4
97215912,651623,20
49195167,491248,13
15797680,211904,3
32030615,441355,16
19074805,342467,21
52693943,154078,30
41363087,799736,5
18296360,224710,15
61707569,790070,16
61324871,830179,15
28423622,555462,29
67837799,920667,2
62087767,968450,21
18321064,415468,16
45501961,225329,10
56605293,883712,6
66372171,211147,28
86343944,933926,30
34738800,677545,3
48832305,786050,3
46234150,880804,21
33088476,314917,27
89552553,470638,7
42326626,865245,1
59946420,573116,9
62703788,465074,30
25473705,425757,11
68513024,869901,14
56749618,886026,16
84893585,674136,15
97086310,478722,3
35478355,220733,19
51758282,407767,3
25874061,215341,27
55123275,212231,1
14518091,915196,14
10182277,146563,2
77576274,486212,13
88557455,458599,5
71327358,275877,17
30608967,341524,15
35492039,150358,5
68408589,346972,1
63231277,400459,17
88207553,818143,3
48836897,742910,21
20276563,781598,14
34487349,505464,25
68993870,187588,12
33407195,492061,26
77484715,749082,18
45483615,741019,12
79966313,880894,20
68924934,661455,1
19507135,713576,5
72139154,144319,12
24513487,270396,6
12136172,919850,15
67787770,308322,11
79338063,966365,18
52978270,508739,23
19054844,422974,14
60911632,747111,22
56112263,753435,29
11102155,939290,22
82364279,769382,21
67355235,226177,16
45084519,991826,14
82892400,391954,17
10534595,848070,25
67855012,877416,3
67272444,865244,25
22613722,585518,27
79057851,685277,8
92685164,804260,24
32335811,930783,4
79138706,583559,20
39242918,338990,17
28133435,702644,20
19897053,287584,4
18348375,724404,23
72666089,436138,30
59320007,681677,15
37549631,912979,27
61934462,503132,14
12727329,446754,1
36984878,423983,30
12902578,458384,2
60112476,540104,20
39263303,322950,29
91981636,594239,10
49190386,890895,27
32985744,936048,11
18254072,348060,22
50399190,977389,21
84625655,839907,20
37728822,307345,30
96943606,696567,2
64637489,759051,6
91104696,227509,12
30982717,390623,21
67728472,680855,10
38829991,948956,5
70856568,918742,14
13577375,282636,10
12790875,831305,18
14540506,933270,10
14975350,128514,6
73606227,543307,14
53890602,422866,19
66742826,676157,5
15433652,633502,12
87474118,389211,21
61557646,367855,2
12971509,592974,8
23802830,593028,14
32655876,651445,22
99352831,913614,10
66218315,227875,26
56801555,119637,8
71281600,437186,17
21766156,182362,22
49223374,136913,16
72785117,595156,18
12437310,877585,7
58151766,324993,11
14460903,611038,30
22091557,168607,2
23104031,800132,18
61437789,266009,10
40574244,753942,27
34424836,934966,8
27783514,850990,9
35744744,957916,17
21790341,428113,20
27995475,803053,29
22467636,959957,23
93966848,861353,29
85342628,736203,1
23680125,309166,24
83529472,414665,19
19990324,424101,26
52429865,602208,21
30963417,830626,7
77706508,896875,20
15219475,835806,5
47265132,598005,2
28842967,562402,10
21818719,400095,20
90012465,507098,7
50816918,113663,12
12085858,631054,11
81451656,884625,26
99598378,826900,12
46658001,774221,11
76247520,888037,8
45808558,920727,4
75282754,452275,18
30945162,195848,25
29920663,489463,13
62707496,698937,3
23243464,371698,15
66336120,666650,25
68436900,364215,11
23149321,933285,9
42481349,997078,29
73033431,442817,22
23930536,425125,8
51709681,581786,15
71790464,793419,15
88906264,556196,17
57761101,842227,24
63315063,429263,7
19392337,390143,7
56620430,657419,18
85698969,169566,8
45299634,452618,16
38207042,132124,25
66638343,248179,15
10987532,743363,11
87972982,191940,7
97177755,838517,23
35850702,615038,13
27826724,628846,20
34732039,746916,10
40813258,966209,5
60089215,542668,20
81525733,999402,24
64364299,463898,21
51936274,716179,21
40081439,873736,21
68311589,558992,13
91317067,510847,24
50957947,238125,27
91277188,269137,16
91416351,945260,24
89261011,811526,16
22855536,144512,1
10993770,883508,27
78482040,516788,27
74135432,157702,6
22980595,277814,10
91368961,812761,7
79776481,889610,25
81529471,311892,25
12283320,349452,17
58336788,273815,2
44032187,725587,8
24668803,476597,23
29628201,541678,5
97289688,965938,23
28722974,494108,23
29075634,827454,3
25392839,327411,25
46075893,877370,19
38277711,668692,9
40991175,918684,26
97743780,555650,6
81056077,364828,26
70217347,253260,4
11817597,305179,12
17487444,525269,7
48238419,534820,16
10364903,337258,20
76714057,151951,24
85022445,410067,19
15285006,524644,21
12398797,275606,3
12315005,616174,24
63138507,679387,30
12429492,301825,26
63540194,191877,25
20347805,368909,14
82371612,359891,18
12311622,113426,27
69108124,826809,7
10508966,318483,8
94769219,147306,16
92043507,513422,5
94108545,831918,29
57670321,625909,3
17066262,165854,25
14412888,771712,28
15244558,505847,25
61769749,237508,6
72050054,625168,1
22877351,349349,16
57611906,907164,4
80952027,586147,9
96595682,723161,12
53813026,791745,26
54641950,904642,27
18614211,728963,13
81705298,100472,8
30911026,205603,22
29816815,999990,5
17172936,417605,21
72058808,421861,12
74924326,899121,17
15505522,428655,20
73419974,988159,26
87817296,298997,7
73512055,919457,7
81799622,336360,18
11794584,453926,21
16364287,160329,9
14099556,184545,27
21778614,727975,21
13936331,177270,11
85896968,329876,4
90776341,666055,22
97286810,148031,3
97922908,134056,15
53022884,645301,17
63510873,555793,29
59330384,606174,10
92882974,542538,3
26912937,573116,7
81326112,644518,13
54391660,510985,10
29399291,848531,18
18559933,997977,9
13857426,287919,30
65813510,488940,5
58169874,689893,15
65829902,851779,10
90512985,292283,29
14051078,859431,2
81920754,822684,3
65463514,800749,19
44774352,361887,16
96244034,215310,12
14718709,347549,27
33784194,184363,12
33257209,965608,13
91096303,409996,15
72962415,624013,19
85561304,585049,30
12924912,605490,14
50204529,194325,22
27210981,632930,26
24958551,895928,18
51558180,559674,11
85252896,359530,17
59638510,537956,16
42882515,335884,5
51353963,406073,3
48988638,721877,21
50243438,183175,28
30897102,329817,22
77372415,519561,30
75857184,111922,21
98343920,357220,13
58587543,434050,11
18281197,187876,13
88863241,778661,21
81710064,335924,9
97311580,859444,30
60639410,790433,2
78594743,954583,13
99265316,859906,26
38323834,398760,30
46856353,803845,15
32715847,193587,6
45965286,733881,10
63690026,799428,15
93561857,397219,17
23213004,784465,20
42278753,701054,25
53054129,351035,4
42075618,196746,13
50718028,790383,11
93558143,924756,19
40206678,660046,2
63536643,550994,12
82903782,302365,16
62928627,114846,2
11718771,689984,8
31728974,606827,14
83472129,179730,1
35814574,562661,9
10384515,369237,18
86622418,843400,9
60520140,636461,30
65658552,593711,21
70913548,325123,26
23477003,359333,2
32182269,731560,13
64720002,404940,4
24046539,418921,15
70955010,571976,18
16185491,886026,25
86748954,888825,14
80630952,608501,24
82770879,269610,25
87266472,162255,17
80773412,414412,17
38482326,504757,26
95887273,599614,14
35424522,231469,17
92607053,799207,14
77195340,688955,8
83555688,749433,8
60963686,626415,8
99481725,942062,18
20195277,406073,25
37607339,368654,5
95775094,554513,24
40758198,413012,26
85787361,328259,1
46019780,323961,5
11571830,466441,3
11818524,262216,29
39466748,649407,24
34190415,452783,18
50735270,967444,27
42441248,685986,29
12750403,628567,16
85783192,536655,14
49865400,525826,21
27541684,727835,11
45902951,556394,19
15869490,448771,5
94770020,429701,17
58042555,733329,14
93003565,373112,12
78691606,347567,13
94327994,555402,10
99353204,358332,28
89547395,526673,22
45736981,418355,12
10599252,865554,24
41518854,833523,15
93804622,417437,28
91841822,933815,27
17274256,472785,4
10638199,167065,25
48934420,112640,12
41721729,749272,23
23188512,132931,10
37402757,551013,18
57983957,204613,23
62890278,368765,25
75277096,423091,8
34182277,295561,16
18521757,487324,8
56769229,580521,29
89188333,840406,2
48012528,759277,13
74316314,546103,19
27726459,816490,22
49999736,725812,26
80862407,196794,22
99358017,817306,21
88506752,173069,22
34631783,538035,12
76003794,112979,24
56162142,421236,15
81130010,133167,7
42620456,628935,1
78966361,307015,25
39603423,281959,28
48313944,621190,9
58008354,619494,29
63811139,818942,4
40371390,695847,2
36919694,896097,11
15962710,236112,24
73133063,171465,26
41543538,607632,2
56392863,429014,19
24185054,837158,4
61597797,334751,6
17109353,951433,30
33634522,939015,9
80707734,659613,17
59829329,444742,10
92031491,529966,16
44960618,382001,9
63856999,267255,12
72397161,883508,12
92730286,490267,23
15719315,362584,13
23461012,525173,3
72767991,426621,14
86968175,785555,5
77088698,859565,13
64874605,333549,28
93792659,362490,9
52072177,475420,16
77050135,518116,5
65384235,738787,6
78557283,152305,3
29220332,785461,20
28159880,507098,13
96436126,906684,23
59603902,434501,10
40758588,284846,5
74116186,571634,9
45665385,844558,1
76483156,412849,13
36228560,955865,10
88137022,301618,14
23322666,107466,13
37377957,631367,13
24102678,834023,3
20149734,320821,14
36328042,104855,30
36799687,695632,14
23372120,579367,24
49323010,193635,10
86747583,595571,16
87788663,547411,14
35104027,582164,17
61163118,239400,3
34357047,519561,16
77847860,930203,21
39723965,849425,9
84482003,537680,28
43197127,466052,13
98911432,695241,24
68890359,752634,11
24882872,313508,20
89480817,975239,5
15769471,964508,12
77219933,870497,1
32472604,676157,8
84923188,310806,9
97814118,678451,30
92147109,784194,30
10631889,260113,10
30014584,674725,3
35222599,282326,9
58110322,631458,29
79639667,533931,8
67513358,248365,30
91246144,641133,23
99767141,866211,6
10766943,345416,2
87513655,578707,19
14509117,547790,21
84401749,417605,7
43328853,646461,23
92154193,104333,27
70986893,355114,23
95828726,464860,8
19943725,340138,3
28754974,149507,24
99638683,517308,29
97848171,147358,19
59476416,242596,30
98455913,609803,8
32922167,937019,10
58757593,800055,11
45779828,523747,18
32727304,725557,2
19521275,473841,10
95642862,840559,5
68092380,940267,6
22099113,989708,10
29506700,702259,2
21581478,589789,19
73433681,902320,22
60114814,166712,14
63635153,971113,24
79103552,701529,30
14156785,689154,2
43894345,105352,15
37414442,935441,9
43070633,844427,17
39724461,383306,4
51096804,270597,17
60702385,586147,18
77303572,801362,18
13197349,365137,9
50573004,348419,4
17334002,585981,30
84094460,747802,7
26627494,693398,7
37190880,590023,23
62567767,750578,5
54034931,265335,29
46490622,485752,29
91303098,454659,13
11422903,210111,3
64330828,440021,20
48864718,412979,1
48524197,543318,2
14538106,542590,1
50053308,749471,24
84426272,954284,10
47864385,735905,3
38403305,285760,18
51251103,649275,12
42625352,427161,21
63420128,607971,14
29290529,894089,8
95246123,666349,2
68778728,529209,2
62511704,680624,30
19644246,871537,24
16683058,787145,6
12670697,934169,5
59983165,605431,5
36874614,966893,11
74281955,246563,23
40061084,510103,19
70098134,299899,29
75245698,240346,6
53721420,334906,3
83604334,533989,14
72796744,603282,27
17964210,471493,5
86888925,510103,8
36726879,480303,7
36798526,420181,9
22293827,365575,6
84850489,307782,19
38498917,258665,17
19413723,643347,24
21765869,823756,22
13853403,467773,7
62486566,576166,17
87978345,658544,28
28991426,365589,18
81367279,691990,30
41907302,284392,9
85391429,101283,15
22195583,589871,24
51412462,609964,16
12457246,260652,6
37396978,822240,3
62188476,637131,9
93148239,299481,29
12078854,724307,7
52663335,254727,20
57483158,832791,9
57261012,361714,15
58861117,843834,14
54785607,707005,1
51141324,327575,10
43875720,808539,8
37697171,638160,30
84946888,237053,6
27621014,732366,22
92737267,667501,5
77528726,327242,11
47097528,615752,24
17967674,179413,5
88471278,325291,16
40853386,504034,10
53285135,769641,14
17860562,694723,12
63779725,116619,10
18383203,573116,14
43948997,625899,20
24507552,655100,5
21467859,744924,28
77273133,558645,9
38900849,933285,29
46166944,522070,25
86730466,825211,3
83518016,618419,13
65791107,791565,13
78882121,597850,1
29064263,432829,27
19276547,357389,16
18049904,659845,27
62538234,413033,1
89927233,935347,26
80762542,315473,1
51994292,543910,5
27196486,432910,8
73012832,257355,16
77731928,296205,26
76651196,835334,2
73367473,773299,1
23344832,507246,19
96520520,403746,24
28490899,968733,24
80485229,789455,10
63908324,499331,7
87375775,521135,11
22597137,726292,26
30069647,853397,23
93293838,221776,3
78441771,138785,11
63357801,415528,11
39488648,520034,29
27253037,910970,10
44158107,447947,15
25154308,415122,13
74667133,497872,14
41412957,952860,12
71952379,805987,26
79851746,777405,2
51938581,972841,3
18265682,180790,27
38585412,852112,1
39344760,780266,17
47282026,661324,17
33998518,327356,16
23541435,816266,8
44163824,865078,2
47247769,756027,12
37875246,343735,2
66950839,763304,24
57302206,100703,13
90476662,888028,9
38669218,309465,21
39353884,988086,27
50008131,341469,1
92521350,615878,8
64060268,323334,6
90217187,874297,3
43795761,421325,5
28531693,811145,10
87601288,667077,3
38078941,576166,13
78281773,990343,5
35374116,329719,10
75563404,843601,8
56058061,789316,30
63872470,351415,17
53594912,368995,16
94202877,158957,18
67472092,284056,15
43996546,113388,3
26871247,302035,23
61171436,745977,24
90261907,944223,26
22399230,851649,30
45054960,178523,18
50974496,389211,16
97823755,168379,5
66502670,121836,22
84192768,930894,24
29960647,731560,4
67925329,951435,18
29687358,394889,9
23422457,779836,2
27279343,831440,26
51573387,361539,3
60296941,772489,10
92957394,187847,20
64891436,516592,13
16870988,808064,2
51723532,869671,3
27115389,622063,2
48979032,517109,5
29620327,555374,18
51508393,791522,20
53391642,469223,30
62649245,485961,16
31321575,815675,1
58377359,100309,1
90183060,133660,13
91619149,931754,14
56608007,549353,21
63665618,928699,14
89637160,466393,25
17878167,241006,6
20980432,113707,22
59291034,550692,30
77106503,804395,26
31190082,766725,7
15425996,871047,29
85831958,644073,24
34543925,571550,28
39479615,432361,30
45685153,179968,13
68543648,275914,25
55368357,307981,9
93897274,233648,17
47283454,652393,2
19255828,144557,30
35187667,966677,8
51730362,724159,18
37060550,327575,28
66821975,297603,1
82304973,114626,3
48730817,101094,8
47698012,103767,26
34932079,181625,22
87116273,500957,2
77860439,240707,24
83967899,270138,13
91935217,462961,2
33094241,771802,26
46350912,608079,17
99597386,525324,9
34629657,374171,3
40841037,706821,4
83896283,220583,7
52989969,549772,5
54278381,745235,5
87555299,923629,10
71618076,957714,12
71098139,589785,30
27585001,668623,6
99726649,220060,13
24921811,600940,8
65959720,813487,27
50148165,389894,19
14173322,282842,28
33998186,696128,6
45620091,729488,21
50005194,229525,9
18131009,169191,17
47228560,838298,7
30225212,631901,1
97345956,473725,6
98089294,403430,29
65719218,469346,6
59797715,830364,15
40822305,740774,16
72962396,769837,28
11622083,763838,6
27174980,351494,28
89208627,493043,21
95333907,320851,16
96923477,332891,1
63175808,925126,8
49653751,596070,1
70843964,954977,11
43866422,190842,14
95168152,199751,5
95232982,901411,16
32452929,541894,20
89837268,640986,4
84820694,147688,12
30456260,625015,13
81916936,364012,6
24059429,962185,23
95763350,812761,5
68214036,818614,12
96503145,885180,22
42170494,517435,2
98445364,590474,2
98740385,702805,21
26933243,279059,6
32281252,229597,20
41146353,717001,24
50100045,888037,28
24575286,984944,25
94419268,499698,15
64781076,141464,4
91838196,933527,14
94108793,112741,4
33850859,227419,12
25885564,600052,12
74574161,692079,10
51598727,665290,5
56392919,689893,19
75776828,250552,26
15486558,641133,3
56064586,407520,15
97897876,266687,12
38290334,712873,12
25080173,939273,10
13171573,524477,10
51916139,647306,3
78342479,578329,8
86355948,119568,24
80741447,244030,10
67191872,731338,22
52657825,511357,11
51015836,187847,30
25313554,642466,17
63686743,168301,12
38431650,532626,12
33295747,348686,4
41992384,205552,22
93078601,684610,5
90063179,593887,9
89719118,570175,4
91004402,800261,10
79102777,227948,9
66669122,517455,16
36742763,191024,30
58462434,981988,2
92946183,888495,25
32711145,389481,15
60675857,631054,21
42105618,172409,18
74355406,676558,26
30954409,840716,8
78701253,327411,7
93004123,574977,1
62054416,267227,15
45273460,649448,26
59484126,248950,14
79365329,657133,4
23839398,365848,13
85452869,587408,12
61314434,157386,12
68376467,529635,14
29740679,156476,2
58358356,258313,26
59010413,109969,22
13481348,176444,13
61907168,542925,5
66300301,712426,3
48221282,339913,7
34195078,462575,6
46351071,700493,26
33789169,459522,30
77353303,651294,28
14242525,947930,13
77784630,512535,1
63317344,624526,10
77950287,600782,18
41983605,594069,19
90709451,567153,4
46849088,585049,15
46003909,114362,7
36345275,923590,30
16731036,731377,9
30049923,937502,24
12369737,487913,12
55022087,530356,26
93850372,240088,27
63396407,977568,5
60781090,809461,14
26949132,788566,22
46440835,907203,14
42743777,945055,22
77555633,345041,9
19784917,291116,25
66909801,940249,26
99293765,453209,8
52437462,120568,7
12458671,689984,10
81901260,938366,24
71279107,325956,30
31021530,891881,7
89369039,792797,5
80138208,556422,24
38009214,255755,19
13606280,865453,10
78411589,428283,13
22420668,872844,7
99985421,324457,13
64193616,847047,19
94506111,853178,12
36275887,821853,2
23758618,790110,5
99657228,110049,22
13369852,357220,2
63136876,285529,6
90210572,932075,3
57264418,222823,10
46434387,631183,1
77284388,390033,29
25787165,999229,25
14843356,852318,12
28652202,237856,6
96773908,314161,7
42463203,863003,28
68037114,454588,19
97708754,186246,13
58691345,489302,24
28554746,868444,14
30566017,700640,14
42142180,718366,13
54026294,932042,14
36702469,182960,16
53757886,788954,23
94899019,905557,12
83943598,524903,20
36306300,935404,19
97203682,429402,20
37078982,987058,1
36141413,651059,15
18156264,447960,19
58979950,940647,3
70058212,772615,14
91755741,659529,28
51371594,279468,23
22088544,121278,22
81940992,211259,10
61072766,286579,2
13334154,327557,29
32515296,198385,20
13576973,965786,15
73259125,337488,16
62303165,889322,10
83443197,102071,12
27484973,742138,26
43229463,723782,12
66938933,111271,17
41436506,732172,12
40870496,780943,10
85610748,907164,19
81290948,915699,11
21985921,184000,9
87400092,390902,10
78013379,187876,22
14202471,819595,5
59712801,447555,30
97803270,169413,5
50874426,929517,28
32809476,774127,16
98905495,700493,5
46823672,764640,16
78020154,150154,13
82035790,820233,17
85306522,454547,30
84489208,150789,9
29246067,275914,11
16127572,178062,14
92380775,900433,10
17777127,803053,27
11997381,378595,27
52740431,696734,11
76330604,114836,20
80990889,704763,30
47740860,836377,3
34419606,557194,24
14567191,641456,17
84332458,762190,30
81161427,139723,7
81010990,767441,22
53603395,466377,25
73141289,608206,29
70823687,393827,16
54189361,581247,4
97884870,961650,10
79410771,442065,8
86559326,657133,9
13729185,275708,9
76583243,219876,20
71789842,890429,27
46375314,987611,18
16707135,271160,30
61328151,427013,18
11928856,125415,5
71887793,978090,30
90745371,585023,20
42419003,584217,22
83618799,803053,9
73031950,642425,6
92818466,169377,11
62907069,555295,9
52012952,495554,2
60287433,368128,14
82187301,498885,30
54750011,699333,16
50931783,236118,28
10334603,776313,25
15089109,955918,7
92873360,324342,27
23612594,537740,14
46700683,704381,9
92484105,430215,18
74241737,145598,15
27879718,949356,11
20389797,976606,3
58810920,988682,5
28185329,774619,2
22676502,993281,14
22887125,893397,11
86720389,161934,29
16461831,259803,7
85543126,702356,27
31628454,437801,24
57032352,937036,19
72564005,943988,28
18355096,712932,23
23216929,356123,25
85948462,780915,15
43054037,965833,13
57613480,415997,9
99674554,610522,28
46241855,251399,26
28704545,427413,18
66563379,605777,17
70259031,270377,2
15508624,223791,4
89167030,143971,7
55296908,223718,27
93474631,331746,27
93342352,882051,11
12902125,792435,30
50745293,754448,8
29013418,759517,23
67571162,745060,26
21596059,700862,3
16445550,425962,4
64231290,672865,10
64401567,585981,20
48931178,561962,13
66053074,524903,15
16997920,954423,10
97383902,962294,3
58926476,230313,29
79366334,366362,30
73384106,211511,2
69642303,864244,24
34692305,960111,3
88560545,185985,29
94334336,465703,10
44063097,151326,11
24537316,911320,11
59247859,582802,18
43679710,446264,7
17616159,199322,22
92604797,703773,24
94940546,341176,15
72581872,215310,23
63210868,218908,3
91212750,904459,20
44827541,273496,1
72562805,512393,7
87448843,279337,16
69556921,299879,3
26776817,369613,14
37108878,478385,6
23574739,570175,18
26253692,134022,15
86405972,901397,10
32291777,125415,27
31321682,742656,14
79595342,920234,8
48916791,585878,9
12379377,326609,6
53857847,439167,15
42641425,819630,27
96067333,240478,23
59186338,410724,9
71073644,395984,27
36609131,295632,27
86285334,215710,7
22979851,818007,24
61308481,668450,3
78768683,339990,5
56114540,304426,10
50276764,721553,9
52458807,680224,15
84098113,358616,21
38496348,985116,28
54341470,579996,29
15892938,310372,29
14707125,570953,25
13190443,403430,1
26567514,563016,20
37308755,357389,9
58710313,606066,27
49989415,491570,13
31062505,219055,25
58560956,104855,14
78844734,636560,17
99265772,517898,28
91920061,685277,5
86793933,680774,4
32690059,684327,26
18843760,141485,20
67105316,970692,27
82211822,743622,25
32795333,899346,25
14850100,848039,15
32077500,666600,11
59912975,513593,20
29249251,215836,15
33735893,484846,1
38264333,528792,10
75799830,631183,9
95892610,249508,22
78057066,797985,16
52320775,407737,5
92888721,421743,20
11008740,357387,17
85473390,199710,15
34153939,130314,9
22496124,995668,16
24330138,469223,30
94455707,176760,30
81678413,901445,2
41988264,101918,2
71961303,120161,28
10452623,556491,25
28089728,624526,21
73013914,736013,16
44225962,567529,13
66025876,539259,5
70701853,901360,28
39806043,724404,21
25863347,968524,29
54831545,912981,4
58539704,755254,14
80615229,470331,4
63183627,841758,15
68554674,774127,15
95724894,271457,21
91768999,854140,20
44778412,635363,29
47348833,194988,7
21017129,496056,16
39807666,719003,16
74814530,790110,13
79889841,242167,27
69852924,638518,11
68840608,118524,17
95589431,903787,8
83597841,232922,6
95885926,881136,30
98854922,178670,7
98944901,841758,9
35624032,466356,2
47605741,910562,4
36319669,357912,12
97905208,967039,28
10176291,454760,27
21518402,256290,13
47349789,490642,19
24090051,440021,5
30256360,171899,22
68978532,876830,1
45841337,101914,29
42918393,445876,28
11265887,971114,5
94968338,304997,11
35937090,903497,1
34374756,691495,24
21097474,840229,25
55640833,605490,19
21569415,201605,24
12821008,674965,10
68959345,134415,10
98806792,709654,12
66394487,703546,17
31365608,297554,11
98482465,178187,2
21763612,590358,18
20666235,226981,1
76357968,867048,22
31683338,451596,2
40043086,131334,7
77946614,572179,19
97340180,303396,7
81950335,194806,5
30094593,880894,26
90603143,287584,27
43193228,444519,22
76069690,731522,22
56263999,918329,25
40769829,120541,9
64884770,951430,11
13336528,651018,2
31595074,730597,17
86664276,226177,9
78444066,183939,29
69529625,810691,16
79658111,577753,5
96679336,120394,11
75536039,821705,5
65685659,108449,9
80375767,825265,12
15635967,790974,5
86206406,802913,2
26962233,398543,28
58289839,611363,3
71248228,595363,15
92792855,805579,3
23237718,326661,27
80052915,957943,20
60595137,692934,17
95282357,455526,2
69824067,749471,1
99992682,817547,19
14247896,916621,15
32151010,316086,22
16439759,926307,19
88618272,118987,14
24690923,113458,18
67667476,149602,29
62367906,826900,10
43389808,147306,5
12405667,274567,5
46266256,268808,13
12115358,593394,9
92522246,950690,19
72366444,638214,9
13486254,685948,14
54055331,562888,4
92495725,982673,2
84366805,242167,21
29052223,276524,13
47976245,775766,24
10485509,986576,6
14413922,259070,1
31825324,669713,16
75515389,590907,28
89543573,528596,13
57371920,302943,11
59972918,629695,21
36107695,975280,29
40890277,390623,26
98788597,727023,3
71523805,866073,25
31556690,776083,26
85760679,136509,17
37222952,151739,3
99988056,641456,24
63536205,424072,27
32170112,783351,15
76869252,642466,12
28489361,832549,29
42256565,390623,14
33889118,861212,6
64742656,134004,11
68233342,605777,28
50158729,563429,28
76172317,148074,16
36512071,668623,1
63558555,192011,13
36279279,908883,25
42784603,547228,23
24443373,148759,1
12316983,980154,18
62053352,745119,20
90513896,351884,24
97482521,419771,14
19699683,362590,7
92208503,830364,16
81390909,879185,21
92142589,479380,18
12959524,534685,20
81859114,634402,16
92267226,840559,14
75772756,670121,15
63812792,791522,5
35546553,799207,8
74640585,237008,27
86162320,595795,23
44210597,261631,12
22602422,642439,22
37278562,233033,12
55913838,970692,15
66966328,307845,7
91385054,746512,16
77149595,555018,22
23963265,972013,21
36693946,455829,17
30601083,307345,15
12525612,565800,29
46918082,332121,6
40827234,951166,11
22746364,916680,21
35667036,648826,21
12885032,346632,14
93956601,184626,9
35786247,719506,20
54490269,132564,16
70365648,763838,17
11445390,756063,9
16331084,304517,11
99073491,791524,19
60541695,195347,15
41646398,682594,24
34673824,627028,13
16078347,303072,18
49051236,712756,12
89319282,313113,16
26494500,565876,3
95353077,249777,18
23442469,120787,15
53888301,309660,18
27329974,293759,21
46919106,516087,6
50673678,642342,25
30124365,402696,2
35855165,839907,27
17133214,468218,29
97870994,386841,26
80995562,154871,9
61903442,679239,16
49908253,373200,18
60574682,989712,29
91794556,834023,28
59052157,830364,20
51211610,822276,8
71976499,334916,25
10852864,517435,19
98478840,833711,6
89923734,256394,25
28497089,576403,30
85596818,167908,23
88248213,967289,3
67852129,139498,25
49825972,618075,28
39356221,180790,29
45600082,785555,1
20050852,317102,7
75298159,182073,30
25691409,683613,30
31170656,295317,6
49012287,239469,3
49532061,817321,19
67028875,744158,11
32225431,655563,24
34091380,961174,25
38770003,702805,27
26016142,354500,27
32172897,335291,22
66889042,812078,17
72843480,867818,7
90149521,495554,14
77902664,145660,21
49437739,524022,28
67187065,947259,1
66644141,646009,28
43784377,961745,14
61060989,198792,7
82078329,173770,1
66846077,834969,11
79178066,658195,27
96163472,214157,15
35690264,501978,12
11389147,733547,1
72991903,859593,27
62568868,375261,26
53858300,337930,7
49604051,494592,9
63585824,792597,5
55635470,209626,11
61418795,822425,19
51834106,977375,11
96635172,998859,27
65063991,617360,11
57029774,338270,13
52455428,323798,23
43350572,408153,27
84543212,676558,27
53963589,509463,19
92096655,926078,25
93261408,853178,8
49201207,694687,11
77595919,881365,12
42690139,390623,17
65101796,957943,12
91513742,332681,23
82558332,992319,7
88623950,905557,12
45043492,782325,25
71207739,689154,16
43162860,381888,19
71518790,850990,25
66849008,599834,24
66878552,121934,10
60603982,737828,21
13503064,581714,12
20108716,857723,16
90031000,194590,27
