PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
648591,38,FLORAL,GENERIC,FROZEN MEALS,SPAGHETTI,12 PK
170525,624,DAIRY,ORGANIC,CHEESE,CHEDDAR,250G
240746,898,BEVERAGES,PREMIUM,SNACKS,CRACKERS,1 LB
724626,136,DAIRY,ORGANIC,VEGETABLES - CANNED,WHOLE MILK,1 LB
814547,920,HOUSEHOLD,NATIONAL,VEGETABLES - CANNED,GROUND BEEF,6 PK
813932,387,DAIRY,ORGANIC,BEEF,LASAGNA,500ML
917895,109,DELI,GENERIC,BEEF,CHOCOLATE CHIP,500ML
157280,242,DAIRY,STORE BRAND,FROZEN MEALS,SALTED,2 LB
376135,958,HOUSEHOLD,PREMIUM,COFFEE,WHOLE MILK,1 GAL
247435,371,FLORAL,STORE BRAND,FROZEN MEALS,GROUND,16 OZ
868136,288,DELI,PRIVATE,COOKIES,DIET,6 PK
202969,132,FLORAL,ORGANIC,CHEESE,CHOCOLATE CHIP,12 PK
396031,866,BAKERY,GENERIC,SNACKS,DIET,100G
848927,442,DAIRY,NATIONAL,COOKIES,DIET,2 LB
158957,190,MEAT,ORGANIC,PASTA,SPAGHETTI,16 OZ
649150,105,DAIRY,STORE BRAND,FLUID MILK PRODUCTS,GREEK,250G
121896,3,BAKERY,STORE BRAND,VEGETABLES - CANNED,LASAGNA,12 PK
205651,574,PRODUCE,GENERIC,BREAD/BAKED GOODS,GROUND,250G
582062,380,GROCERY,PRIVATE,CHICKEN,POTATO,100G
426376,314,GROCERY,STORE BRAND,SOFT DRINKS,POTATO,16 OZ
639085,451,MEAT,PRIVATE,YOGURT,SALTED,6 PK
964508,815,DAIRY,GENERIC,COFFEE,CHEDDAR,500ML
317925,15,DAIRY,PREMIUM,CHEESE,GREEK,100G
650902,139,DELI,PRIVATE,BUTTER/MARGARINE,CRACKERS,16 OZ
953048,253,HEALTH,NATIONAL,SOFT DRINKS,WHITE BREAD,32 OZ
328238,299,BAKERY,PRIVATE,CHICKEN,WHITE BREAD,1 LB
546410,558,BEVERAGES,PRIVATE,CHIPS,DIET,500ML
193635,61,GROCERY,STORE BRAND,SNACKS,LASAGNA,6 PK
262333,410,BEAUTY,STORE BRAND,COFFEE,SALTED,2 LB
828269,571,FLORAL,STORE BRAND,COOKIES,GROUND,6 PK
641279,389,HOUSEHOLD,GENERIC,SNACKS,WHITE BREAD,16 OZ
226234,131,DAIRY,GENERIC,COOKIES,LASAGNA,250G
329974,16,DELI,PREMIUM,CHIPS,CRACKERS,100G
246662,302,HOUSEHOLD,PREMIUM,CHIPS,CORN,100G
582541,123,HOUSEHOLD,GENERIC,CHICKEN,SPAGHETTI,2 LB
774728,296,DAIRY,ORGANIC,COOKIES,SPAGHETTI,500ML
400815,51,HEALTH,PRIVATE,SOFT DRINKS,DIET,500ML
757170,310,BAKERY,ORGANIC,BREAD/BAKED GOODS,SALTED,12 PK
805978,344,FLORAL,PREMIUM,FLUID MILK PRODUCTS,WHITE BREAD,500ML
646290,539,DAIRY,GENERIC,FLUID MILK PRODUCTS,SALTED,32 OZ
161946,115,MEAT,STORE BRAND,VEGETABLES - CANNED,CHOCOLATE CHIP,1 LB
619298,758,PRODUCE,ORGANIC,YOGURT,GREEK,32 OZ
328723,92,FROZEN,GENERIC,CHICKEN,CORN,12 PK
879403,572,SEAFOOD,GENERIC,COFFEE,LASAGNA,16 OZ
815926,576,HOUSEHOLD,STORE BRAND,SNACKS,CRACKERS,250G
102717,470,SEAFOOD,PRIVATE,BUTTER/MARGARINE,WHITE BREAD,32 OZ
397219,175,FLORAL,PREMIUM,SNACKS,SALTED,250G
534562,27,PRODUCE,PRIVATE,YOGURT,WHITE BREAD,16 OZ
843495,546,PRODUCE,STORE BRAND,SNACKS,GROUND,12 PK
329751,767,BEVERAGES,GENERIC,CHIPS,DIET,2 LB
602602,694,PRODUCE,GENERIC,SNACKS,GROUND,6 PK
421816,40,BEVERAGES,ORGANIC,FROZEN MEALS,GROUND BEEF,250G
580783,519,BEAUTY,STORE BRAND,FROZEN MEALS,CHOCOLATE CHIP,100G
464266,566,BEVERAGES,PRIVATE,COOKIES,SALTED,1 LB
304707,174,BEVERAGES,PRIVATE,BEEF,GROUND BEEF,6 PK
377296,26,GROCERY,ORGANIC,FROZEN MEALS,WHOLE MILK,1 GAL
804260,687,MEAT,NATIONAL,CHICKEN,GROUND BEEF,2 LB
312085,39,MEAT,STORE BRAND,CHICKEN,CRACKERS,100G
437115,783,PRODUCE,PRIVATE,BEEF,SPAGHETTI,32 OZ
622940,329,HEALTH,STORE BRAND,SOFT DRINKS,GROUND BEEF,250G
530862,268,GROCERY,ORGANIC,FROZEN MEALS,WHOLE MILK,1 LB
107735,167,FROZEN,PRIVATE,CHIPS,LASAGNA,250G
489188,870,SEAFOOD,PRIVATE,FROZEN MEALS,SPAGHETTI,12 PK
373635,111,FLORAL,PRIVATE,SOFT DRINKS,CHOCOLATE CHIP,16 OZ
157386,166,BEVERAGES,ORGANIC,COOKIES,SALTED,12 PK
918576,867,MEAT,NATIONAL,YOGURT,CRACKERS,1 LB
190995,478,BAKERY,PREMIUM,FLUID MILK PRODUCTS,BONELESS,16 OZ
490339,131,BEAUTY,NATIONAL,VEGETABLES - CANNED,CORN,250G
122493,415,PRODUCE,ORGANIC,YOGURT,WHOLE MILK,2 LB
314774,302,HOUSEHOLD,GENERIC,PASTA,CHOCOLATE CHIP,16 OZ
483116,843,BEAUTY,ORGANIC,BEEF,CORN,1 LB
358287,731,BEVERAGES,NATIONAL,SOFT DRINKS,CORN,100G
725812,161,FLORAL,PREMIUM,BEEF,GROUND,12 PK
362672,733,SEAFOOD,GENERIC,YOGURT,POTATO,1 GAL
999229,878,HEALTH,STORE BRAND,BREAD/BAKED GOODS,CHEDDAR,12 PK
822962,313,HEALTH,GENERIC,BUTTER/MARGARINE,GROUND BEEF,6 PK
882655,780,MEAT,ORGANIC,FROZEN MEALS,CHOCOLATE CHIP,1 LB
299429,784,FLORAL,STORE BRAND,CHEESE,SALTED,500ML
912861,549,FLORAL,PREMIUM,CHICKEN,CHEDDAR,32 OZ
303031,13,FLORAL,PREMIUM,COOKIES,CHOCOLATE CHIP,500ML
644976,319,BEVERAGES,GENERIC,FLUID MILK PRODUCTS,WHITE BREAD,2 LB
906295,335,PRODUCE,NATIONAL,CHEESE,WHITE BREAD,500ML
803480,599,FROZEN,NATIONAL,BREAD/BAKED GOODS,LASAGNA,250G
899346,374,FROZEN,PREMIUM,CHEESE,CHEDDAR,16 OZ
392423,928,SEAFOOD,GENERIC,YOGURT,GROUND,1 GAL
224606,203,DAIRY,NATIONAL,YOGURT,WHITE BREAD,16 OZ
886926,939,DAIRY,PREMIUM,VEGETABLES - CANNED,CHEDDAR,500ML
711056,18,BEVERAGES,STORE BRAND,FLUID MILK PRODUCTS,CHOCOLATE CHIP,6 PK
416048,382,SEAFOOD,PREMIUM,COFFEE,SPAGHETTI,100G
709516,224,BAKERY,GENERIC,FROZEN MEALS,GROUND,16 OZ
436707,56,HEALTH,NATIONAL,CHIPS,WHITE BREAD,6 PK
532487,334,DAIRY,PREMIUM,CHICKEN,CHOCOLATE CHIP,16 OZ
325304,537,SEAFOOD,STORE BRAND,COFFEE,GROUND,100G
890233,378,FLORAL,GENERIC,FLUID MILK PRODUCTS,DIET,16 OZ
614022,848,GROCERY,GENERIC,YOGURT,GROUND,32 OZ
675340,804,FROZEN,PRIVATE,FLUID MILK PRODUCTS,WHOLE MILK,1 GAL
159870,688,FROZEN,PREMIUM,PASTA,POTATO,250G
581509,864,HOUSEHOLD,ORGANIC,CHIPS,GROUND BEEF,32 OZ
395263,959,HEALTH,PREMIUM,COFFEE,SALTED,250G
943504,156,MEAT,PRIVATE,PASTA,GROUND BEEF,100G
482419,478,BEVERAGES,PRIVATE,FLUID MILK PRODUCTS,CORN,6 PK
170694,642,PRODUCE,GENERIC,SNACKS,CHEDDAR,12 PK
461298,122,PRODUCE,PREMIUM,FLUID MILK PRODUCTS,WHITE BREAD,12 PK
762252,558,SEAFOOD,PRIVATE,BEEF,CHOCOLATE CHIP,2 LB
750399,675,MEAT,ORGANIC,CHEESE,BONELESS,500ML
688643,568,BAKERY,PREMIUM,FROZEN MEALS,CHEDDAR,1 GAL
519135,846,FLORAL,PREMIUM,COFFEE,CRACKERS,6 PK
796792,494,PRODUCE,GENERIC,SNACKS,POTATO,6 PK
446333,909,FROZEN,NATIONAL,CHIPS,SPAGHETTI,16 OZ
908967,563,DELI,GENERIC,FLUID MILK PRODUCTS,SALTED,2 LB
790433,328,BEVERAGES,PREMIUM,COFFEE,GREEK,250G
566087,944,PRODUCE,PREMIUM,COOKIES,GREEK,250G
342467,317,HOUSEHOLD,STORE BRAND,PASTA,SPAGHETTI,32 OZ
989708,952,GROCERY,ORGANIC,SOFT DRINKS,GROUND,6 PK
185064,549,FROZEN,STORE BRAND,BEEF,SALTED,250G
586277,572,BEVERAGES,ORGANIC,BUTTER/MARGARINE,BONELESS,32 OZ
923430,395,SEAFOOD,STORE BRAND,COFFEE,BONELESS,12 PK
716179,712,MEAT,STORE BRAND,SNACKS,DIET,100G
691608,248,FLORAL,STORE BRAND,CHEESE,WHOLE MILK,12 PK
667077,670,GROCERY,STORE BRAND,SNACKS,SPAGHETTI,500ML
868348,160,BEAUTY,PRIVATE,COOKIES,CRACKERS,100G
480303,66,FROZEN,NATIONAL,CHEESE,CRACKERS,32 OZ
896390,638,BAKERY,PREMIUM,BREAD/BAKED GOODS,SPAGHETTI,32 OZ
204787,214,PRODUCE,GENERIC,COFFEE,SPAGHETTI,32 OZ
409810,328,GROCERY,PRIVATE,FROZEN MEALS,CRACKERS,16 OZ
559674,12,BAKERY,ORGANIC,COOKIES,SALTED,32 OZ
544260,589,MEAT,NATIONAL,CHEESE,SALTED,2 LB
253855,492,MEAT,NATIONAL,FLUID MILK PRODUCTS,WHITE BREAD,12 PK
205603,608,PRODUCE,GENERIC,COFFEE,LASAGNA,100G
279053,518,BAKERY,NATIONAL,CHICKEN,WHITE BREAD,2 LB
286418,526,BEVERAGES,NATIONAL,FLUID MILK PRODUCTS,WHITE BREAD,250G
684548,560,HOUSEHOLD,GENERIC,SNACKS,WHITE BREAD,1 LB
505905,792,SEAFOOD,GENERIC,COFFEE,DIET,32 OZ
524477,144,HEALTH,PREMIUM,CHICKEN,POTATO,100G
457114,177,HEALTH,STORE BRAND,PASTA,CHOCOLATE CHIP,500ML
178164,834,PRODUCE,PREMIUM,BUTTER/MARGARINE,GROUND BEEF,100G
553216,430,HOUSEHOLD,PRIVATE,BEEF,LASAGNA,16 OZ
199928,618,BAKERY,NATIONAL,PASTA,SALTED,2 LB
532065,318,MEAT,PREMIUM,VEGETABLES - CANNED,DIET,1 LB
530884,246,FLORAL,PREMIUM,FROZEN MEALS,POTATO,1 GAL
161245,445,HEALTH,PREMIUM,CHEESE,BONELESS,1 LB
192317,908,GROCERY,PRIVATE,VEGETABLES - CANNED,CORN,16 OZ
993499,87,PRODUCE,PRIVATE,PASTA,CHOCOLATE CHIP,250G
771736,797,HEALTH,STORE BRAND,BREAD/BAKED GOODS,POTATO,12 PK
730196,137,DAIRY,NATIONAL,SOFT DRINKS,CHOCOLATE CHIP,1 GAL
831146,628,PRODUCE,PRIVATE,SNACKS,WHOLE MILK,6 PK
301825,906,BEVERAGES,ORGANIC,PASTA,DIET,2 LB
163634,281,HOUSEHOLD,ORGANIC,CHEESE,GREEK,1 LB
830364,219,BAKERY,STORE BRAND,COFFEE,DIET,500ML
507098,668,BEVERAGES,GENERIC,VEGETABLES - CANNED,WHITE BREAD,32 OZ
346845,412,DELI,PREMIUM,BUTTER/MARGARINE,GREEK,500ML
509783,414,SEAFOOD,PRIVATE,COOKIES,WHITE BREAD,100G
116432,112,BAKERY,NATIONAL,SNACKS,LASAGNA,500ML
298932,24,BAKERY,GENERIC,CHICKEN,CHOCOLATE CHIP,6 PK
151739,57,FLORAL,PREMIUM,SNACKS,GROUND,16 OZ
390267,322,FROZEN,NATIONAL,COFFEE,CRACKERS,100G
649676,82,GROCERY,ORGANIC,PASTA,CHOCOLATE CHIP,12 PK
232741,630,GROCERY,NATIONAL,BREAD/BAKED GOODS,POTATO,500ML
168073,504,BEAUTY,ORGANIC,VEGETABLES - CANNED,CORN,250G
927866,762,MEAT,GENERIC,BUTTER/MARGARINE,CHOCOLATE CHIP,500ML
108313,341,HOUSEHOLD,NATIONAL,VEGETABLES - CANNED,CHEDDAR,12 PK
245388,731,SEAFOOD,PRIVATE,CHEESE,POTATO,500ML
329719,218,BEVERAGES,GENERIC,FROZEN MEALS,GROUND BEEF,32 OZ
500569,507,FROZEN,STORE BRAND,BUTTER/MARGARINE,BONELESS,6 PK
958608,805,FLORAL,ORGANIC,SNACKS,GROUND BEEF,500ML
656824,27,DAIRY,STORE BRAND,CHIPS,WHITE BREAD,32 OZ
767157,659,HEALTH,PRIVATE,FLUID MILK PRODUCTS,WHOLE MILK,16 OZ
720489,11,DELI,PRIVATE,SNACKS,WHOLE MILK,1 GAL
727950,946,GROCERY,ORGANIC,PASTA,GREEK,6 PK
196747,942,BEAUTY,GENERIC,FROZEN MEALS,GREEK,500ML
657858,902,BEVERAGES,PRIVATE,BEEF,GROUND,100G
701875,170,GROCERY,NATIONAL,BUTTER/MARGARINE,GROUND,1 GAL
275272,213,PRODUCE,PREMIUM,BUTTER/MARGARINE,CRACKERS,2 LB
760370,496,PRODUCE,PREMIUM,FLUID MILK PRODUCTS,CHEDDAR,1 LB
592122,971,DELI,STORE BRAND,FROZEN MEALS,CHOCOLATE CHIP,6 PK
960790,685,DELI,ORGANIC,PASTA,LASAGNA,2 LB
816609,259,GROCERY,STORE BRAND,FROZEN MEALS,POTATO,12 PK
609764,50,DELI,GENERIC,CHICKEN,DIET,100G
470988,146,PRODUCE,PREMIUM,VEGETABLES - CANNED,GROUND BEEF,6 PK
964473,260,HEALTH,NATIONAL,CHEESE,CHEDDAR,2 LB
558890,585,PRODUCE,PREMIUM,FROZEN MEALS,WHITE BREAD,100G
721934,326,SEAFOOD,NATIONAL,CHIPS,CHOCOLATE CHIP,250G
114247,669,DAIRY,PREMIUM,CHICKEN,CHOCOLATE CHIP,100G
784190,145,BAKERY,STORE BRAND,FLUID MILK PRODUCTS,CHOCOLATE CHIP,2 LB
953745,468,FLORAL,PREMIUM,PASTA,CHOCOLATE CHIP,500ML
500954,417,BAKERY,NATIONAL,BEEF,GROUND BEEF,32 OZ
106974,47,PRODUCE,ORGANIC,SOFT DRINKS,SALTED,12 PK
920096,919,GROCERY,NATIONAL,COFFEE,GREEK,12 PK
302641,320,DELI,PREMIUM,SNACKS,DIET,1 GAL
860067,504,HEALTH,STORE BRAND,FLUID MILK PRODUCTS,CHEDDAR,6 PK
252700,104,BEVERAGES,PRIVATE,PASTA,POTATO,6 PK
118524,243,GROCERY,NATIONAL,YOGURT,CORN,1 GAL
694673,154,PRODUCE,NATIONAL,BUTTER/MARGARINE,CORN,1 GAL
735297,145,DELI,STORE BRAND,VEGETABLES - CANNED,BONELESS,2 LB
193861,39,MEAT,STORE BRAND,COOKIES,CORN,2 LB
454232,652,BEVERAGES,PREMIUM,CHIPS,LASAGNA,1 LB
948602,554,MEAT,STORE BRAND,VEGETABLES - CANNED,CHEDDAR,6 PK
266939,159,HEALTH,PREMIUM,COFFEE,GROUND,12 PK
183312,601,FLORAL,PRIVATE,BUTTER/MARGARINE,GREEK,500ML
447975,168,BEVERAGES,NATIONAL,YOGURT,WHITE BREAD,2 LB
703870,178,MEAT,NATIONAL,PASTA,CORN,1 LB
456774,297,FROZEN,NATIONAL,CHEESE,LASAGNA,250G
494321,517,DAIRY,GENERIC,BEEF,WHOLE MILK,6 PK
377407,13,BAKERY,ORGANIC,FROZEN MEALS,SPAGHETTI,2 LB
498293,961,HEALTH,PRIVATE,PASTA,CHEDDAR,500ML
138889,907,GROCERY,ORGANIC,CHICKEN,WHITE BREAD,2 LB
968450,132,MEAT,NATIONAL,SNACKS,DIET,32 OZ
817819,91,DAIRY,PRIVATE,YOGURT,GREEK,12 PK
714300,177,DELI,GENERIC,BEEF,CHEDDAR,6 PK
965041,771,BEAUTY,PRIVATE,CHEESE,GROUND BEEF,32 OZ
248709,423,DAIRY,GENERIC,CHICKEN,GROUND BEEF,2 LB
347233,874,BAKERY,PREMIUM,PASTA,GROUND BEEF,500ML
654931,831,PRODUCE,NATIONAL,CHIPS,CHEDDAR,100G
427857,366,FLORAL,STORE BRAND,VEGETABLES - CANNED,CRACKERS,500ML
469346,879,BEAUTY,STORE BRAND,COOKIES,DIET,2 LB
301618,559,DELI,ORGANIC,FROZEN MEALS,CHOCOLATE CHIP,100G
289022,352,HOUSEHOLD,PREMIUM,BUTTER/MARGARINE,DIET,250G
667026,672,GROCERY,GENERIC,COOKIES,WHOLE MILK,1 GAL
819991,840,GROCERY,PRIVATE,FLUID MILK PRODUCTS,GROUND BEEF,16 OZ
960754,396,GROCERY,NATIONAL,FROZEN MEALS,CORN,16 OZ
930923,440,MEAT,ORGANIC,BREAD/BAKED GOODS,CORN,16 OZ
272028,895,FLORAL,ORGANIC,CHICKEN,GROUND BEEF,100G
288574,337,HOUSEHOLD,STORE BRAND,CHICKEN,SALTED,100G
627581,289,FROZEN,STORE BRAND,CHIPS,CORN,1 LB
500229,511,BAKERY,PRIVATE,COFFEE,CORN,1 LB
367630,145,GROCERY,ORGANIC,COFFEE,GROUND BEEF,32 OZ
376840,108,DELI,NATIONAL,PASTA,WHOLE MILK,6 PK
843996,30,SEAFOOD,PREMIUM,CHICKEN,CHOCOLATE CHIP,12 PK
788223,96,FROZEN,ORGANIC,BUTTER/MARGARINE,GROUND,2 LB
929043,960,DELI,GENERIC,FROZEN MEALS,SALTED,1 LB
216036,803,HOUSEHOLD,ORGANIC,CHICKEN,GROUND,250G
373916,239,PRODUCE,STORE BRAND,COOKIES,SPAGHETTI,100G
204269,825,FLORAL,ORGANIC,VEGETABLES - CANNED,WHOLE MILK,1 LB
680016,280,DELI,PREMIUM,SNACKS,CORN,6 PK
312834,732,FLORAL,GENERIC,SOFT DRINKS,BONELESS,500ML
695756,451,BEAUTY,PREMIUM,SOFT DRINKS,WHITE BREAD,1 LB
874469,307,BAKERY,STORE BRAND,BREAD/BAKED GOODS,CRACKERS,100G
376551,651,FLORAL,STORE BRAND,YOGURT,DIET,32 OZ
522081,329,BAKERY,NATIONAL,CHEESE,SALTED,1 LB
551024,715,SEAFOOD,PREMIUM,SOFT DRINKS,GROUND BEEF,16 OZ
702483,690,DELI,ORGANIC,CHEESE,GREEK,16 OZ
451817,589,FLORAL,STORE BRAND,PASTA,CHEDDAR,500ML
927628,779,DELI,STORE BRAND,SOFT DRINKS,SPAGHETTI,2 LB
817191,109,FROZEN,PREMIUM,BUTTER/MARGARINE,POTATO,32 OZ
124621,184,GROCERY,PREMIUM,COOKIES,CHEDDAR,2 LB
631170,268,BAKERY,STORE BRAND,SNACKS,CHEDDAR,6 PK
398862,682,HOUSEHOLD,NATIONAL,CHICKEN,BONELESS,32 OZ
214388,169,SEAFOOD,PREMIUM,COFFEE,WHOLE MILK,250G
665378,573,FLORAL,PREMIUM,CHICKEN,CHOCOLATE CHIP,2 LB
421325,552,HEALTH,PRIVATE,FROZEN MEALS,DIET,1 GAL
777705,138,BEAUTY,STORE BRAND,CHEESE,SALTED,12 PK
335632,357,GROCERY,PREMIUM,COFFEE,LASAGNA,500ML
993897,230,FROZEN,STORE BRAND,YOGURT,WHOLE MILK,1 GAL
503179,90,FLORAL,PRIVATE,SNACKS,CHOCOLATE CHIP,1 LB
839413,747,BEVERAGES,PRIVATE,FROZEN MEALS,POTATO,1 GAL
148775,577,HEALTH,ORGANIC,BREAD/BAKED GOODS,WHOLE MILK,1 LB
497477,959,DELI,STORE BRAND,FLUID MILK PRODUCTS,CRACKERS,32 OZ
893527,256,HEALTH,PRIVATE,PASTA,BONELESS,12 PK
417330,700,FLORAL,PRIVATE,COFFEE,POTATO,2 LB
298788,297,BAKERY,NATIONAL,COOKIES,GROUND BEEF,500ML
676390,299,MEAT,PREMIUM,SNACKS,LASAGNA,250G
135512,625,DAIRY,NATIONAL,FLUID MILK PRODUCTS,SALTED,12 PK
725557,984,PRODUCE,NATIONAL,SOFT DRINKS,SPAGHETTI,250G
302801,86,PRODUCE,PRIVATE,FLUID MILK PRODUCTS,WHOLE MILK,32 OZ
952860,498,SEAFOOD,PRIVATE,BREAD/BAKED GOODS,POTATO,16 OZ
236797,791,SEAFOOD,ORGANIC,CHEESE,SALTED,250G
559983,513,SEAFOOD,ORGANIC,VEGETABLES - CANNED,POTATO,500ML
427560,146,HEALTH,ORGANIC,PASTA,SALTED,32 OZ
318731,46,FLORAL,ORGANIC,CHEESE,BONELESS,100G
478204,845,PRODUCE,GENERIC,BREAD/BAKED GOODS,GROUND BEEF,32 OZ
126078,670,BEVERAGES,GENERIC,VEGETABLES - CANNED,SPAGHETTI,32 OZ
671355,611,DAIRY,NATIONAL,COFFEE,GREEK,2 LB
313778,787,DAIRY,PREMIUM,BUTTER/MARGARINE,CHEDDAR,100G
406524,605,MEAT,STORE BRAND,COFFEE,CHEDDAR,100G
120799,941,FROZEN,GENERIC,SNACKS,GROUND BEEF,500ML
108995,545,GROCERY,NATIONAL,CHEESE,WHITE BREAD,6 PK
897050,124,BEAUTY,STORE BRAND,COOKIES,DIET,32 OZ
338096,222,DAIRY,ORGANIC,CHEESE,SPAGHETTI,12 PK
893896,28,PRODUCE,PREMIUM,BEEF,WHOLE MILK,500ML
125931,892,DAIRY,GENERIC,CHEESE,GREEK,250G
669263,874,MEAT,NATIONAL,YOGURT,WHOLE MILK,6 PK
360323,558,FLORAL,PRIVATE,SNACKS,CHOCOLATE CHIP,2 LB
110281,625,BAKERY,PRIVATE,COOKIES,CRACKERS,32 OZ
164337,610,MEAT,GENERIC,VEGETABLES - CANNED,CHOCOLATE CHIP,16 OZ
904459,379,MEAT,NATIONAL,SNACKS,POTATO,16 OZ
404639,482,HOUSEHOLD,STORE BRAND,BREAD/BAKED GOODS,CHEDDAR,1 LB
867108,771,MEAT,STORE BRAND,FLUID MILK PRODUCTS,BONELESS,1 GAL
151951,950,BEAUTY,STORE BRAND,BEEF,CRACKERS,500ML
732072,853,HOUSEHOLD,PRIVATE,VEGETABLES - CANNED,BONELESS,500ML
667872,679,FLORAL,GENERIC,VEGETABLES - CANNED,DIET,1 GAL
947204,982,BEVERAGES,GENERIC,CHEESE,SALTED,1 LB
724836,672,BEVERAGES,PRIVATE,PASTA,LASAGNA,2 LB
884652,228,GROCERY,PREMIUM,FROZEN MEALS,GREEK,500ML
459056,997,DAIRY,PRIVATE,CHIPS,DIET,100G
958713,769,HOUSEHOLD,PREMIUM,VEGETABLES - CANNED,SPAGHETTI,2 LB
546197,581,BAKERY,NATIONAL,CHICKEN,LASAGNA,500ML
240666,269,BAKERY,NATIONAL,YOGURT,WHOLE MILK,12 PK
449744,658,HEALTH,GENERIC,BEEF,DIET,32 OZ
969112,812,MEAT,ORGANIC,BUTTER/MARGARINE,CHOCOLATE CHIP,1 LB
651018,907,BAKERY,PREMIUM,VEGETABLES - CANNED,POTATO,500ML
752483,349,SEAFOOD,GENERIC,SOFT DRINKS,SPAGHETTI,1 GAL
364461,675,BEVERAGES,PREMIUM,COFFEE,GREEK,16 OZ
378129,165,HEALTH,GENERIC,FLUID MILK PRODUCTS,GREEK,1 LB
902348,465,FLORAL,ORGANIC,PASTA,CORN,6 PK
414412,297,GROCERY,STORE BRAND,CHICKEN,WHOLE MILK,1 LB
830917,825,DAIRY,ORGANIC,BUTTER/MARGARINE,CHOCOLATE CHIP,1 LB
453209,177,PRODUCE,ORGANIC,COFFEE,CHEDDAR,1 GAL
965786,654,GROCERY,PRIVATE,VEGETABLES - CANNED,GROUND BEEF,6 PK
440417,752,SEAFOOD,STORE BRAND,BREAD/BAKED GOODS,WHOLE MILK,500ML
312014,161,FLORAL,PRIVATE,FROZEN MEALS,WHITE BREAD,500ML
197045,78,BEVERAGES,PRIVATE,FLUID MILK PRODUCTS,POTATO,12 PK
750899,142,BAKERY,NATIONAL,CHIPS,GREEK,100G
148012,760,BAKERY,ORGANIC,COFFEE,WHOLE MILK,1 LB
487288,674,BAKERY,PRIVATE,CHEESE,GROUND,6 PK
464548,758,BEVERAGES,ORGANIC,BEEF,LASAGNA,250G
742881,931,BAKERY,GENERIC,SOFT DRINKS,LASAGNA,1 GAL
818007,687,FROZEN,GENERIC,FROZEN MEALS,WHOLE MILK,500ML
989337,54,HOUSEHOLD,NATIONAL,CHIPS,CHOCOLATE CHIP,1 GAL
749389,278,PRODUCE,ORGANIC,BEEF,GREEK,32 OZ
662330,314,DELI,PRIVATE,BREAD/BAKED GOODS,CHOCOLATE CHIP,16 OZ
186153,335,BEVERAGES,STORE BRAND,PASTA,CORN,1 LB
625103,371,HEALTH,NATIONAL,SOFT DRINKS,CHOCOLATE CHIP,1 GAL
630363,951,HEALTH,NATIONAL,YOGURT,WHITE BREAD,1 LB
473725,698,BEAUTY,NATIONAL,SOFT DRINKS,POTATO,250G
358455,706,BAKERY,PREMIUM,COFFEE,GROUND,16 OZ
993053,976,SEAFOOD,NATIONAL,BEEF,SALTED,32 OZ
850519,163,MEAT,GENERIC,FROZEN MEALS,CORN,32 OZ
423983,463,MEAT,NATIONAL,COOKIES,GREEK,6 PK
366362,756,HOUSEHOLD,STORE BRAND,CHEESE,LASAGNA,250G
956231,210,SEAFOOD,PREMIUM,FROZEN MEALS,CORN,1 GAL
859287,179,BAKERY,NATIONAL,CHEESE,POTATO,32 OZ
405270,250,BEAUTY,GENERIC,YOGURT,SALTED,500ML
689776,925,BAKERY,STORE BRAND,CHEESE,LASAGNA,12 PK
892397,515,BEAUTY,ORGANIC,BUTTER/MARGARINE,LASAGNA,16 OZ
490680,229,DAIRY,ORGANIC,BREAD/BAKED GOODS,CHOCOLATE CHIP,250G
914172,376,GROCERY,ORGANIC,PASTA,GREEK,6 PK
734396,75,BEAUTY,GENERIC,SOFT DRINKS,GREEK,2 LB
126181,718,BEVERAGES,ORGANIC,BREAD/BAKED GOODS,WHOLE MILK,16 OZ
965747,639,FLORAL,PRIVATE,PASTA,WHITE BREAD,32 OZ
127547,516,HOUSEHOLD,STORE BRAND,COFFEE,GROUND,1 LB
587408,450,HOUSEHOLD,PREMIUM,SNACKS,CHEDDAR,100G
233033,99,HOUSEHOLD,GENERIC,SNACKS,SALTED,100G
599186,39,HOUSEHOLD,PRIVATE,BREAD/BAKED GOODS,CRACKERS,16 OZ
766684,771,HOUSEHOLD,STORE BRAND,CHEESE,SALTED,1 LB
388366,446,MEAT,ORGANIC,PASTA,CHOCOLATE CHIP,2 LB
698556,854,MEAT,ORGANIC,CHIPS,POTATO,6 PK
467507,975,BEAUTY,NATIONAL,COOKIES,BONELESS,1 LB
695495,489,GROCERY,NATIONAL,BREAD/BAKED GOODS,CRACKERS,1 GAL
177393,18,DAIRY,NATIONAL,SOFT DRINKS,SALTED,2 LB
529166,198,BEAUTY,NATIONAL,PASTA,CHEDDAR,100G
707528,539,SEAFOOD,GENERIC,CHIPS,WHOLE MILK,100G
558723,856,BAKERY,ORGANIC,COFFEE,CORN,6 PK
110986,987,BAKERY,STORE BRAND,COOKIES,BONELESS,16 OZ
776710,795,HOUSEHOLD,NATIONAL,CHICKEN,GROUND,1 GAL
631611,422,MEAT,ORGANIC,FROZEN MEALS,WHOLE MILK,2 LB
423186,195,DELI,PREMIUM,VEGETABLES - CANNED,GREEK,100G
205552,974,BEVERAGES,PREMIUM,SNACKS,CHOCOLATE CHIP,16 OZ
