household_key,DAY,COUPON_UPC,CAMPAIGN
3068,217,81242040,19
4448,349,76691885,16
711,542,18128637,24
3627,464,11501930,12
4425,180,26138384,14
6281,602,43865158,30
9645,214,86119949,2
8557,426,37068211,6
7066,53,96698311,4
8139,273,90975114,14
7821,4,63099701,9
1578,13,41824963,27
4634,319,13303347,14
2845,273,44813190,8
1909,277,35120595,7
5698,202,96679336,19
590,468,36445493,2
1125,52,25696553,3
3887,619,28904189,6
3988,425,97251252,2
8409,705,80952027,11
9961,701,15071543,11
9560,699,43305448,19
7774,285,77584023,27
3822,421,14054919,9
1739,384,84436069,28
4007,529,86130118,28
4422,622,80911965,22
1345,389,12092074,20
6731,13,88207553,12
357,307,49224417,26
1469,349,81640576,12
2522,267,55064019,3
1846,194,30677479,26
7906,457,31306938,8
3838,8,72589063,19
5225,185,34162173,18
8900,566,96632409,1
760,69,58305444,3
8089,468,70170773,6
8141,106,14958932,18
4921,599,77277457,18
212,388,93018299,1
5142,572,43866422,7
3631,547,25731744,20
8988,385,80862407,10
127,535,32460521,5
8147,516,88711007,10
2046,62,33374003,22
4854,691,49357631,4
3005,64,72423872,29
6874,190,48366044,16
8669,524,35795587,10
8371,309,73141289,7
1504,438,70304309,1
4464,545,93608255,10
3430,434,23864987,25
3815,213,31201306,3
5394,578,69964140,6
3041,682,24518484,25
6130,357,35952760,5
4811,703,84192768,21
9676,435,35874087,1
3759,684,35222599,23
5721,558,44985563,24
7104,165,25876198,19
2177,331,82355859,22
3510,347,34887228,14
3801,550,28423622,30
7355,416,33667404,30
5447,106,60936086,12
9309,379,47896449,9
9291,214,48585827,19
5726,12,87830758,2
4606,535,75563404,8
4101,92,97164508,18
4894,81,90055454,1
6659,5,22076723,7
9729,102,47378123,10
135,400,85567513,25
7010,33,83720040,5
919,498,88968483,4
2944,183,41944336,1
5222,691,94506111,1
4265,59,80889093,6
8660,157,42774679,7
9728,694,28506422,11
5038,497,30430926,9
6750,294,24218867,10
7564,437,16046221,19
5233,26,73393648,29
1014,526,24739464,11
1216,95,39237505,8
3316,228,78976139,3
9015,478,21726602,19
3165,227,77584023,2
2152,76,24405010,9
1557,568,60325806,30
7439,498,13288545,17
4575,654,30415577,16
1765,98,45084519,15
4604,265,96067333,9
2469,537,26622446,8
2909,600,29680748,7
6573,70,69540784,8
1430,101,79284754,11
3340,231,46959735,27
2182,111,16545445,11
1512,120,47348833,23
5594,37,96595682,15
2104,342,53950410,4
563,627,28185329,23
5304,212,18013798,18
2192,16,89039935,13
4332,375,16675836,12
6939,494,12760681,16
6117,149,24999029,8
8826,551,10835898,16
5987,138,73529730,8
9489,232,53884594,23
5960,326,60196563,4
2774,254,11218024,11
9798,91,58757593,26
1547,1,14351328,10
9545,573,85474951,18
7709,431,57416396,24
3381,571,56247049,1
5445,454,50630638,9
7993,214,77471083,23
9837,606,74192183,8
3257,251,36742763,24
2343,438,68625787,8
1878,176,89609737,2
8264,369,49813979,7
8211,586,14439674,6
1807,551,22116580,23
1389,392,79501947,23
8123,129,21232943,15
5694,182,86812759,21
9493,465,66164501,22
5648,42,37528157,14
1799,635,31109835,19
9679,352,52465677,23
1080,582,61672160,5
3883,117,54307431,3
298,375,95127509,16
8963,8,69466337,4
6089,522,25239376,22
8863,220,91206903,29
9320,69,76993022,18
7813,350,69819433,22
3110,148,29410962,6
9839,376,82095406,24
6943,563,52750299,4
8971,204,98089294,7
9060,563,97674447,25
9912,136,94658722,24
1933,239,93896701,11
2344,685,59243883,16
446,439,24174622,13
7176,380,47185590,24
2459,573,38826965,9
7802,408,42848106,13
1427,487,85281903,22
9037,183,81161427,3
6405,466,98629328,6
7877,238,84708218,29
56,32,15355978,26
6393,344,98623681,8
5677,709,12434440,23
2706,247,89342151,10
2872,308,89552553,3
3652,622,51552944,26
5930,631,13503064,16
4073,46,80630952,18
7193,294,36282057,19
7958,347,24261932,21
2441,18,42116164,25
7983,406,28704545,4
5867,63,25767448,23
686,557,92370299,23
1734,127,45144762,2
3646,590,37141466,22
4296,388,13200281,4
6541,380,50126502,27
5470,628,77587402,14
4501,340,29807552,15
6110,680,26271953,19
7785,579,66142968,14
8160,44,47591335,21
2755,244,65807647,22
9637,44,66330359,22
9968,624,39561289,28
8045,314,14447269,26
3033,537,65839798,1
8542,684,34081223,23
8335,682,92730286,19
1924,382,30124255,22
153,73,85651831,10
7826,424,54490269,2
5001,386,51889766,21
7977,158,96148611,17
9095,356,15229664,29
255,693,32097682,18
6696,297,36882311,9
916,100,70304309,10
2158,499,41361476,27
8496,83,45298648,4
9954,226,43280738,24
2597,614,94308117,4
4109,644,20432269,24
395,276,52989969,6
4164,221,61973685,11
165,205,85088082,6
7064,643,76003794,17
2589,155,52327581,4
8775,285,35424522,8
4930,318,67254872,14
7900,323,30225906,21
3451,337,38119920,11
9303,482,24091397,15
4341,491,45769532,25
6102,155,11051970,17
8490,567,12455558,26
1523,403,39685539,8
113,93,82095406,23
9169,45,51264446,14
417,599,45736258,30
2406,440,12902578,23
773,593,37965245,15
4523,435,27574849,19
3836,293,79949826,24
7022,49,84613327,30
1901,605,64134259,7
3250,140,99882165,30
9114,445,45139473,3
7820,501,69671770,15
8032,655,73582072,13
9375,704,92074459,7
3206,147,12405056,3
6950,78,21518402,15
372,249,35563106,6
9407,157,37092577,27
1658,603,51940305,14
1182,462,15528856,21
4759,446,40066745,23
9303,624,11275669,1
7513,704,23412145,3
3488,642,58119132,10
467,644,81982617,29
4782,563,83720040,27
8889,217,18422647,16
736,460,49873494,19
2221,63,91166190,18
5344,237,46490622,6
2586,225,75576584,21
7413,55,72044295,14
3596,338,75147843,1
4408,299,56349034,5
4809,405,62062519,7
2395,344,43435300,16
7843,704,65790993,9
6056,26,75903253,16
520,679,30524230,23
5005,192,32134518,4
590,28,48313944,24
9235,542,51801306,18
5683,688,63872470,4
145,460,26121839,22
6389,286,15672874,26
5944,560,18838051,15
118,300,62568868,30
3521,667,79817426,25
7447,346,66282464,23
6653,187,65743190,9
973,611,17133214,28
9370,156,38877614,6
3646,320,32207104,10
1550,117,89590232,9
4966,42,87989373,10
2622,397,53517822,13
7658,499,70145068,1
5058,336,55954360,29
8871,299,10126791,24
1433,297,96996409,10
4738,69,87261484,18
8145,93,23507885,21
1346,252,57940059,11
1707,426,76653702,21
9358,22,28268841,22
4366,554,78981647,30
8961,573,79815484,23
588,139,62098134,25
8806,573,64476236,12
16,33,62057222,1
9468,289,96263352,3
4523,388,37310292,14
8450,182,45623856,23
9235,416,29884720,14
3618,542,31640419,26
4640,471,15030723,23
9908,624,88525169,27
8319,405,76330604,21
1433,569,38496348,1
74,396,24317818,30
7616,244,74289099,16
3615,561,55350063,18
5703,330,56011614,28
906,347,38599525,28
4002,322,70732665,13
2531,677,20152348,30
6343,6,30225212,3
767,489,88119718,29
9135,263,78476587,5
3141,219,56247641,11
5241,693,79512490,10
3506,226,97088804,18
4375,432,70773853,4
9201,78,41219945,12
2439,333,76451255,6
6832,589,60725231,27
5581,442,41347306,22
540,63,55367414,30
2642,34,96506048,28
7924,390,81010990,25
7583,542,27245366,2
972,624,88768110,17
9403,5,22140757,27
9026,527,93833997,17
3374,332,71617733,18
1701,208,57749300,26
2261,518,16434171,4
9251,310,89713790,11
4477,96,78481607,26
9547,347,31618219,25
1249,494,18733758,1
316,677,61072766,29
8701,108,93740381,25
6138,674,44662304,21
2839,186,73221548,9
7194,666,24593116,7
9621,82,72451960,27
9981,598,48685493,21
6200,472,17346933,25
3685,411,79002878,18
8753,276,14831480,25
3685,631,15020663,11
5660,297,52347159,16
4288,376,85094500,22
2955,126,79220635,22
6757,332,98455913,22
7148,638,64382020,5
2245,98,98503085,1
1214,231,73878465,22
5290,592,74192183,25
3400,20,75888431,26
9056,202,35310699,17
5141,373,90274721,18
9510,377,42193408,24
2831,243,25731744,20
8089,517,34847047,2
6418,228,22116580,8
1517,591,23883900,1
1199,121,22613722,22
4605,210,33784194,6
4788,310,62429198,4
6907,333,72516077,11
843,320,95661343,8
537,358,48936791,7
2176,186,61939953,15
3218,394,50630638,20
2224,526,36081675,1
5463,38,36731562,16
4668,147,19418888,5
5571,97,46823672,1
2221,428,98433808,20
3294,107,64891436,2
235,403,64231290,10
4176,317,25554456,6
843,600,95168152,19
1923,40,57483158,13
8441,352,99988056,24
9509,81,13336528,20
8617,255,29013418,14
6985,643,31246598,30
7175,238,12096284,25
6578,53,38657143,2
9721,493,63856999,16
8346,353,39237505,23
7796,272,70012781,1
4596,22,75515389,17
6590,131,12008103,3
2336,60,69990326,30
6648,258,38963563,4
2422,542,42287382,26
5370,456,40520332,7
5924,172,40428017,8
1492,404,43949531,28
8813,127,77624531,8
1446,521,80481492,19
2421,639,10003790,29
8674,282,17864941,11
8824,582,90197317,20
5376,65,14487670,19
7028,157,32225431,14
9846,384,59038530,14
6678,577,61195591,7
2152,256,11265887,23
6207,511,78949408,8
6343,251,10203162,4
9651,527,60223781,9
8926,153,96163472,3
7042,457,80965718,24
5266,17,36366024,17
7921,124,23461012,25
6345,355,77598518,8
6619,125,99451712,23
8781,415,68204297,12
8780,291,54878787,4
5774,575,17405529,28
1103,181,21097474,10
3745,485,92900528,6
8417,284,86795107,26
2646,410,57767369,11
9531,599,43679710,30
1427,189,85651831,17
2770,475,48927769,22
6792,6,30566017,17
9595,155,55879340,19
3737,304,50550252,25
4113,599,45618386,27
5398,413,23883900,30
1519,340,60950012,3
8615,9,87244697,20
2403,257,23129164,13
4597,407,31618219,29
6769,191,58791231,9
2073,569,59946420,3
4725,59,89767899,30
109,527,46499385,25
4245,564,20422314,21
2576,151,10927109,6
2772,454,71629325,16
4263,114,37815128,20
6757,88,40813425,22
7731,587,92523133,18
2794,629,56769229,4
8305,196,20152348,8
8428,167,15797680,24
5427,55,53192247,22
7086,467,74292234,29
9104,523,65043663,8
7054,377,55026281,27
270,640,17878121,14
1727,538,74778598,18
2754,439,29673297,1
924,526,12026684,19
8755,321,45144762,19
676,190,74965674,20
9040,562,52918311,6
9736,72,90526287,28
5594,11,31556975,9
7320,672,47911584,22
2264,224,24809768,7
4376,63,37178344,3
5936,316,85342446,29
8296,471,70580405,27
159,69,23130167,22
4461,61,70707544,9
5153,702,58383417,6
5727,233,68973894,9
2328,240,12965777,27
1668,523,53371883,5
4474,645,82787007,18
5904,228,93490033,24
6093,699,68349827,8
6350,517,70416013,7
4640,692,77744165,20
7335,535,15864923,11
3422,115,69430790,23
6739,159,51485688,24
6273,629,95710596,12
5424,70,14048622,1
996,330,75076518,28
9696,29,27563829,8
4695,626,59907997,21
7247,602,73823726,8
941,460,21255247,25
1061,235,45458636,20
8617,482,72426535,20
3827,379,56622724,19
2375,73,91294387,18
4159,519,20543546,19
4254,664,38924143,25
4474,495,22053146,28
675,47,16993453,16
6106,417,69189934,12
1641,210,49826379,25
302,106,73678020,28
7293,298,76368034,11
1122,154,48176648,10
5265,682,14850100,2
6227,589,42383854,21
75,305,27407474,23
6784,140,69641475,14
2891,163,97637792,5
1307,366,18013808,13
7389,70,40265287,28
5870,96,89413631,24
3906,537,89782452,23
5647,70,10062418,28
7731,344,12033502,18
3849,216,74176667,20
7004,359,17798608,26
9632,14,31021530,2
4227,607,28006566,10
6113,125,64155350,18
6625,710,58149480,8
7124,236,52039977,16
8799,274,51768793,8
7640,485,42116164,27
9326,12,31618219,18
9359,410,50910502,26
438,627,70595938,1
8851,603,50569269,9
2575,491,71190249,23
8164,664,20917796,20
5068,311,62611886,15
1291,548,52667445,1
3834,590,32225431,11
4050,42,90126492,26
3701,292,41948554,21
7507,137,14547623,25
9006,576,30210776,2
7354,495,63136876,1
5043,175,29964767,13
1232,624,75017466,11
5652,110,35485192,3
116,569,11045582,10
4823,196,44017808,27
7757,105,93455318,12
1771,531,79793273,28
4308,312,85134848,14
4986,244,73033431,26
3375,318,45551061,3
4725,245,53552846,26
9782,565,76535064,9
7246,393,96220864,7
6286,225,77759325,3
239,394,71617733,27
1374,235,78616657,20
1778,416,40704489,25
7120,371,50214876,8
7322,613,15709135,4
6891,696,37026867,8
6268,170,33998518,14
4466,373,93850372,6
4765,153,66716403,6
7731,648,60196563,4
4748,359,18136011,13
3462,251,43090382,9
9797,282,43633000,1
8369,265,16488813,13
4353,526,19405755,12
5997,417,79220635,28
5605,171,82239883,29
4178,492,68110959,24
3022,340,81396834,2
8932,514,95011660,7
6321,109,82579526,27
1692,436,66586472,13
7563,399,28205250,14
5345,135,69556066,11
418,256,10384889,12
9734,240,97352190,19
3969,343,45708416,21
9883,567,91843018,5
6475,440,28476495,18
1596,417,82490860,3
5079,585,85831958,12
6979,508,35700029,1
7497,617,12316983,3
2321,540,11925553,10
5544,201,29967037,18
4876,192,49271273,18
8758,514,28673499,29
2943,74,96520520,21
2869,597,89294338,2
3981,276,97558574,18
4745,179,66257282,7
6716,215,72109751,19
9442,319,11622083,12
9021,392,42075618,4
9947,479,19296750,21
5262,542,77700140,1
4324,306,75060136,8
3294,181,95333907,3
2907,112,28554746,15
4897,461,30688302,21
933,197,76129932,29
4230,691,33506827,9
3343,517,24046438,24
245,524,65038794,4
3201,693,97508704,5
8860,126,89413384,6
7960,77,53954805,17
4655,649,22399329,3
9182,209,72150260,4
5439,2,94071233,2
6388,414,17976634,27
8597,487,43272233,23
2269,430,78223006,11
9672,667,77273133,6
4736,626,56755146,3
1205,432,24810813,11
4814,477,91140558,21
126,451,37368414,16
1727,181,94090505,24
8788,416,19721467,3
8433,326,78596320,12
2778,83,88906264,4
6454,410,13411212,17
6805,135,91036563,25
7902,574,99222429,1
2712,127,83070096,13
1484,639,74063453,6
1710,376,69682051,25
4015,392,30220032,5
4133,196,26914626,20
2751,31,60832139,12
6449,251,95646189,16
4399,533,42192594,21
3597,181,67028875,23
5819,346,97558574,23
5014,531,76247520,22
1122,68,99882165,29
6948,303,12728130,21
8877,326,98353307,16
746,708,79138706,23
4525,446,99215056,2
6962,120,97177755,18
4381,162,52257715,19
4321,104,28120427,20
8876,99,89720135,2
9262,378,29917953,22
4203,681,31813882,9
184,663,94494139,5
8848,116,30456260,23
2114,200,56920133,13
2235,385,87144674,11
4142,471,82105217,19
3431,120,83362351,19
7734,444,52169386,9
6756,461,54750866,22
9126,145,28233413,21
3796,71,50931783,18
7546,126,15601567,12
4983,695,13171573,3
4836,254,78020154,23
963,180,32815416,29
7719,99,64781076,27
1563,452,46712480,4
7455,26,57685728,28
528,336,54307431,1
3641,171,20955018,14
4773,78,88679846,24
4267,85,57845306,13
7796,32,38779529,30
3950,434,31556975,13
2535,435,52750299,29
7417,50,21883660,26
1053,53,42287382,10
1472,338,25518247,28
797,257,36605182,18
1202,263,24475422,26
6718,303,29240764,30
1306,517,54641950,9
8654,254,61707569,5
4037,68,40061084,19
2270,206,37105383,30
6380,217,14880198,2
6799,9,57623632,6
4335,387,92147109,13
5463,534,47389468,29
8676,439,43269476,11
8203,565,89054522,22
3095,416,93046365,30
4754,690,27406605,1
1137,111,63689016,9
2155,633,46918082,22
2405,352,23663009,16
7751,108,51890831,18
1147,205,22079608,4
791,17,54500151,16
4506,38,65790993,29
2098,378,87817296,30
8458,446,73512055,20
4087,501,47380314,22
8531,391,13726334,15
7365,530,54391660,24
3512,703,12976674,3
2901,193,88471278,19
3264,258,33264401,5
6522,247,63689016,30
5896,535,35281200,29
241,569,58435830,17
4371,657,76238201,10
5855,113,99657175,8
8977,704,76368034,16
1725,202,24882608,5
6847,32,33971909,26
3356,561,40845214,12
3311,286,46191891,2
8657,62,65690780,3
6492,236,14658812,22
6374,11,84614473,16
181,685,59807740,17
944,257,55082188,5
2795,96,74821598,7
5783,180,66080816,30
2988,311,12806452,30
5358,420,25885564,22
4153,326,71988995,28
5973,620,73419974,19
2045,595,25799656,24
2815,607,19189043,28
4630,254,62229584,24
7368,35,57454945,8
9988,457,65948756,30
1603,229,62027835,3
794,331,10143279,25
4068,110,72962415,9
571,45,86355948,15
3047,446,33850185,30
10,104,78057066,12
438,338,73955130,8
5593,322,40061084,18
2128,564,31373260,16
1328,686,78325471,29
4175,323,14513362,3
9986,93,94132915,1
5687,169,11571830,12
5036,589,96072546,28
81,326,74242811,27
1850,351,16461831,13
4221,385,80584397,9
9561,97,40135781,21
759,344,54750011,19
5186,245,94884318,3
8406,239,45144762,9
6205,382,90521002,14
1412,361,70851407,29
6955,452,45708416,7
5042,317,96679336,2
5229,242,58051654,14
3303,269,44050715,15
1137,500,71575806,8
6037,2,72941617,25
545,447,27251867,8
2849,78,99353204,11
4002,458,23027604,3
5012,148,92484105,28
1552,208,66553451,4
3331,399,35424522,4
8310,683,46823672,7
5865,431,95379652,11
6632,279,16081188,4
4713,581,32551451,6
2524,637,37919171,20
6260,340,87516876,2
3404,117,89531716,19
9576,315,15982118,28
5983,397,49485021,19
2507,319,10870476,19
3313,200,75366748,23
5206,54,88711007,10
4287,25,48511659,1
382,604,55612244,10
5260,529,75776826,25
9016,465,72779366,3
4220,125,88207553,15
7524,131,45245918,21
9046,81,30787460,15
1115,261,42412083,27
7054,690,49012287,1
438,352,66976487,14
895,218,61907168,4
8751,219,20527786,20
4434,344,27235679,10
7842,52,66907760,9
5658,180,12788862,24
325,582,18333778,17
1166,182,34816704,3
8811,658,14883464,29
3186,134,76715484,16
5975,92,38277711,9
9222,678,94391930,23
33,573,67164367,11
8930,340,58313352,28
1649,100,99427640,6
8850,376,73090187,25
4081,218,18045054,22
8003,239,87335785,10
9812,270,87831762,22
2594,232,83413222,16
4410,150,30306831,1
1368,509,74192183,27
585,236,52087632,14
7415,568,92155524,25
394,27,22091557,8
5625,194,49703207,3
7607,313,65754839,30
6862,520,10062418,28
9062,37,72291184,26
4894,460,59010413,11
7595,484,98905495,24
8721,306,85469826,19
8993,494,85022445,30
3950,386,31683338,16
4302,368,82903782,1
7979,69,62334071,2
6530,558,45947533,10
1258,509,12291972,3
9328,273,98274361,4
5168,118,30650970,10
1608,415,71632459,25
6082,622,44201091,28
1149,470,62229584,1
9741,33,57685728,26
7594,342,71511873,29
2616,462,25366785,25
6789,706,10076858,15
1167,553,31302505,28
9900,130,68852182,25
3491,495,92645576,6
5580,189,20546604,18
9671,468,68376467,17
83,548,78107607,28
1579,112,63236405,15
9036,573,75255317,10
2747,614,29075634,5
2926,132,29680748,15
4385,80,44745453,11
8251,177,84820694,3
2664,310,71689337,20
5325,324,25072953,26
1655,557,60407753,30
2349,365,15604663,30
1529,100,82892400,3
6681,52,24882608,19
4086,369,34629657,9
716,294,52465677,16
5468,319,16254559,5
85,280,34156492,17
9751,340,96468870,20
9328,204,95102749,9
2689,692,76975133,29
7859,319,96543942,14
4634,544,36248973,13
8333,241,20766564,21
2592,417,19506826,28
3985,194,86285334,26
2088,669,97203682,6
4476,673,28585567,1
1479,321,99882165,1
1834,643,14325989,22
1501,640,37997273,1
9628,145,65620833,22
5333,89,40954280,3
6547,639,32809476,11
1985,378,77946614,12
3846,567,63617887,23
4100,505,44143057,8
4488,563,47028839,12
4896,478,14202471,30
8135,76,23574739,27
3364,346,87893851,25
9088,535,97890888,21
3347,195,74116186,9
9227,314,90063179,9
992,260,66950839,26
8463,158,20521959,12
2121,247,96996409,25
8491,517,65900141,13
5040,517,22116580,11
1427,109,13028122,15
292,394,37570249,1
2091,580,33584553,13
5373,579,17226261,22
6202,588,50601865,17
9064,432,34357047,23
7205,687,85505126,22
1738,531,76501187,7
3771,214,15962710,14
1708,396,91107543,7
6606,269,45727504,27
7973,501,43234356,10
8557,222,39559157,6
7517,539,98408705,16
2881,206,58038337,13
4390,304,80645898,23
9824,368,86664276,22
9416,587,99315990,25
2974,365,39546236,4
4830,348,57302012,7
2560,299,37558681,10
6510,68,56920133,18
3163,345,19487726,7
7462,483,83985451,29
2848,141,15355978,29
273,605,18131009,17
7269,507,11687894,1
6712,204,80180328,5
338,387,67062226,2
5885,421,96423477,21
2706,308,82337094,20
2068,580,89046697,13
6496,644,44163824,17
9470,247,45299634,4
4608,586,90880239,23
7304,588,85811873,29
8100,302,81020126,4
4135,154,62661849,26
2489,190,87649752,14
9876,105,74150981,13
9275,145,66318465,19
7601,234,79478025,8
2437,339,56221722,20
5380,172,93821511,16
6953,148,21686727,9
973,593,20104365,12
8467,637,71005346,19
7379,708,66721064,11
9691,695,64305176,2
2142,664,96607279,12
925,413,56274442,17
5747,167,75867745,19
3270,347,35374116,11
2222,484,62707496,30
4546,382,37368414,12
1576,707,69674738,25
9211,5,85306522,8
5146,210,11992378,1
4325,37,80584397,23
6610,449,55082188,12
1158,637,16185491,20
6738,672,38277711,9
7192,36,20422314,24
8172,87,98740239,26
6641,635,77088698,29
9997,163,45612772,2
8188,617,30539207,4
8985,380,22701786,4
9466,117,62764061,24
5019,652,33773845,5
1241,160,33357639,29
2100,298,29620327,8
937,303,29672213,16
7959,335,29959114,7
7793,359,83985451,2
5230,135,29508426,2
2635,158,22461732,21
3289,640,18333778,11
6599,12,95982727,2
4037,581,92973540,5
6660,487,70307334,9
2248,111,71588604,6
7867,89,37942421,2
842,667,26912937,2
2272,390,21483348,13
4678,672,43247291,18
1116,263,18197238,21
8077,102,12405667,18
3388,479,73904468,10
5098,711,32335811,12
8295,503,49907457,3
2965,333,11807193,22
1874,645,26627494,10
5149,12,86991358,4
31,56,25603747,22
5657,277,19039758,21
173,498,27397200,29
6142,295,25607446,9
7489,383,59247859,21
5643,541,99100030,11
9726,416,15417470,27
9472,239,49308939,17
2301,376,47353150,23
6817,200,48127792,11
8586,196,34738800,4
6135,305,66160103,14
6673,266,43633000,30
6057,678,85794953,30
4660,370,73673928,22
4362,162,42231499,26
8816,579,34357047,21
7884,477,55920327,15
4806,165,30963417,16
811,21,38805229,20
1490,47,17430089,7
1095,518,81843531,19
9895,453,60039133,7
1666,256,67125178,13
2672,533,56511538,3
6922,41,47410744,11
3740,445,65586146,23
8860,190,37920861,30
8906,23,41406751,23
9790,363,26980576,22
8562,499,99635928,13
4787,697,34907849,11
1520,458,82208471,8
2796,654,13763621,21
3859,15,92309154,30
429,313,27336722,30
1653,435,97014283,14
5512,479,89624987,3
6168,513,65847023,10
5746,447,41934917,4
3756,163,23338037,26
6951,126,82211822,29
888,493,98928865,25
165,367,45038746,23
1458,232,11809462,10
3848,99,43924569,17
987,392,83634845,10
1573,378,99441456,28
9925,710,76655935,2
275,206,88429707,4
3946,710,39307639,27
8846,197,97213731,6
3250,37,87990955,30
8507,400,59038530,17
9670,484,70399975,8
5129,37,47105974,18
5139,578,70392854,26
6893,200,46748515,26
3128,243,60144669,5
9232,273,53402581,21
3411,607,69570837,22
9300,356,23818080,16
71,27,54975976,25
7438,570,41862094,12
1326,159,38119920,25
2708,333,53799308,29
5829,1,49907457,20
3119,650,22704193,26
1853,355,99860048,12
2956,591,52780378,24
6057,690,86675697,10
4187,6,21146165,29
1686,536,81839517,26
8836,640,52030999,28
2897,209,51758282,13
5282,115,20530304,26
9662,493,35152584,12
290,61,26086600,17
2981,547,81830851,22
6023,236,60112418,11
3365,455,43735755,19
4539,512,60963686,8
2794,361,17822724,28
9156,115,38481088,28
459,384,81107866,6
3514,445,11536105,19
5598,405,55775638,25
5018,589,38289686,15
2087,268,58570136,11
9377,217,61598233,30
1338,660,20021367,8
5049,203,16252512,8
4315,293,39435182,22
4751,509,37067094,26
4894,508,66600812,12
5682,552,93175861,22
4583,10,92523133,13
2118,318,43936731,12
4241,195,16373515,10
8306,36,45988574,13
462,120,70170773,4
3080,651,80776915,11
2991,4,63138507,8
3891,38,10203162,8
840,451,38580501,15
5165,549,57912940,30
9805,432,76593255,21
5514,698,70244244,17
3197,274,50096897,13
6370,132,92985902,24
4899,34,84075912,25
7091,157,43454406,24
9127,326,87400092,7
9893,35,71248228,10
3379,343,69470886,22
8438,174,49604051,29
9389,623,59841323,25
4981,93,75776826,19
6223,594,14509117,23
4735,210,18962041,19
3278,145,61880219,14
2914,320,89480817,12
1412,467,23857774,11
1810,701,31388840,16
5275,667,10072257,12
9084,566,63587917,21
6012,458,55424701,2
4603,133,86409612,7
9774,143,50764639,22
6754,556,31201306,11
8476,43,29795146,13
9384,23,11691144,2
5589,222,11958226,21
3304,46,18315971,11
663,177,83944810,30
7243,508,57749300,8
842,308,86153403,13
2325,242,93857348,28
4553,166,73807874,17
3948,544,59856980,24
4807,703,32156816,13
1407,302,40461343,29
632,157,29673297,5
7161,106,22486807,29
5073,52,69962538,23
5820,246,92685164,21
6020,393,90312813,28
2065,34,72877237,9
251,301,27278192,27
2823,595,53965339,2
7251,635,85948656,23
8299,453,55459190,27
8026,6,76368034,22
2620,394,57196857,26
2731,471,23596992,6
2641,390,89342151,29
3419,624,89173898,17
5104,679,63754718,5
3140,708,58587543,3
3793,185,91434541,13
4774,196,83618799,23
3074,235,30023759,19
1369,288,64553696,6
7954,77,29413190,9
7839,425,82947079,4
6231,11,57261012,29
9385,7,97658677,9
7255,201,70098854,2
6668,355,10880963,4
6464,667,43078753,11
6864,181,14883464,21
22,371,35611588,12
5549,209,30779037,29
8429,643,66348014,4
6163,146,46082625,4
8327,196,51136492,14
4051,66,57779904,24
9747,22,81826284,17
6761,82,20582081,22
8971,223,48199703,18
9447,261,14290263,24
3001,144,48836897,23
5353,551,92267226,4
7722,377,23881299,27
6402,367,22172351,15
8058,503,56622724,6
5461,394,77114842,25
5152,650,72109751,13
7428,565,27726459,22
5220,134,33971884,12
4531,707,80052915,10
9404,527,96139686,29
7044,649,56844331,29
7834,551,81396834,13
8262,254,15371352,6
3170,258,97174335,10
8681,92,92202222,26
5810,645,53084481,4
9127,423,35784863,10
2738,461,12859358,16
6562,105,23188512,18
6863,155,70701853,2
7204,294,98842828,27
7886,359,74192183,12
8952,552,66444599,20
2807,45,69939438,3
7772,11,41963250,30
7574,73,42848106,2
3165,602,80990889,22
1257,132,52289644,2
463,104,40015416,6
5613,227,40535648,19
5582,75,25239376,11
5779,326,34853117,15
6520,193,25863347,21
2074,111,89573784,15
2428,118,81178040,1
2555,138,29341349,21
5287,26,85480805,14
464,285,97997603,2
2923,397,44131392,27
3526,649,24781836,6
8687,285,75457218,6
4659,386,53830780,17
5015,513,14636558,26
2717,325,41638166,10
5455,246,88557455,15
6306,589,34869239,24
5503,109,37087549,14
849,671,72949232,16
319,311,93674661,12
6956,41,24821905,19
3520,73,12136172,26
1599,197,35318394,13
134,412,66849008,1
3108,334,25767448,26
6226,292,67160767,2
1451,299,23434389,20
9503,31,48290907,19
5486,465,12398797,5
5928,566,29964767,19
9613,702,40704930,22
9460,587,66147560,19
5737,134,30982717,2
6323,212,92335055,22
2352,566,68110959,3
698,62,78266691,9
613,404,30616399,29
1222,176,10784125,27
2417,651,88421583,11
8515,398,95142556,7
9709,130,61668560,1
1004,36,41940087,16
4703,459,12902125,8
5495,359,55395933,11
7824,620,51140902,13
5738,302,96880630,22
4291,56,96131631,22
8621,118,66444599,14
1963,513,55974465,2
920,511,85937674,19
3572,604,53501208,1
8423,661,74490820,30
6254,61,46601073,6
3244,146,32906856,29
165,495,32151010,8
8279,44,53887986,12
4789,695,57200031,18
4548,368,86594532,14
3457,654,19556288,6
675,350,85361541,22
2916,520,65658552,27
2077,130,40758198,20
8159,187,19916132,9
9750,544,92850113,28
5553,454,21665833,2
7831,141,68959345,14
2941,17,66025876,29
2558,608,52536231,2
1951,109,76728386,5
8255,365,38009214,24
7444,69,86447056,25
1308,249,84982812,20
2854,697,85995709,4
4911,474,56501118,3
917,624,90116441,16
6153,436,92518396,22
6186,201,61209507,18
4699,698,10646260,18
1216,94,31680166,18
6004,437,62568868,10
3699,646,66913946,1
5935,230,40479190,7
6058,279,78759169,13
8724,582,43032275,13
3101,262,81433496,20
8739,229,68973894,11
9390,238,88608203,1
9597,177,78881406,29
7255,390,92523133,27
7662,309,52667445,14
4471,24,42272001,5
