household_key,BASKET_ID,DAY,PRODUCT_ID,QUANTITY,SALES_VALUE,STORE_ID,RETAIL_DISC,TRANS_TIME,WEEK_NO,COUPON_DISC,COUPON_MATCH_DISC
3844,84245810,112,688424,8,132.56,29,0.47,1595,59,1.72,0.5
9765,48347261,562,800063,1,45.22,22,1.3,1356,16,1.05,0.32
5160,52294695,378,569147,5,181.75,147,2.13,1195,37,1.66,0.53
1467,86381669,318,270569,2,64.44,355,4.02,1627,15,0.72,0.61
3165,70578306,303,576395,4,180.64,413,0.94,1727,98,1.39,0.97
8031,24433430,171,235131,2,61.54,91,3.63,1141,101,1.38,0.48
5654,19805189,190,525860,9,30.87,207,3.73,1327,101,1.32,0.68
3593,76959626,533,267016,10,43.7,490,3.69,2084,71,1.47,0.37
7404,93079834,345,817149,1,44.64,298,1.07,778,41,1.71,0.1
9885,18398264,219,863664,3,118.56,314,0.65,1902,57,0.8,0.13
2358,55095347,520,189271,8,63.36,183,2.8,1537,6,0.11,0.46
7758,37000504,710,726305,1,45.47,432,1.24,2089,48,1.5,0.08
540,18868912,629,756286,3,52.56,192,1.48,680,98,1.62,0.38
6558,89597557,245,194969,5,230.9,239,0.45,1455,95,1.15,0.17
7962,76487239,98,481982,2,87.2,147,2.09,634,18,1.24,0.13
491,34681473,682,710342,2,99.08,125,3.26,1115,3,0.28,0.72
8692,74559248,379,889773,1,28.79,181,4.17,1946,3,1.0,0.32
2356,72751726,355,660372,8,18.64,179,4.17,1938,62,1.5,0.78
3709,95920203,114,466362,4,42.84,312,1.92,2044,74,0.18,0.35
8966,15895651,91,599614,10,153.1,91,2.07,1250,24,1.46,0.14
8121,69381363,615,148110,9,122.13,71,4.96,1618,2,0.43,0.08
2624,81146268,571,313905,6,128.46,48,2.81,2094,68,0.92,0.15
5408,59888639,341,297666,3,17.22,467,2.22,1180,54,1.3,0.6
692,51989041,16,137649,6,167.34,72,2.11,1702,89,1.23,0.68
4277,64548567,93,108494,1,3.42,169,1.62,995,23,0.72,0.92
1630,88754509,68,960304,6,262.08,295,4.57,1002,28,0.18,0.27
8271,54238798,234,677796,8,170.64,231,4.81,836,71,0.76,0.83
9037,89021795,545,979990,4,52.8,231,3.75,1042,2,1.17,0.24
5292,63243950,355,268010,3,144.51,345,0.24,1127,41,1.57,0.54
4947,60234501,19,901910,1,13.93,67,1.29,1022,48,1.44,0.22
4835,27403048,477,543327,2,38.24,378,3.94,1146,1,0.38,0.11
553,37876720,133,947138,6,284.16,421,0.57,1406,63,1.17,0.65
2003,38374869,120,297277,1,25.36,116,0.4,808,39,1.38,0.26
8330,80008260,651,147956,10,172.1,65,2.26,1857,60,1.34,0.29
4362,79983040,453,274212,4,39.56,49,1.61,1112,11,0.42,0.23
4951,33938012,293,736805,7,167.02,135,2.88,783,62,1.74,0.2
1301,31932209,231,624685,6,215.34,431,4.92,841,4,0.75,0.2
162,63545933,457,917576,2,65.32,77,0.28,1796,37,1.0,0.35
9138,34239541,489,807033,8,261.92,471,0.47,1239,10,0.9,0.72
1425,89047420,666,602628,5,208.55,318,3.75,1450,34,0.36,0.93
993,67644948,543,957044,7,5.6,62,1.33,1512,46,1.42,0.46
3109,43028690,506,633388,10,80.6,378,1.73,814,78,1.05,0.91
8976,21404934,535,746916,7,61.18,325,0.47,1200,50,0.73,0.27
4501,49821891,134,622746,9,64.44,86,1.8,606,53,1.71,0.28
4730,14500538,81,351035,3,99.72,415,2.49,1072,88,1.65,0.62
9154,95772043,693,253931,7,144.76,314,1.28,1613,95,0.23,0.17
9181,65618815,632,133214,4,140.72,357,3.5,662,12,1.36,0.03
4616,56940163,701,770381,7,221.62,492,1.3,1302,46,0.05,0.88
2957,35809003,425,667501,5,131.9,399,2.79,1287,80,1.41,0.22
761,60651421,500,297277,8,196.32,161,0.83,2097,28,1.49,0.86
880,33428042,227,193108,8,119.04,309,1.23,1459,21,0.84,0.7
308,41078144,693,296414,6,174.3,473,3.37,1673,2,1.37,0.06
5966,47609182,291,802637,7,36.4,179,4.34,1421,41,0.86,0.67
124,30626648,194,328900,8,390.4,77,1.42,2143,60,1.5,0.51
7014,26243965,457,434776,8,256.16,225,3.45,1558,86,0.94,0.92
2217,13812004,316,144557,1,26.18,76,2.0,1439,94,0.26,0.93
5806,34294147,159,897365,1,39.27,287,2.94,1065,80,0.72,0.7
4276,55634890,173,922959,7,127.33,131,4.42,2056,3,1.13,0.0
1974,62121834,177,844313,10,289.5,236,3.58,1651,67,0.67,0.1
2522,73032282,680,714985,4,190.16,288,4.33,1901,34,1.44,0.6
7349,29664000,200,824960,5,155.9,147,2.36,1852,94,1.0,0.68
669,78083140,322,843870,3,49.98,368,3.58,950,81,1.15,0.87
7908,20041960,170,439706,5,153.15,137,0.27,1858,96,0.48,0.78
1626,97899625,615,647033,6,130.74,264,3.16,2077,42,1.64,0.77
6328,13909501,706,131680,7,222.53,272,2.69,1532,7,0.91,0.08
8419,43436065,545,929043,6,153.78,274,2.82,1198,102,0.37,0.49
3834,25024232,463,226757,2,73.72,119,2.25,666,4,0.25,0.05
9710,80998386,553,240475,10,11.4,220,1.27,1178,73,0.12,0.02
145,64119058,653,694921,4,83.64,134,2.46,1921,35,0.89,0.23
1748,48261412,289,515099,5,80.2,188,3.07,1007,43,1.79,0.13
3683,23382989,395,123311,4,155.4,460,0.62,2186,89,1.16,0.72
3881,92667340,257,151075,3,66.96,444,1.73,1003,35,1.86,0.75
2848,20845659,416,741691,1,36.89,7,2.31,1387,96,1.42,0.14
1701,89371223,26,356561,4,6.96,193,3.61,1487,17,1.36,0.94
1906,62583394,453,424040,4,27.28,15,2.53,990,13,1.97,0.15
3032,12061014,680,254721,5,51.5,117,2.43,833,88,1.35,0.93
8679,46245330,704,922959,1,37.5,464,1.47,1075,41,0.03,0.03
8905,31362948,566,407196,1,48.87,206,0.6,910,29,1.08,0.91
6371,36725842,65,766109,9,379.35,43,4.99,1196,19,0.12,0.99
1847,63978078,698,963674,4,65.8,279,3.0,1091,87,0.51,0.68
347,76932770,40,193267,10,321.3,175,3.03,1189,38,1.13,0.65
8863,83196263,356,356123,10,38.9,218,2.4,1950,24,1.34,0.5
9447,55092262,381,349499,2,4.2,47,4.35,863,15,0.62,0.19
5010,14845396,284,526867,6,174.9,106,3.43,1429,13,1.41,0.02
6500,95577886,526,215341,10,120.9,386,0.29,662,18,0.42,0.08
6624,21023023,328,499746,6,215.1,486,3.73,1124,21,1.03,0.61
5939,48554948,437,161610,8,216.16,388,0.98,1139,22,0.36,0.57
1568,60921824,361,587408,1,13.36,291,2.93,1808,102,0.18,0.41
6394,85390183,204,716031,1,49.97,408,4.13,1484,56,0.47,0.24
6625,51532444,61,614174,10,103.6,495,2.66,2137,84,1.05,0.08
9038,94614343,457,753402,9,345.69,93,4.8,1486,69,1.48,0.86
708,99259771,599,678134,1,33.71,114,4.53,869,33,1.72,0.09
8030,29413041,354,922449,8,53.92,118,3.83,910,31,1.86,0.63
6410,34431486,235,780266,6,47.52,455,4.69,1084,48,0.04,0.96
2793,90048859,668,172133,1,42.77,430,3.8,1008,49,0.91,0.11
3038,12046280,466,328900,2,81.36,309,1.78,1426,101,1.42,0.4
7536,79969319,604,868948,1,6.86,204,0.08,727,22,0.21,0.7
6530,35243806,417,543016,2,54.54,215,4.07,1079,83,0.34,0.98
789,40996873,566,799330,6,54.42,23,2.82,796,57,1.72,0.75
6067,16899161,453,419927,9,365.31,258,1.78,1951,65,0.5,0.25
9598,55197418,635,330888,6,214.68,58,3.23,753,42,1.91,0.76
5,14835726,82,999840,8,98.64,156,0.15,2091,84,1.65,0.3
3327,49960476,322,633353,1,18.32,94,4.63,1672,83,1.68,0.37
5383,40806999,615,877962,8,85.36,319,0.46,1565,102,0.44,0.81
7052,48445143,659,749380,7,36.33,140,3.99,1630,90,1.83,0.04
1281,47682627,699,681162,3,5.37,58,4.3,778,67,0.48,0.51
1519,88101893,318,656567,3,25.59,432,3.53,1303,8,0.61,0.95
4774,56715758,303,316102,8,86.0,197,2.7,1895,11,0.06,0.11
6947,25658029,156,542959,6,116.82,449,4.23,1486,32,0.25,0.64
6631,82887875,397,561962,9,177.57,307,0.05,1971,95,1.37,0.23
6080,27714968,128,826809,8,315.6,341,0.36,1567,5,1.42,0.56
2421,53885443,68,780413,1,15.07,443,4.92,955,4,1.62,0.8
9147,46831580,107,300984,1,3.99,402,1.0,1489,94,1.94,0.9
3482,32218779,523,341091,7,141.12,123,3.58,1541,101,0.21,0.99
8150,80886573,317,405781,1,40.99,469,1.37,1272,89,1.96,0.75
2103,33823218,328,632414,1,5.76,215,1.64,1727,66,1.81,0.63
4897,49613176,366,649150,4,20.88,474,0.5,2024,92,0.25,0.02
6618,81617482,33,100309,2,11.68,95,3.48,637,89,1.27,0.14
7372,15684679,269,629263,10,6.4,284,2.16,700,75,1.95,0.84
5451,49776933,576,915295,6,38.64,478,1.07,1319,7,1.99,0.56
1205,30166498,435,647321,6,97.56,162,0.88,1068,11,0.91,0.84
5851,89226472,209,227419,4,187.96,103,3.07,1919,92,1.37,0.1
7165,52691034,261,338270,3,90.06,318,0.18,1413,87,0.84,0.31
7401,32754135,442,951684,3,110.7,323,2.26,1038,87,0.29,0.71
3428,96311068,174,333058,1,24.59,327,0.81,877,70,1.74,0.86
5859,59349837,544,400117,8,26.96,213,1.19,2102,38,1.52,0.35
8890,53494017,59,697682,6,299.16,229,0.44,1646,60,0.47,0.9
604,29030970,96,492498,7,112.91,488,0.33,1758,84,0.17,0.16
949,54096798,90,137122,10,145.4,18,0.91,2055,55,0.33,0.75
1005,49958967,275,123198,5,244.8,416,4.85,2183,88,0.44,0.95
6599,46088595,53,328170,4,76.12,437,2.86,1358,44,0.47,0.02
2588,74153734,187,916621,1,33.08,32,0.23,1531,94,1.0,0.17
1703,34020209,194,139723,7,285.25,69,3.4,1086,26,1.91,0.03
7591,13968081,70,424072,9,298.35,50,1.53,1778,76,1.21,0.44
820,68337049,685,411788,2,53.96,5,2.02,783,35,1.19,0.8
6190,37596870,260,161116,6,42.66,23,4.25,1093,61,0.08,0.09
2685,75460376,263,777878,5,37.95,131,0.62,2021,83,1.48,0.8
2196,89621303,245,790925,5,233.0,428,4.07,1694,75,0.7,0.93
3397,87656901,439,352903,10,55.2,89,1.44,1761,35,1.87,0.99
2222,21591186,492,637239,1,30.87,263,2.33,1138,55,0.72,0.51
4276,70276237,551,709145,10,158.7,407,3.88,845,51,1.89,0.84
6702,66475525,213,532966,6,260.64,451,4.77,1949,33,1.47,0.5
3458,92083520,44,479806,7,254.03,83,1.76,1799,60,0.32,0.54
6393,30531214,492,889791,1,17.88,37,4.43,1039,97,1.84,0.94
5131,57481051,399,447608,7,237.44,478,1.3,1033,88,0.66,0.46
1148,14513498,249,831918,2,32.12,331,3.6,1802,86,1.12,0.7
5012,57412721,341,731479,6,17.58,195,0.17,818,3,0.34,0.61
5869,49645199,551,443754,8,184.4,175,3.08,2001,46,0.38,0.21
554,82651500,437,511760,10,442.9,136,2.45,1287,31,0.2,0.74
7273,46599502,532,293461,4,4.24,324,4.86,772,45,1.39,0.21
2124,33254709,386,993053,5,13.35,281,0.07,870,4,0.96,0.34
2288,64364296,4,591696,2,44.22,226,4.51,1465,79,0.24,0.04
8487,99229134,525,890233,5,80.25,401,1.69,1370,8,0.47,0.96
6040,74556576,252,714348,1,33.34,77,1.92,1844,1,1.17,0.49
2998,43309588,374,507895,9,299.61,169,1.73,1125,60,1.69,0.35
8496,80949118,296,197045,8,110.16,171,4.87,932,48,0.71,0.51
3034,62541740,591,973737,9,157.14,21,2.48,1815,67,0.62,0.6
4246,29542828,144,280876,10,141.4,345,3.78,957,42,0.66,0.74
71,47953560,199,409987,5,182.7,440,1.9,758,81,1.96,0.04
5465,14543734,360,997743,8,270.96,261,3.82,960,88,1.05,0.97
4170,83411699,694,592974,7,87.78,17,2.57,1182,20,0.4,0.5
6962,79814313,197,136913,9,354.78,272,2.51,887,5,0.05,0.17
4392,65285902,526,116619,9,28.17,18,3.59,1378,89,1.41,0.66
4660,49647278,571,254347,8,113.04,191,4.02,648,64,1.55,0.19
5378,50727097,545,819771,7,165.48,183,2.67,1130,68,1.43,0.69
2885,88980415,562,166500,10,216.7,498,0.46,883,3,1.94,0.14
3091,26462535,571,761654,3,146.76,155,4.81,2145,42,1.86,0.29
9954,67170725,582,226228,4,44.08,287,2.03,1666,34,1.36,0.79
4553,10243015,411,352396,6,232.8,24,1.37,1615,84,0.46,0.04
9019,82337367,341,728963,4,89.92,465,2.56,1799,63,0.56,0.73
234,85256291,679,159642,7,107.31,213,2.89,2176,51,1.57,0.05
3327,92059914,682,427434,5,127.7,196,2.44,1340,27,1.09,0.27
7388,26017532,326,208579,8,153.6,303,2.83,997,12,1.65,0.15
3416,24682204,485,783706,3,12.63,408,2.97,991,90,1.84,0.91
5675,89161453,177,278511,7,342.3,339,0.63,1161,91,1.43,0.63
4392,73856579,513,449526,3,123.27,315,4.83,1540,102,0.72,0.16
562,13149831,110,772489,7,189.14,23,0.24,620,55,0.81,0.33
5507,42868149,324,191877,10,8.9,266,0.83,1591,11,1.4,0.85
9841,50603343,30,279337,1,21.84,106,2.25,2178,43,1.74,0.94
6410,47033642,609,735905,7,340.83,415,3.65,1553,18,0.02,0.78
8331,44806056,394,650490,7,122.01,165,4.15,2081,93,0.65,0.88
2949,98685399,577,708947,3,6.78,474,2.49,946,44,0.82,0.88
9114,53339039,530,593887,4,99.0,363,0.29,1889,53,1.03,0.08
9471,38687061,665,697354,9,105.21,74,2.52,889,1,1.87,0.83
1534,14351103,367,696019,1,28.32,374,2.38,1880,41,0.08,0.96
2946,28738712,559,306155,8,331.68,499,4.41,2063,85,1.9,0.72
1845,55557501,240,499334,6,70.5,21,1.9,1151,90,1.02,0.34
3266,39948959,679,268449,1,15.35,292,4.54,1963,22,1.93,0.56
5268,13260210,271,813183,5,73.75,499,3.86,1767,80,1.44,0.39
7125,47859516,667,164533,9,31.95,427,4.02,1292,6,0.49,0.3
6540,48780262,505,325187,5,119.6,199,2.48,905,95,0.05,0.81
1772,37982007,78,942062,9,261.45,495,3.11,1951,8,1.6,0.24
9022,69200690,39,752658,3,51.3,40,3.46,1033,21,0.98,0.53
7527,47937093,469,314859,10,310.6,191,3.9,1867,43,1.21,0.6
3625,51568741,441,305877,9,120.24,474,4.82,748,42,0.86,0.63
3202,51995252,521,906785,3,123.15,235,1.69,907,42,0.35,0.62
7509,90228631,303,634662,2,85.22,310,2.03,604,62,1.95,0.33
4778,52643381,233,903950,6,4.02,94,0.67,923,5,0.42,0.17
6266,59368784,252,792685,9,15.3,352,4.24,686,86,0.7,0.22
6435,76549008,681,415139,8,116.8,214,1.39,803,92,1.95,0.14
814,70345549,281,149804,5,17.65,424,0.78,1093,67,0.53,0.44
3154,70267941,639,317625,6,193.62,145,3.73,1487,66,0.43,0.91
8445,26535259,317,582368,3,63.39,89,0.52,1099,95,0.78,0.99
5908,28089587,620,451938,9,417.6,308,2.19,1887,41,0.43,0.27
6838,24186817,382,587640,1,37.49,171,3.28,1717,92,0.9,0.75
883,63932981,552,901445,7,189.7,310,0.78,1609,68,1.25,0.2
919,21023023,144,273785,6,85.62,195,0.37,971,45,0.29,0.76
6832,62589037,53,364853,9,223.65,227,4.58,1951,76,1.49,0.34
7890,81236559,191,864244,2,15.92,42,3.86,1716,65,1.74,0.92
102,68534791,591,525173,10,498.7,19,3.44,1345,100,1.99,0.2
5009,91052401,494,364880,4,46.28,327,3.78,667,55,0.84,0.27
4189,68629661,1,616078,5,14.4,327,0.83,1482,30,0.85,0.01
6677,62949816,526,858527,9,273.42,389,4.41,2133,90,0.46,0.38
2035,92725616,194,293052,7,235.2,190,3.83,661,25,0.24,0.69
4810,11017266,288,820233,10,284.8,157,0.07,1709,14,1.01,0.4
2362,96992752,608,570210,7,86.1,18,3.09,1499,96,0.09,0.16
5638,74846932,180,606907,6,203.64,381,4.89,1124,15,0.97,0.34
43,29150407,64,317471,3,119.79,262,0.04,1731,88,0.24,0.62
6370,19432808,412,717588,8,185.84,358,4.62,1737,9,0.54,0.86
3182,67963325,442,780575,2,83.54,328,0.88,828,77,1.18,0.95
7340,85253649,264,229791,3,57.78,399,2.93,2106,24,0.93,0.43
2884,67634671,548,131164,10,78.0,334,4.1,1537,50,0.39,0.61
653,21094008,7,625168,10,132.2,274,3.74,847,82,1.53,0.25
3344,48347261,402,515547,3,119.76,419,4.9,1864,49,1.95,0.99
8144,13860197,604,320851,3,16.59,168,0.31,1117,18,0.77,0.54
5896,28825726,686,515758,3,41.55,141,1.25,1280,49,1.04,0.7
6783,98386690,596,157702,4,44.76,39,4.43,986,47,1.24,0.94
4438,97452762,665,567138,10,312.7,310,2.09,606,5,0.19,0.67
6694,63931403,655,563941,9,78.48,293,4.18,906,86,1.75,0.88
8932,24667556,70,652393,3,97.38,193,1.83,1519,4,1.84,0.38
8221,36003373,295,967584,9,391.86,167,1.11,1805,17,1.31,0.6
5379,51089838,97,621990,8,283.6,312,2.18,1084,54,0.49,0.39
7562,99077539,641,917576,10,413.5,101,3.35,800,30,0.3,0.75
2242,18074043,232,743622,4,147.04,114,2.48,917,93,0.95,0.42
1770,99558129,412,543362,1,44.17,359,1.1,1160,70,1.73,0.46
2421,19416851,353,323044,4,59.52,484,4.97,1786,17,0.64,0.85
2994,41398647,6,317156,9,128.43,404,4.96,1074,100,0.88,0.76
2413,24111281,29,643852,3,9.66,318,2.98,1576,37,1.97,0.31
7253,77933674,541,579996,7,190.05,287,0.57,708,14,1.4,0.89
6686,35791227,510,259160,4,65.16,403,2.13,1097,14,1.29,0.9
2696,54555996,406,343735,4,160.16,319,0.14,2088,1,1.35,0.61
4302,80149099,618,561343,3,104.31,193,0.22,2065,42,0.15,0.93
7316,24078230,611,992265,5,49.9,36,4.15,649,91,0.24,0.73
1522,30728715,277,261415,1,20.36,259,4.84,661,21,1.66,0.19
1213,32916408,50,624526,5,95.5,238,3.98,919,79,1.59,0.86
4563,39571415,526,993780,6,51.36,397,2.41,1699,17,1.73,0.08
3667,84355537,10,854534,8,142.0,391,0.04,1639,92,0.83,0.18
4475,30391288,18,509383,6,12.24,469,1.56,703,27,0.83,0.1
911,52856963,624,834969,10,383.1,374,4.91,1542,85,1.66,0.72
170,60073772,591,501563,3,16.65,409,4.88,604,97,0.49,0.65
2186,83471248,134,548257,4,141.2,402,2.16,1360,57,1.53,0.67
639,74276977,86,266152,9,82.89,302,2.51,1264,61,0.21,0.46
1936,64697817,200,607952,1,0.63,267,2.42,2091,43,0.81,0.16
4408,48441444,594,679239,7,77.77,478,2.5,2184,78,1.16,0.14
6394,24190067,567,269709,7,145.95,215,2.32,1547,8,0.8,0.44
8948,13909501,184,201262,5,238.35,64,4.55,1820,91,1.53,0.48
4878,61125943,86,130843,4,62.08,265,4.79,1216,38,1.57,0.89
512,72121298,138,798214,4,199.2,417,2.22,1533,95,0.46,0.17
9077,41236754,377,230972,4,195.88,3,0.94,1884,9,1.93,0.31
125,97077175,170,483337,6,158.4,64,2.8,755,77,0.84,0.86
7830,61805130,702,551572,2,32.02,235,1.34,2089,77,0.12,0.93
3641,95346773,24,466356,10,295.2,296,3.63,1388,62,1.54,0.74
2876,35760359,537,121600,9,273.78,302,4.57,1587,15,1.9,0.94
6705,61909845,6,128377,1,12.78,418,4.25,2023,100,1.83,0.74
7870,75951079,135,398760,2,69.82,205,4.33,1141,3,1.77,0.6
3159,79039337,151,817901,6,152.22,336,3.48,893,14,1.51,0.73
4875,15986127,681,615038,2,63.18,212,2.31,1319,93,1.52,0.72
51,16281061,61,289221,4,36.08,258,3.0,2145,85,0.82,0.35
2812,38882750,77,693994,1,37.23,352,2.59,1182,69,1.46,0.07
2874,14520239,117,390832,3,37.29,350,2.46,1463,41,0.63,0.87
2441,89620189,208,828269,7,331.59,20,2.2,1416,52,0.47,0.96
4971,56542358,27,241006,2,77.46,436,5.0,1996,67,1.35,0.84
8305,12890356,251,630775,3,140.49,71,0.33,830,93,0.44,0.31
46,71187266,280,545708,1,29.28,216,3.01,1484,79,0.47,0.08
938,82606128,694,818869,6,12.6,469,1.45,1651,99,0.76,0.75
3940,38687061,673,778125,4,38.12,152,3.83,1840,9,0.72,0.07
6971,92075175,65,940543,8,189.12,252,1.57,1989,42,1.45,0.96
8137,44208782,670,839381,1,35.51,319,0.99,746,36,0.16,0.16
6005,89237620,403,812761,5,67.2,109,2.09,1580,8,0.28,0.4
9609,75183798,677,110049,4,85.48,58,4.55,1821,28,0.25,0.45
1124,90859023,393,538364,4,90.48,384,0.85,1135,55,0.74,0.58
509,53940051,504,728963,6,37.26,495,2.7,2119,83,1.01,0.32
4896,20596048,133,839520,6,184.56,260,4.79,1027,77,0.93,0.24
1506,85509527,471,176641,5,162.15,202,1.43,1939,24,1.66,0.23
4059,49326162,37,419210,5,135.55,235,3.09,1049,21,1.76,0.69
4136,63043625,250,731326,2,58.84,339,0.84,1435,81,1.96,0.48
4445,83743616,269,990351,9,97.47,296,3.99,1973,40,1.18,0.11
635,77034492,691,786042,7,289.38,236,3.38,1848,49,1.56,0.1
9817,51843022,193,357193,6,212.4,416,2.8,1947,85,0.61,0.61
8635,87148473,650,260783,9,283.68,314,4.13,692,14,0.27,0.09
7609,66790911,537,286326,2,99.2,447,2.76,1772,33,1.06,0.89
2217,37482355,578,228133,7,308.28,499,0.23,957,30,1.19,0.88
6550,37538938,702,851663,8,339.92,481,4.31,1875,37,1.89,0.13
4068,40963849,349,635737,3,17.61,186,0.5,721,67,0.9,0.08
6842,95920203,400,769550,2,41.5,160,2.2,790,83,1.46,0.41
7921,88342620,12,195923,4,66.44,187,3.43,1728,42,0.7,0.84
5657,85928804,436,247806,5,18.7,58,4.08,707,45,0.14,0.54
6868,36567914,442,572971,9,338.31,387,0.89,1864,38,0.99,0.41
5297,77856423,391,107965,7,120.54,347,4.29,1535,52,0.36,0.97
5128,40862257,610,505345,1,43.43,447,1.3,939,49,0.82,0.85
2296,63759990,645,910180,1,43.12,40,4.36,1714,97,0.19,0.71
3259,22196614,21,498399,8,40.08,177,0.95,1206,92,0.1,0.19
7816,52511857,617,262681,5,16.5,204,3.62,681,53,0.02,0.05
5920,76639349,384,958095,8,281.68,152,2.27,1070,8,1.52,0.92
3903,26346497,690,821236,5,234.55,3,0.91,903,48,1.11,0.67
2326,82858369,316,793660,4,172.84,211,1.83,2054,77,0.77,0.06
6883,14350134,490,827184,6,117.6,77,0.47,1072,73,1.12,0.34
2751,77663090,359,281704,5,173.25,249,0.41,2194,3,1.1,0.23
271,83743616,289,539017,8,73.36,136,4.06,997,29,0.11,0.53
215,81689769,53,465239,2,50.58,498,4.17,2194,99,0.95,0.41
1785,96056731,399,206853,8,49.04,228,1.31,1090,41,0.93,0.51
7066,75693292,451,412539,3,144.15,146,4.27,2157,42,1.62,0.97
6425,77014982,295,782869,5,187.3,35,0.95,1611,24,1.9,0.79
4303,69335832,208,552667,3,27.66,91,3.52,1098,45,1.03,0.94
6907,76630262,337,883652,2,74.84,152,1.28,795,85,1.09,0.47
9815,80724214,104,601824,1,43.43,220,4.82,1117,26,1.48,0.09
5231,91724959,39,236118,8,52.96,147,1.86,2059,32,1.02,0.29
5186,93625080,221,667026,3,45.51,369,3.01,1458,27,1.41,0.72
1318,49126682,180,664470,2,14.76,309,4.04,1545,36,0.66,0.64
5850,91998426,302,175083,8,91.36,391,1.53,950,31,0.29,0.08
1098,37779694,589,521545,8,148.16,263,2.62,1377,4,1.72,0.08
5129,84503022,387,603739,2,86.26,294,3.14,634,17,0.45,0.86
3532,83545767,167,962577,10,238.6,329,1.56,1287,7,0.19,0.1
1982,36967669,81,119070,8,289.2,375,0.01,1124,57,1.78,0.46
4593,28223385,45,164333,10,362.3,243,2.16,996,47,1.86,0.42
8354,41236754,240,445632,9,151.47,240,3.91,2134,78,1.63,0.14
2716,29563429,325,565811,4,146.8,135,1.95,1712,31,1.95,0.71
2857,82835056,212,718415,9,411.57,223,1.79,842,66,0.45,0.24
518,51652674,49,452524,10,105.1,59,2.39,1144,18,0.06,0.24
809,57926857,205,980290,2,96.88,437,0.12,2090,34,0.86,0.17
1263,17896832,232,441474,4,48.56,386,0.77,1825,70,1.1,0.61
6538,61891094,61,863664,3,50.79,103,1.51,1669,83,0.69,0.46
993,26702038,618,646009,1,22.82,500,4.74,1871,48,0.1,0.93
1650,15945307,134,565811,2,64.68,392,2.2,1365,38,0.92,0.61
9245,94168409,363,812491,9,360.27,11,1.15,1514,68,0.46,0.07
3306,47558799,241,484517,2,66.38,403,4.65,1493,9,0.08,0.44
7667,96421000,29,415319,2,46.96,259,1.62,2042,86,0.66,0.22
6626,88062267,631,935279,4,41.8,221,2.39,1616,3,0.16,0.56
7059,81685711,501,166065,8,8.48,242,1.6,1716,69,1.85,0.83
6324,51502546,612,193495,8,346.96,487,0.45,1878,27,1.45,0.45
698,88101893,75,322461,4,197.16,369,2.69,1183,30,1.13,0.69
7597,88362804,711,297445,2,16.9,81,2.16,1874,1,1.21,0.27
2731,94673525,653,561807,6,3.96,148,4.05,955,59,0.17,0.43
8422,46134085,226,142848,7,116.13,496,3.89,1831,24,1.37,0.29
7180,21009286,173,625917,4,67.28,87,1.08,2172,86,1.03,0.33
2427,95574919,711,584217,6,81.9,202,4.21,738,54,1.93,0.94
1300,49776933,33,967289,10,42.9,66,4.9,966,53,1.47,0.28
6753,91724959,20,648958,1,43.83,412,2.32,1746,24,0.95,0.45
6342,55156770,584,414659,2,27.8,53,0.85,2018,68,1.64,0.13
2396,17546032,550,752072,2,28.04,467,4.38,1256,53,0.67,0.49
583,86601675,336,729877,2,2.92,297,3.12,1135,66,0.82,0.41
2213,11396675,628,231554,1,18.79,373,4.79,1590,84,0.56,0.53
4410,46470557,579,207466,10,334.6,237,1.36,838,16,0.54,0.76
346,43634395,425,900400,10,235.7,318,0.86,1707,38,1.61,0.31
4918,53554340,107,920891,7,119.56,328,2.17,1675,89,1.59,0.56
3841,67561154,544,207516,10,304.3,120,4.21,853,44,1.84,0.93
4222,14346388,395,499746,8,195.12,428,0.6,1053,37,1.23,0.78
2796,47706728,101,774803,4,173.68,482,2.19,816,85,0.83,0.34
6541,24434092,617,593711,9,401.22,14,3.31,1179,74,0.71,0.4
1681,32854271,93,286350,10,419.9,259,1.62,1792,55,1.46,0.29
4020,81937704,329,634402,6,211.74,70,0.94,1619,28,0.91,0.94
5263,32413449,431,732172,6,234.36,283,4.25,1374,62,1.86,0.03
4825,62878868,283,591969,3,102.12,363,4.98,1219,67,1.29,0.18
4269,56783903,15,750870,4,80.2,215,0.87,1827,18,1.56,0.59
3229,11905549,289,915295,10,89.6,328,3.6,1551,33,0.54,0.71
3649,13685998,484,748758,6,81.78,483,1.37,1192,86,0.77,0.02
7792,79983040,143,937957,7,10.99,17,1.6,783,62,0.93,0.94
7204,31578853,88,101283,7,203.56,109,3.96,1901,3,1.41,0.41
9598,81095903,535,727086,10,274.4,40,1.47,1327,53,0.72,0.26
3530,61325546,80,157734,1,23.75,372,3.2,896,9,0.15,0.2
4510,69828877,346,376551,8,344.96,336,2.21,1517,10,0.01,0.18
5633,51763505,103,646758,10,493.9,463,4.26,819,53,1.3,0.3
1360,92578431,538,525826,8,291.92,26,1.56,1637,33,1.38,0.09
2202,61051706,572,710400,4,158.2,303,1.59,1021,67,0.85,0.54
8436,42896031,244,234169,3,100.41,226,3.78,721,80,0.02,0.17
5665,60073772,142,877432,4,129.08,300,1.54,2180,96,0.97,0.72
6211,82711202,476,759517,4,67.76,311,4.14,1712,87,1.55,0.53
9274,76030312,346,298075,5,146.85,407,0.19,1651,83,0.47,0.95
3607,48780262,406,834737,3,74.43,57,0.28,1251,84,0.11,0.2
